,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,crypto_Solana_sign
2019-09-21,-0.011688515057520233,0.23907416149880778,-2.697246338449537,0.08925804984463141,0.14629322692299673,-1.290616296986105,0.1871850253372287,0.4079541565839156,-1.0893176609559612,0.22769845616480855,0.5167129310247547,0.4615640553205088,0.0,0.3902646683306857,0.43264045660996353,0.0,0.3928829905489858,0.4394999384361949,0.0,0.5030981128163368,0.5578701106357145,0.0,0
2019-09-22,-0.018596566751321413,1.3063845220016754,0.7695639142798356,0.013979051340917897,0.1858794432227929,-1.5867389074506377,0.15585356974920414,0.6132365228758871,-0.7997851195629603,0.17070647711752346,0.42928904910178556,0.43521600308827335,0.0,0.4330623100683662,0.4393435267003809,0.0,0.392999759025374,0.44010717059810267,0.0,0.5028174258989542,0.5519530871911741,0.0,0
2019-09-23,-0.046561467257248954,1.2219102038416327,2.7266778143467008,-0.045841060923864696,-0.2418628020548294,-1.0080593316135424,0.1087750008351544,0.2979080877450673,-0.5783406010022948,0.11770660154816764,0.5345847697434283,0.5196020974442221,0.0,0.5320920786909942,0.5255215385827068,0.0,0.4390786717775705,0.4918384607976467,0.0,0.5109178841379867,0.5601088828604112,0.0,0
2019-09-24,-0.1832551816860456,-2.048680710325853,4.237965128002294,-0.2748098365129572,-1.9460358666318225,4.756168796688323,-0.1123801654026857,-2.483338280301097,8.813202371174713,-0.04582070564257662,1.159630481300031,1.4594162153477046,0.0,1.086728584354471,1.256908685535872,0.0,0.8005206555408672,1.0029146111978073,1.0,0.63236815943711,0.7597246692641959,1.0,0
2019-09-25,0.01641298784661482,-1.793574072647056,3.4823998022061198,-0.24368874290552128,-1.9572460679588812,4.742786345214229,-0.10487770434701907,-2.5483384286596586,9.01116362197383,-0.019266534258847643,1.2455529510398535,1.4024849332421916,0.0,1.091266517189231,1.1857090983804928,0.0,0.802613456845486,0.9659908779906086,0.0,0.6240647532407158,0.749830646738999,0.0,0
2019-09-26,-0.024677368891229238,-1.7529830288418446,3.4975916551080295,-0.2566775967392303,-1.8470520384223725,4.673868235562616,-0.16741954689459904,-2.5488677815309746,9.014238341541967,-0.01918211361787475,1.224447035289538,1.1548148251338763,0.0,1.0583410637523678,1.072563111696793,0.0,0.8025803121045116,0.9207298968080962,0.0,0.623985430842378,0.739563340061793,0.0,0
2019-09-27,0.04677466543354637,-1.3524171442196293,2.145318765379424,-0.19130636455436248,-1.958127841732853,4.98248176617369,-0.17732731321344478,-2.5559137141189088,9.044893690036101,-0.02012467886520819,1.4086565216290152,1.172751267016009,0.0,1.0401063035577436,1.0778129822640456,0.0,0.8018287271552234,0.922010927479297,0.0,0.6325424800364481,0.7425387648841355,0.0,0
2019-09-28,-0.0007908026167067971,-1.775757943384932,3.473406333041943,-0.14553569991382034,-1.943510397149527,5.046016867176154,-0.1913767608376852,-2.526838799103206,9.000316555248524,-0.03811698836045065,1.428996424981415,0.9598837285716975,0.0,1.0307338251565825,0.9779680972748435,0.0,0.7989481943938619,0.8776433629995202,0.0,0.6325606548722152,0.7303197182459948,0.0,0
2019-09-29,-0.02358666800931311,0.7476591198739729,-0.48627273174497887,0.014132813762912158,-2.1054083025267265,5.918505070245421,-0.26067702275004523,-2.4228457693023353,8.504577731473566,-0.06056673426174081,0.475125175588203,0.7972435938340134,0.0,0.9652772251357639,0.88858298385048,0.0,0.8026273119580233,0.8385124220780351,0.0,0.6280655297192357,0.7204509263409772,0.0,0
2019-09-30,0.05349093997395685,0.36508184983142816,-3.0027788527848007,0.05121076589025418,-1.8042595997515591,4.637335114517091,-0.19247797701526725,-2.336129811374334,7.897319459745153,0.00047287649492455675,0.5987536456763137,0.8505650051579746,0.0,1.0451564731058949,0.9109539017885896,0.0,0.8269443665309829,0.8511721625752884,0.0,0.6390778386739506,0.72756203102415,0.0,0
2019-10-01,-0.014175458713643086,0.40181087634506596,-2.92201814652179,0.06171267606784033,-1.7924600626329532,4.609319581445901,-0.1949649206713901,-2.299834282820044,7.735409960633252,-0.007779895334161494,0.5637886287566816,0.7230284965218705,0.0,1.0447273040897826,0.8284568943350036,0.0,0.8282492945609964,0.8114634195647308,0.0,0.639428948853457,0.7162981217725443,0.0,0
2019-10-02,0.018825177521747047,0.9646047250919203,0.31897003086084535,0.033763188156041006,-1.8884875159484784,4.679879774027394,-0.15754317639832166,-2.304322633782904,7.717914981707189,-0.0016896066491175754,0.485768844065039,0.6071882548000361,0.0,1.062370364003268,0.762829695008739,0.0,0.8298098878873096,0.7794300062979604,0.0,0.6390930909230937,0.7071906917080955,0.0,0
2019-10-03,-0.030971943958377025,0.9962594391924466,-0.369997123024928,0.0035820468143707776,-2.017780836765007,5.303365740765265,-0.1419536530994497,-2.15760380597489,7.018668705615489,-0.03317865226429541,0.5572855365004308,0.5911403895172276,0.0,1.0525493700439434,0.7197139696962117,0.0,0.8370039495240728,0.7544889137449765,0.0,0.6414994183672481,0.7003043296185458,0.0,0
2019-10-04,0.010140570614523968,0.393117695541685,-0.17042766840249376,0.037309285438207856,0.4567394879993731,-0.9334969604729112,0.051442099201119855,-2.1865961649040266,7.310937425402919,-0.06093806620156592,0.5144116777291499,0.49969032192688756,0.0,0.4684477176327627,0.6583254379869777,0.0,0.8253214995593409,0.7210569122596108,0.0,0.6321003729730018,0.6897759748922802,0.0,0
2019-10-05,-0.003585729379163095,-0.3364807112580858,-0.9227311120069418,-0.019767383914912087,0.7093249480158434,-0.607138528155374,0.031443381975341946,-2.1568372428116396,7.2451467073421165,-0.07343432237167723,0.31270473624401735,0.40899828065741584,0.0,0.4657271190078922,0.5955382916404683,0.0,0.8241113419383869,0.6858661062758806,0.0,0.6288029633378102,0.6783780830696009,0.0,0
2019-10-06,-0.018845853779138947,-0.18336399415133287,-1.7377676155249777,-0.02443777898040795,0.7392279998325582,-0.5222753821306075,0.03727489708743223,-2.1135643314422015,7.341614075398464,-0.1301446498071669,0.3238810492277909,0.36477059226923697,0.0,0.4568075343151074,0.5489057556449913,0.0,0.8106776908270039,0.6566997540490143,0.0,0.629400646824029,0.6687345121265378,0.0,0
2019-10-07,0.045892602775966,0.8829740575421462,0.595048061790326,0.002629646273811008,0.7336899974281577,-0.5185716975074028,0.036392834429851854,-2.210154812788523,7.70175427333426,-0.140934478783593,0.47190723661100603,0.5344768372098011,0.0,0.4544957565576025,0.5970281081037764,0.0,0.8003620574752411,0.6697198524116499,0.0,0.6363498164642838,0.6724697589021542,0.0,0
2019-10-08,0.004599138988068942,1.0824264317485321,1.96149782174437,0.038200729220256975,0.6667376912618846,-0.57941860555779,0.04178277603462759,-2.2039614709596993,7.737317416752545,-0.1495939848030577,0.3811765493749885,0.4392101774300858,0.0,0.45382962342298855,0.5400532673362988,0.0,0.798035099022275,0.6373805364151739,0.0,0.6295209480525537,0.6615971002658059,0.0,0
2019-10-09,0.06008336535504726,0.4213438013161816,-2.3153414031691746,0.08814352396078026,0.33442861221962084,-1.2264259640873898,0.12545280939898798,-2.0681984422143946,7.245913742976475,-0.13522421335105736,0.5354830207880333,0.5607868043681985,0.0,0.5022798664380302,0.6080006606563471,0.0,0.8122424899143749,0.6696489986445539,0.0,0.6414926493077803,0.6739203892551764,0.0,0
2019-10-10,-0.008487274112476776,0.4501190388812462,-2.4839282950650023,0.0832419792274666,0.8151335899212079,-0.00826084781146059,0.06347459531255435,-2.092137111515936,7.335432239888903,-0.129003381702713,0.5486846575271038,0.540009590865,0.0,0.4549422222234196,0.56910357108205,0.0,0.8117352424371045,0.6408575828359406,0.0,0.634620861972938,0.6632788455718536,0.0,0
2019-10-11,-0.04858929040829856,-0.26011798459867574,-1.0795278515979188,0.053498542598306977,0.3185351464844633,-0.20900402588595363,0.029060763617898867,-1.9030522319839607,6.322667003267758,-0.16590415705349132,0.6918548726835128,0.6866386695006689,0.0,0.5257074561635978,0.6389929787291773,0.0,0.8253475763955609,0.6609760762503186,0.0,0.6404479518009627,0.666998897529771,0.0,0
2019-10-12,-0.00959313678827614,0.7463461379936392,1.9166466661815906,-0.00198719696593516,0.6294614693801599,0.19068400765773066,0.0006424493078756813,-1.9375353033719818,6.4467121046841225,-0.15690072709044606,0.6227257198045465,0.5611796942188363,0.0,0.5209470214451863,0.5809003801305535,0.0,0.8244754385494278,0.6303058884010702,0.0,0.6402951046491357,0.6563925358280924,0.0,0
2019-10-13,0.006880702071974843,0.6852191121390729,1.7319926229155083,0.0002943661179707407,0.4292881305172895,0.6456103849994658,0.03849509533822755,-2.1686753701114245,7.539626614446235,-0.10345855776122224,0.6240882004410674,0.4740103979496031,0.0,0.4916340398729918,0.5287251947355949,0.0,0.8129334765984998,0.6007594541592706,0.0,0.5984043835024393,0.6459986812292396,0.0,0
2019-10-14,0.026480030037604744,-0.6891103201454577,1.3003579092036095,-0.03330896919947178,0.2541066320776172,0.11052258570850679,0.05483455476130832,0.3164389077330846,-0.5716398191642774,0.10627665396242811,0.43846556036931006,0.4580090241291366,0.0,0.5041708591251562,0.5091284933575848,0.0,0.4736659207115352,0.5856645488515825,0.0,0.6005707741810099,0.640256997108641,0.0,0
2019-10-15,-0.030161559465075812,-0.029102279323475713,-1.1574248848679953,-0.054983254552070815,0.348018082546902,-0.4390523789137468,0.028258724675395603,0.45005182749904454,-0.6533408521632741,0.05970210665073747,0.47001489687828607,0.4861428892904546,0.0,0.5343066172525148,0.5115428145980992,0.0,0.4878306212364893,0.5781613962181038,0.0,0.6028230446079511,0.6353471583106444,0.0,0
2019-10-16,-0.030177262436439853,0.5000503962864561,-1.399388187495595,-0.036571226580212106,0.3557483149109258,-0.658009415517763,0.016927316018094704,0.437366491699359,-0.6903281973406824,0.05420221310552685,0.3883142994052547,0.4477655948539904,0.0,0.5499738615581662,0.4973274420030568,0.0,0.4923368577955495,0.567493645595744,0.0,0.6058946178600091,0.6302005692491698,0.0,0
2019-10-17,0.011382092407166871,-0.23470318159298154,-2.609173850187917,-0.015595997384769094,0.5105091457772792,0.5238613112928557,-0.017583194350704427,0.521632818013734,-0.22012510543721994,0.018809640079147358,0.40858188539133194,0.42140421698518077,0.0,0.4970549872124423,0.46533840221841155,0.0,0.46562801194105496,0.5445722357409013,0.0,0.5984474626181292,0.6210203446080669,0.0,0
2019-10-18,-0.02506610314612576,0.7610333614448331,-2.268320888492122,-0.047542802602869694,0.770273693124514,0.5048210392099202,-0.04724843648489913,0.5891839885410481,-0.3210043414664004,-0.005465660450271609,0.42204826301928583,0.3816941151910085,0.0,0.5086049350606411,0.4429035360492394,0.0,0.47470973842153275,0.5293624849871778,0.0,0.5929898992916998,0.6143118256427658,0.0,0
2019-10-19,-0.00408798694013855,0.9304516890424959,-1.1527379287855624,-0.07811081958061299,0.02282761888958528,-0.5119921777929883,-0.11141978878008495,0.5373474216326684,-0.22844272154944867,0.014033020618902952,0.2942891437588845,0.3184315935861845,0.0,0.3599404545131346,0.4012598673533327,0.0,0.4669919679854319,0.503526569003107,0.0,0.5896873561438274,0.6041707445501951,0.0,0
2019-10-20,0.015046188208206282,-0.16854403320514733,-2.7817319870133157,-0.0329030719073309,-0.1709275748892614,-1.072676290436197,-0.08788632645940188,0.506827871474038,0.24651846011400955,-0.024411731146847616,0.326789932236417,0.330267587553731,0.0,0.38342151462965524,0.38974378103565077,0.0,0.4276328954311637,0.4878735885293382,0.0,0.5819882582462881,0.5963374294640807,0.0,0
2019-10-21,-0.0035005238544626107,-0.7542123278791645,0.2682080909885656,-0.006226333325353654,-0.04151199524356131,-1.1531565898211404,-0.04279755990556594,0.4563803122447625,0.2884898592299755,-0.01373679628766714,0.2516824490780651,0.2703592425781689,0.0,0.3126468858990997,0.3525540222245334,0.0,0.4250145036328085,0.4640834301239903,0.0,0.57975339348175,0.5864928783334532,0.0,0
2019-10-22,-0.015092265641809648,0.38644957674523994,0.4502829123855179,-0.032700691374330175,0.043912537651041306,-1.287501427570334,-0.04829668875909944,0.6489141076681193,0.5779330167381357,-0.04765423945122383,0.2377962134814761,0.2465989010372804,0.0,0.31645915356706494,0.32822338073511764,0.0,0.4213991263210422,0.44543760328404486,0.0,0.5790431092045056,0.5779717545556291,0.0,0
2019-10-23,-0.05916253623893594,-1.385374603332042,2.6115909854053805,-0.06679712446714035,-0.3151191681021686,-0.1989613683374003,-0.11433992707001023,0.2805559890442352,0.5037021292931807,-0.07584483173178275,0.4412830586646262,0.4856964687990859,0.0,0.4083522805497203,0.4574257125896786,0.0,0.45713168568384727,0.499544870980796,0.0,0.5899647058716587,0.5908447553252902,0.0,0
2019-10-24,-0.0014433665972410942,-1.4268490807819882,2.5842696887797985,-0.06415250412424289,-0.6604967273637034,0.3229788771770369,-0.14226332370485606,0.3466122666344051,0.6330677456248842,-0.08742876894354781,0.4451659071849857,0.438981964981638,0.0,0.3565303433230124,0.42296964319079366,0.0,0.4542894218144155,0.4765638225856408,0.0,0.5883738695025773,0.5811415305367208,0.0,0
2019-10-25,0.11274729897949086,1.442137685347377,3.0481426083595977,0.03354860664704168,1.7789082419027211,4.826622684460241,0.0006455347397106154,1.2440899951182203,2.587124242292762,0.028904259415106145,1.0111566441026325,1.1387656451680588,0.0,0.7171081182685377,0.8947339472710193,0.0,0.6158928428154365,0.7353267442368372,0.0,0.6334556110033601,0.6618915014102712,0.0,0
2019-10-26,-0.009341085233206778,1.5092311438217387,3.1760506633417123,0.027708045268297517,1.7792597602862348,5.157596211101374,0.021481711942943682,1.2300919974548383,2.6364833823558356,0.03840902796103832,1.015711987062017,0.9772663474183173,0.0,0.6999268567353735,0.8190966124894868,0.0,0.6126551805298045,0.7019913759336354,0.0,0.6335514139218479,0.6514361515777528,0.0,0
2019-10-27,0.024208862709284306,0.9638357314916397,1.8146959054153828,0.06700917361939147,1.6297710890799029,4.461229321223669,0.03430848224506112,1.3465651055495889,3.385446869271917,0.01672528789435663,1.0036632165919162,0.8019466207484373,0.0,0.7075848913974204,0.7495105689162918,0.0,0.5966392258431208,0.6761271672205107,0.0,0.6160078924331356,0.6446248293528924,0.0,0
2019-10-28,-0.00860940225868667,1.887258004452395,3.539502329320444,0.11756230759964076,1.6238176885893512,4.747193243773829,0.05076518313250021,1.3991111862480683,3.4704132966590238,0.0035167466476010174,0.8209324975544825,0.6911295282644372,0.0,0.6937139418825337,0.6883437449704338,0.0,0.5973761116008862,0.6459901819087638,0.0,0.6138828943309786,0.6344454688676742,0.0,0
2019-10-29,0.04118358343837068,1.2888816150081575,1.5761108925540686,0.16018925763525252,1.1840733672889037,2.9836859106800935,0.09603675351100943,1.471668891437681,4.3562655779427635,-0.015383035269075564,0.7946522422647965,0.6252070587153271,0.0,0.7138997736356206,0.6616626479219581,0.0,0.5756082225632072,0.6411515753521294,0.0,0.6191936684389506,0.6350501379153242,0.0,0
2019-10-30,-0.03013498651219995,0.3676496854774806,-1.4803453484744746,0.017306972143561708,1.3424440386475838,2.8327588735674962,0.05085557879060321,1.474280066080198,4.121857476274179,-0.03703074766879874,0.4553899000812945,0.6593128858707163,0.0,0.7398136706448957,0.6595304650178362,0.0,0.5845181691569822,0.6345601224142401,0.0,0.6213141765955397,0.6308640358394695,0.0,0
2019-10-31,-0.003934535743671212,0.22736833226476627,-1.1957344246489765,0.022713521633097276,1.3450124107393278,2.835085076962518,0.050421566901394606,1.6195315370351884,4.91454747892482,0.007624006995828609,0.4473609505211045,0.5415462354579135,0.0,0.7399579014723507,0.5993439453684809,0.0,0.5580541141236974,0.60450889596852,0.0,0.6212778783405328,0.6205405989766324,0.0,0
2019-11-01,1.6173776361797525e-05,1.053474563305553,2.360792622586177,-0.0014791672998252365,1.2761850786517595,2.856900773408445,0.06553000631956606,1.5860306740387118,4.88054906284797,0.017233317560466546,0.41192512746383136,0.44221488746595183,0.0,0.7322941958528487,0.5425589745189082,0.0,0.556817213439272,0.5751137796793854,0.0,0.6164122363133816,0.6102830675702059,0.0,0
2019-11-02,-0.00024014526290765318,0.7903454388396336,2.2667711686786483,0.00689008969595378,1.9833102766212598,4.515722991351334,0.12445239729559433,1.6234254354814979,4.988240851684934,0.01011247022558405,0.40551901796565054,0.3611221535249939,0.0,0.6378924954051274,0.4911449639860627,0.0,0.5563698193191713,0.547162219292107,0.0,0.616290171652045,0.6001952620357748,0.0,0
2019-11-03,-0.008192751593194091,-1.8678092461584668,3.575348855118108,-0.04248624533561099,1.9871653193757337,4.46031471429604,0.11770301229964135,1.8363333590876731,5.902860722547071,-0.024560311405214787,0.19918568161264275,0.30322344049549294,0.0,0.6428874056505666,0.4493064632828682,0.0,0.5484572797386386,0.5226992333520349,0.0,0.6151329001353475,0.5907281638056545,0.0,0
