,count,mean,std,min,25%,50%,75%,max
stocks_NASDAQ_kurtosis_5d,1850.0,0.9426098884798847,2.3197484748314583,-3.33333307869794,-1.0501872173646256,1.2658498654023778,2.795584651304145,4.990936199647703
stocks_NASDAQ_cumret_5d,1853.0,0.0017058212215331635,0.025751378329018918,-0.12047875198057147,-0.012966195485059827,0.0035759374817540077,0.0168182846727321,0.09924036102759798
stocks_NASDAQ_return_mean_10d,1853.0,0.0003195228274498781,0.0035982386044099376,-0.020584796732464848,-0.0016252833797035515,0.000765411554493527,0.002604211267330022,0.012046193636807164
stocks_NASDAQ_volatility_10d,1852.0,0.010723143582854693,0.005760912961309006,0.0021600874935150016,0.0068486093045012466,0.009545728628282832,0.013564201624822787,0.05085365720331631
stocks_NASDAQ_skewness_10d,1851.0,0.05562888403686259,1.0155804683859568,-2.801195270871002,-0.6198701378638186,0.08442198822462088,0.7049945261893957,2.76616127300085
stocks_NASDAQ_kurtosis_10d,1850.0,1.2762721322011437,1.9228676574524433,-2.223541735941265,-0.10926669146319641,0.8149916722222039,2.1911901584566555,8.297215169099632
stocks_NASDAQ_cumret_10d,1853.0,0.0034336926627488522,0.03502704426136882,-0.15887421925192385,-0.016252833797035515,0.00765411554493527,0.026020437349475036,0.12046193636807165
stocks_NASDAQ_return_mean_20d,1853.0,0.000290733705587167,0.002627508206768328,-0.020584796732464848,-0.0010385334522762415,0.0008029262509092348,0.0019854052765285353,0.009732529800003371
stocks_NASDAQ_volatility_20d,1852.0,0.011025227025008253,0.005190793467845507,0.0027377897210716312,0.007272668698424049,0.009893543935740039,0.013492240402431315,0.04287517435711024
stocks_NASDAQ_skewness_20d,1851.0,-0.020370453761801355,0.8563112127791858,-3.0183786640222507,-0.6022712388253255,-0.03006848540301734,0.5133360950919292,2.7850021105612015
stocks_NASDAQ_kurtosis_20d,1850.0,1.546817983821218,1.8988729413481182,-1.4395615085428435,0.17867006910459468,0.9825688874544904,2.468108581605979,11.614046499110263
stocks_NASDAQ_cumret_20d,1853.0,0.006772053761755976,0.048750831382124785,-0.1585069460857994,-0.020770669045524832,0.016030271936347908,0.039708105530570706,0.1377785358306931
stocks_RUSSELL2000_return,1853.0,0.00023375164809269692,0.012081895694539492,-0.06818262168086767,-0.004281252066737966,0.0,0.004839692543005825,0.08303922848295728
stocks_RUSSELL2000_return_mean_1d,1853.0,0.00023375164809269692,0.012081895694539492,-0.06818262168086767,-0.004281252066737966,0.0,0.004839692543005825,0.08303922848295728
stocks_RUSSELL2000_volatility_1d,0.0,,,,,,,
stocks_RUSSELL2000_skewness_1d,0.0,,,,,,,
stocks_RUSSELL2000_kurtosis_1d,0.0,,,,,,,
stocks_RUSSELL2000_cumret_1d,1853.0,0.00023375164809269692,0.012081895694539492,-0.06818262168086767,-0.004281252066737966,0.0,0.004839692543005825,0.08303922848295728
stocks_RUSSELL2000_return_mean_5d,1853.0,0.00023021204347074137,0.005296145509464311,-0.02443392150289076,-0.0028017458941095763,0.0003274016614895056,0.0034609443047726165,0.016453479406161514
stocks_RUSSELL2000_volatility_5d,1852.0,0.010777639010093558,0.005638775061186621,0.0008480899715513469,0.006851333185881718,0.009780512325703964,0.013554743289343352,0.04958647035711093
stocks_RUSSELL2000_skewness_5d,1851.0,0.049629068616869804,1.1225516893089786,-2.2271892093537993,-0.7878442026358055,0.06554721094538753,0.8946070345096113,2.231389549289569
stocks_RUSSELL2000_kurtosis_5d,1850.0,0.8048960015873516,2.235956593693437,-3.333315341822983,-0.992364737303383,1.0385520362306686,2.49375933954946,4.982852112377093
stocks_RUSSELL2000_cumret_5d,1853.0,0.0011637187213842282,0.026418137501685663,-0.1221696075144538,-0.014008729470547881,0.001637008307447528,0.017297960564332283,0.08226739703080757
stocks_RUSSELL2000_return_mean_10d,1853.0,0.00022478119391964988,0.003691782058987229,-0.014185660681088317,-0.0020363819891541677,0.00033045262995268714,0.0026575517555652677,0.012137034659158
stocks_RUSSELL2000_volatility_10d,1852.0,0.01129875115166341,0.004503386862242138,0.0028151644042068657,0.00813423197764337,0.010599450318175675,0.013555821494819474,0.042421437423962656
stocks_RUSSELL2000_skewness_10d,1851.0,0.09283075617478041,0.957548937365428,-3.033659141049362,-0.5732791692901001,0.15823455462706262,0.7414034376478555,2.738381438626156
stocks_RUSSELL2000_kurtosis_10d,1850.0,1.1544627381726271,1.8511398207277252,-2.0065671097346645,-0.19540228574393304,0.7320445265337335,2.166381411598119,9.372252414130092
stocks_RUSSELL2000_cumret_10d,1853.0,0.002353570867561143,0.036633671208647946,-0.14185660681088316,-0.020363819891541676,0.0033045262995268715,0.026563429650700597,0.12137034659158001
stocks_RUSSELL2000_return_mean_20d,1853.0,0.00020918085910274082,0.002572897988631627,-0.01085443849576836,-0.001445455568777529,0.000416279272903555,0.0019952817119763457,0.008647575249772277
stocks_RUSSELL2000_volatility_20d,1852.0,0.011586440525079168,0.003700971996219083,0.0038879286802868496,0.008911723742231488,0.010947950039561876,0.01343070655104715,0.03055428425335862
stocks_RUSSELL2000_skewness_20d,1851.0,0.08557945071554726,0.832327908020736,-2.6340781963949857,-0.4506712189725025,0.10444763883548325,0.5758807392038259,3.0093943776710024
stocks_RUSSELL2000_kurtosis_20d,1850.0,1.3756304390022898,1.8903313426458452,-1.09872536619041,0.20934152312897386,0.9025215683108834,1.7857581835302616,11.46563698577972
stocks_RUSSELL2000_cumret_20d,1853.0,0.004626719312557613,0.050352140063970936,-0.16765031696113675,-0.02784570727503065,0.0083255854580711,0.039870808151111124,0.1493720685706605
stocks_SPY_ETF_return,1853.0,0.00037981484377463585,0.009085601505717848,-0.06032650729590719,-0.0018146611616684518,0.0,0.003575128047930555,0.09986284093397199
stocks_SPY_ETF_return_mean_1d,1853.0,0.00037981484377463585,0.009085601505717848,-0.06032650729590719,-0.0018146611616684518,0.0,0.003575128047930555,0.09986284093397199
stocks_SPY_ETF_volatility_1d,0.0,,,,,,,
stocks_SPY_ETF_skewness_1d,0.0,,,,,,,
stocks_SPY_ETF_kurtosis_1d,0.0,,,,,,,
stocks_SPY_ETF_cumret_1d,1853.0,0.00037981484377463585,0.009085601505717848,-0.06032650729590719,-0.0018146611616684518,0.0,0.003575128047930555,0.09986284093397199
stocks_SPY_ETF_return_mean_5d,1853.0,0.0003790804906945195,0.003972141226613932,-0.02252918844541237,-0.0016549539251418392,0.0007171802750387426,0.0026409136247584025,0.016458668968814465
stocks_SPY_ETF_volatility_5d,1852.0,0.007545603980171246,0.005237740189439558,0.0004065697724715183,0.004007917291634482,0.006469702494475996,0.009647886422596102,0.05466197498730375
stocks_SPY_ETF_skewness_5d,1851.0,0.15154697073452392,1.1654954807824573,-2.2358609144037414,-0.7168941805217337,0.22043096343609497,1.047117878005799,2.235952686758403
stocks_SPY_ETF_kurtosis_5d,1850.0,0.9654827775152028,2.2794537200371123,-3.3315860623099547,-0.8749879843306682,1.2013689858574406,2.728246409374686,4.99958913668078
stocks_SPY_ETF_cumret_5d,1853.0,0.0018954038042611034,0.019736080251167954,-0.11264594222706184,-0.008274769625709196,0.003585901375193713,0.013204568123792013,0.08229334484407233
stocks_SPY_ETF_return_mean_10d,1853.0,0.0003722430013693473,0.0027228920901252065,-0.013005701140260593,-0.0010192414699789001,0.0006294423043496634,0.0019631812600683454,0.014360349096320023
stocks_SPY_ETF_volatility_10d,1852.0,0.007944086440781433,0.004678368302271701,0.001272315257881801,0.004950588328767406,0.006865283532169746,0.009941650699947907,0.04538072527197145
stocks_SPY_ETF_skewness_10d,1851.0,0.16927622119358451,1.0198522399789676,-2.9171590957280062,-0.505171684300477,0.18617825472103408,0.8423647783474462,2.7579890464070247
stocks_SPY_ETF_kurtosis_10d,1850.0,1.3242071582094577,1.9846085240735167,-2.108939801592345,-0.1129123840593397,0.8749272361562161,2.33897761028186,8.8750006943099
stocks_SPY_ETF_cumret_10d,1853.0,0.00380428079414925,0.026694497039116635,-0.13005701140260592,-0.010192414699789001,0.006294423043496635,0.019631812600683453,0.08825872976222063
stocks_SPY_ETF_return_mean_20d,1853.0,0.00035625563718254954,0.0019210151519932761,-0.010330110542709024,-0.0006518167586757193,0.0006951079288537082,0.0015118389152819366,0.014360349096320023
stocks_SPY_ETF_volatility_20d,1852.0,0.008204098566790684,0.004250860805247146,0.0025747446826248567,0.005311301661935214,0.007136741513814699,0.009973861295517826,0.03491758288274039
stocks_SPY_ETF_skewness_20d,1851.0,0.056348269699241955,0.8501214238223673,-3.091574449162963,-0.46453889707236573,-0.029701359889707842,0.6283901787880153,3.075809568577886
stocks_SPY_ETF_kurtosis_20d,1850.0,1.5899351491026312,1.9434075639575816,-1.0090262911336032,0.22971775035674058,1.0725574799754738,2.414184718077411,12.179342510958746
stocks_SPY_ETF_cumret_20d,1853.0,0.0075518640499246505,0.036365866963658816,-0.1361809444454918,-0.013036335173514386,0.013902158577074164,0.03023634205189991,0.10391924480366989
stocks_QQQ_ETF_return,1853.0,0.00038705659850434655,0.012074337958188516,-0.06412140245887239,-0.002367140544811648,0.0,0.004819642831892379,0.11335620110128078
stocks_QQQ_ETF_return_mean_1d,1853.0,0.00038705659850434655,0.012074337958188516,-0.06412140245887239,-0.002367140544811648,0.0,0.004819642831892379,0.11335620110128078
stocks_QQQ_ETF_volatility_1d,0.0,,,,,,,
stocks_QQQ_ETF_skewness_1d,0.0,,,,,,,
stocks_QQQ_ETF_kurtosis_1d,0.0,,,,,,,
stocks_QQQ_ETF_cumret_1d,1853.0,0.00038705659850434655,0.012074337958188516,-0.06412140245887239,-0.002367140544811648,0.0,0.004819642831892379,0.11335620110128078
stocks_QQQ_ETF_return_mean_5d,1853.0,0.0003782657646869558,0.005224011672167935,-0.02334616741613079,-0.002500319343575343,0.0006772792866312771,0.0035302103752883965,0.01991907512765527
stocks_QQQ_ETF_volatility_5d,1852.0,0.010266629408723128,0.006649958715139981,0.00024392959943377325,0.00561042279868765,0.008937301132086808,0.01341232272031358,0.06018451612840635
stocks_QQQ_ETF_skewness_5d,1851.0,0.09239668842664485,1.1735871713500265,-2.235886489276944,-0.7867991802796607,0.16207780960063908,0.9609375057685277,2.2353839047973056
stocks_QQQ_ETF_kurtosis_5d,1850.0,0.9274963914067507,2.3322213296025724,-3.3304480214933783,-0.9976344636376879,1.2278335643453544,2.7514466874952634,4.9993475067304045
stocks_QQQ_ETF_cumret_5d,1853.0,0.001933186740423387,0.02591976869941956,-0.11673083708065395,-0.012501596717876715,0.0033863964331563856,0.01764858663722824,0.09959537563827635
stocks_QQQ_ETF_return_mean_10d,1853.0,0.0003630469702145935,0.0036223207303975142,-0.021302992413758763,-0.001552690591749455,0.0007725833005635732,0.0026844716890981426,0.012378097459734703
stocks_QQQ_ETF_volatility_10d,1852.0,0.010784007904160583,0.005817033100862099,0.0016669289911619316,0.006821985887702737,0.009530975740855839,0.013443763616127367,0.04993741444650086
stocks_QQQ_ETF_skewness_10d,1851.0,0.05269660118930171,1.0363231686094383,-2.7846615721803123,-0.6551188567146692,0.07591276777179917,0.6898950187554287,2.8391184058314063
stocks_QQQ_ETF_kurtosis_10d,1850.0,1.291159754781461,1.9942210011673203,-2.111986740002602,-0.11068844294070258,0.760911261616309,2.182826448202774,8.37763195020315
stocks_QQQ_ETF_cumret_10d,1853.0,0.003883377746471202,0.03519435215548054,-0.15485003595664154,-0.01552690591749455,0.007725833005635732,0.026754153468504297,0.12378097459734703
stocks_QQQ_ETF_return_mean_20d,1853.0,0.0003321208256888243,0.0026668512350872314,-0.021302992413758763,-0.0010361765455135978,0.0007912363606156454,0.002018719647076807,0.009424861360976708
stocks_QQQ_ETF_volatility_20d,1852.0,0.011095100873671474,0.005241581957469061,0.0028976938214364005,0.007314976622743469,0.009929391210661526,0.013801484973452422,0.0434557475508482
stocks_QQQ_ETF_skewness_20d,1851.0,-0.015039300242156637,0.8792338046707068,-2.4499812710010804,-0.5828145543418067,-0.02605878179033805,0.4843527895618096,2.8779031332212117
stocks_QQQ_ETF_kurtosis_20d,1850.0,1.5789871724736682,1.952826999494293,-1.4836251138966308,0.20166146995243037,0.9795572460930828,2.325670066815986,10.347662130119865
stocks_QQQ_ETF_cumret_20d,1853.0,0.00766885721887381,0.04916035705013581,-0.1529528751734265,-0.020723530910271955,0.015824727212312907,0.04030285954528299,0.13328100921932562
stocks_IWM_ETF_return,1853.0,0.0002664116494092547,0.012059106002679707,-0.0663494835743752,-0.004263127024720262,0.0,0.004879334512637009,0.081581598849473
stocks_IWM_ETF_return_mean_1d,1853.0,0.0002664116494092547,0.012059106002679707,-0.0663494835743752,-0.004263127024720262,0.0,0.004879334512637009,0.081581598849473
stocks_IWM_ETF_volatility_1d,0.0,,,,,,,
stocks_IWM_ETF_skewness_1d,0.0,,,,,,,
stocks_IWM_ETF_kurtosis_1d,0.0,,,,,,,
stocks_IWM_ETF_cumret_1d,1853.0,0.0002664116494092547,0.012059106002679707,-0.0663494835743752,-0.004263127024720262,0.0,0.004879334512637009,0.081581598849473
stocks_IWM_ETF_return_mean_5d,1853.0,0.00026263963678476164,0.005301672146230293,-0.02421520038992484,-0.002782472240953967,0.0003706529579005682,0.003507418063078855,0.016758882673430637
stocks_IWM_ETF_volatility_5d,1852.0,0.010746721823261939,0.005628348238444045,0.0011742838715158225,0.006789305365386233,0.009728658702962835,0.013646613360250939,0.048587770252391874
stocks_IWM_ETF_skewness_5d,1851.0,0.052605229030275306,1.1244265967420246,-2.234780584140833,-0.791933318254951,0.050234554026896056,0.9062672350318595,2.2310202661868446
stocks_IWM_ETF_kurtosis_5d,1850.0,0.8093128590960014,2.236672819155533,-3.3312219070690827,-0.989708482543034,1.0190910125976007,2.4858248974099193,4.995334069999724
stocks_IWM_ETF_cumret_5d,1853.0,0.0013280357126774518,0.026446903623037327,-0.1210760019496242,-0.013912361204769835,0.001853264789502841,0.017488711757670698,0.08379441336715318
stocks_IWM_ETF_return_mean_10d,1853.0,0.0002571528460922494,0.003696052465033361,-0.01420820711914123,-0.0019820221542485275,0.000375881351420081,0.002721149864729245,0.012053007530866692
stocks_IWM_ETF_volatility_10d,1852.0,0.01127160587339866,0.00449609361293875,0.0028951751326706993,0.008145403289078484,0.010575124130581752,0.013449636337067276,0.0416462382829179
stocks_IWM_ETF_skewness_10d,1851.0,0.09420873078503182,0.9560896619312006,-3.0784781490920476,-0.5672158272363282,0.14081079308542085,0.7376271234822055,2.750618624223858
stocks_IWM_ETF_kurtosis_10d,1850.0,1.1420475393916705,1.8474566648749389,-2.0659923387778214,-0.22427731452703561,0.7086163714904262,2.1535634561362227,9.591306427257676
stocks_IWM_ETF_cumret_10d,1853.0,0.002683397443849164,0.03667623773511189,-0.1420820711914123,-0.019820221542485274,0.00375881351420081,0.027068885520763017,0.12053007530866691
stocks_IWM_ETF_return_mean_20d,1853.0,0.00024147020591021973,0.0025762933219538944,-0.01102993835550621,-0.0014066935163867186,0.0004602420879928441,0.0020403039285069894,0.007919420727979942
stocks_IWM_ETF_volatility_20d,1852.0,0.011563358959865561,0.0036866186583404564,0.0038829772358789415,0.008860914202659264,0.010914314930007083,0.013438680342681544,0.02995192615537314
stocks_IWM_ETF_skewness_20d,1851.0,0.09110577558113826,0.8375386985550238,-2.834474955292787,-0.45793969002097895,0.09947627177014867,0.5936172390397094,3.0044323018024954
stocks_IWM_ETF_kurtosis_20d,1850.0,1.3780618140558651,1.9246414775163827,-1.1268680938866438,0.18008532911257014,0.8911633216598878,1.7919640782478938,11.481174446973348
stocks_IWM_ETF_cumret_20d,1853.0,0.005285035608345784,0.05041763748535535,-0.16591379037400597,-0.027636833015907636,0.009073011487670604,0.04080086494392093,0.1519024821365909
stocks_VTI_ETF_return,1853.0,0.00036535594155216576,0.009279492584922262,-0.06047540970145475,-0.0018970591234200335,0.0,0.003885704008936876,0.0966333789590518
stocks_VTI_ETF_return_mean_1d,1853.0,0.00036535594155216576,0.009279492584922262,-0.06047540970145475,-0.0018970591234200335,0.0,0.003885704008936876,0.0966333789590518
stocks_VTI_ETF_volatility_1d,0.0,,,,,,,
stocks_VTI_ETF_skewness_1d,0.0,,,,,,,
stocks_VTI_ETF_kurtosis_1d,0.0,,,,,,,
stocks_VTI_ETF_cumret_1d,1853.0,0.00036535594155216576,0.009279492584922262,-0.06047540970145475,-0.0018970591234200335,0.0,0.003885704008936876,0.0966333789590518
stocks_VTI_ETF_return_mean_5d,1853.0,0.00036370430856272004,0.004087818864170128,-0.023076879099463692,-0.0018266183046617,0.000694148023279536,0.0026641586805087247,0.015490885045432104
stocks_VTI_ETF_volatility_5d,1852.0,0.007753040023780638,0.005245764120748412,0.0003287937375245952,0.004228826919438294,0.006606762259404327,0.009904084264029266,0.05271939602048014
stocks_VTI_ETF_skewness_5d,1851.0,0.12930664753537194,1.1575083933068782,-2.2360679774995407,-0.7398139405670676,0.20128479988522166,1.0352916124619904,2.236067977500175
stocks_VTI_ETF_kurtosis_5d,1850.0,0.9146881609848896,2.2892979728489027,-3.3292987904959332,-0.9343397648347276,1.1245984091493504,2.6201383645040446,5.000000000001464
stocks_VTI_ETF_cumret_5d,1853.0,0.0018229258275545253,0.0203195512649342,-0.11538439549731846,-0.0091330915233085,0.0034707401163976796,0.013304282637133371,0.07745442522716052
stocks_VTI_ETF_return_mean_10d,1853.0,0.0003565175030198922,0.0028125968997553194,-0.013186648876113764,-0.0010868411588012977,0.0006474119319535658,0.0020298106345384434,0.013274627629146194
stocks_VTI_ETF_volatility_10d,1852.0,0.008159532710382628,0.004668002833443075,0.001006318516151137,0.005034184120163943,0.00707790280135313,0.010092690320732485,0.04441937429792958
stocks_VTI_ETF_skewness_10d,1851.0,0.14799418835168665,0.990084123291641,-2.6584153792842966,-0.4984925545418999,0.1688742144273709,0.7754545245707508,2.748803428766302
stocks_VTI_ETF_kurtosis_10d,1850.0,1.2656559400629355,1.9351330397237474,-2.016381783639148,-0.1731017461418175,0.9077328315766278,2.3009100857832334,8.18992562277173
stocks_VTI_ETF_cumret_10d,1853.0,0.0036618299224503575,0.027596236961873223,-0.13186648876113763,-0.010868411588012977,0.006474119319535659,0.02025436977205392,0.08914488076695984
stocks_VTI_ETF_return_mean_20d,1853.0,0.00034016911256866774,0.0019881741251481025,-0.011052186532960534,-0.0007717836182321135,0.0006829620546434606,0.0015648671181996195,0.013274627629146194
stocks_VTI_ETF_volatility_20d,1852.0,0.008421097147973103,0.004231356766031676,0.0024249709551637396,0.005518295293692858,0.007380194697609117,0.010185199845405089,0.034403310517381214
stocks_VTI_ETF_skewness_20d,1851.0,0.04884794624021272,0.8227728136266446,-2.9100323988625565,-0.4669782361715329,-0.006181250316038656,0.5691823484519379,3.2440121082229134
stocks_VTI_ETF_kurtosis_20d,1850.0,1.5179987762200606,1.8744685511510204,-1.131778401341031,0.1988828879712373,0.9811154701718772,2.3481354943712667,12.03776691560612
stocks_VTI_ETF_cumret_20d,1853.0,0.007269593537817874,0.0377149539630442,-0.13678193205186526,-0.015435672364642269,0.013624716521523951,0.031282971682420495,0.1060863711203375
stocks_VIX_return,1853.0,-0.00028899207722184124,0.0633890422848637,-0.4424487591644147,-0.0242435886429269,0.0,0.01243656179021089,0.554109651038965
stocks_VIX_return_mean_1d,1853.0,-0.00028899207722184124,0.0633890422848637,-0.4424487591644147,-0.0242435886429269,0.0,0.01243656179021089,0.554109651038965
stocks_VIX_volatility_1d,0.0,,,,,,,
stocks_VIX_skewness_1d,0.0,,,,,,,
stocks_VIX_kurtosis_1d,0.0,,,,,,,
stocks_VIX_cumret_1d,1853.0,-0.00028899207722184124,0.0633890422848637,-0.4424487591644147,-0.0242435886429269,0.0,0.01243656179021089,0.554109651038965
stocks_VIX_return_mean_5d,1853.0,-0.00020881601414454774,0.02649599454874534,-0.12768229857393712,-0.014485978182754388,-0.0020819947104763537,0.012956916591206211,0.1715270791651451
stocks_VIX_volatility_5d,1852.0,0.051723092122931455,0.03867110006509957,0.001759408164996805,0.02659845919076205,0.04285471074821895,0.06478426752331598,0.3180545318081167
