,stocks_SP500_cumret_1d,stocks_SP500_skewness_5d,stocks_SP500_kurtosis_5d,stocks_SP500_cumret_5d,stocks_SP500_skewness_10d,stocks_SP500_kurtosis_10d,stocks_SP500_cumret_10d,stocks_SP500_skewness_20d,stocks_SP500_kurtosis_20d,stocks_SP500_cumret_20d,stocks_NASDAQ_cumret_1d,stocks_NASDAQ_skewness_5d,stocks_NASDAQ_kurtosis_5d,stocks_NASDAQ_cumret_5d,stocks_NASDAQ_skewness_10d,stocks_NASDAQ_kurtosis_10d,stocks_NASDAQ_cumret_10d,stocks_NASDAQ_skewness_20d,stocks_NASDAQ_kurtosis_20d,stocks_NASDAQ_cumret_20d,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,economic_PCE_Price_Index_cumret_1d,economic_PCE_Price_Index_skewness_5d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_cumret_5d,economic_PCE_Price_Index_skewness_10d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_cumret_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_jump_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_jump_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_jump_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_SP500_jump_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_jump_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_jump_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_jump_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,stocks_NASDAQ_jump_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,economic_PCE_Price_Index_realized_vol_5d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_jump_5d,economic_PCE_Price_Index_realized_vol_10d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_jump_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_jump_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,economic_PCE_Price_Index_jump_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_VIX_sign,stocks_DXY_sign,stocks_GOLD_sign,stocks_OIL_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Solana_sign,crypto_Polkadot_sign,crypto_Avalanche_sign,crypto_Polygon_sign,crypto_Chainlink_sign,economic_Unemployment_Rate_sign,economic_Nonfarm_Payrolls_sign,economic_Labor_Force_Participation_sign,economic_Initial_Claims_sign,economic_CPI_All_Items_sign,economic_CPI_Core_sign,economic_PCE_Core_sign,economic_Gross_Domestic_Product_sign,economic_Real_GDP_sign,economic_Potential_GDP_sign,economic_Federal_Funds_Rate_sign,economic_Treasury_10Y_sign,economic_Treasury_2Y_sign,economic_Treasury_3M_sign,economic_Money_Supply_M1_sign,economic_Money_Supply_M2_sign,economic_Consumer_Sentiment_sign,economic_Industrial_Production_sign,economic_Capacity_Utilization_sign,volatility_VIX_Index_sign,volatility_VIX_ETN_sign,volatility_Ultra_VIX_Short_Term_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,bull_market,bear_market,trend_strength,economic_Unemployment_Rate_sign_yoy_change,economic_Nonfarm_Payrolls_sign_yoy_change,economic_CPI_All_Items_sign_yoy_change,economic_CPI_Core_sign_yoy_change,economic_Real_GDP_sign_yoy_change,economic_Potential_GDP_sign_yoy_change,economic_Federal_Funds_Rate_sign_yoy_change
2021-08-17,,,,,,,,,,,,,,,,,,,,,-0.03601554383854677,-0.040331616298759365,-0.15180259365872406,,,,,-0.0466667112561957,,-0.1422700612887149,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.1455921648493801,0.1923847477489391,,-0.04188641449619823,0.027539265949860336,,,,,,,,0.07875531050931683,0.19999880081191113,,0.00031831004411886354,0.03501665483030991,,0.023813839339846155,-0.08040612534006386,,-0.11393995141658242,-0.0012867130480668232,,0.04917589445095927,0.02133423071418039,,-0.00597383476187785,0.00163297472156132,,,-0.18339975754868276,,,-0.0947212537451323,,0.0,-0.04778285663384485,,0.0,-0.01601960139931269,,,0.0,0.0,,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,-0.1048631218301489,0.0,0.0,0.0,0.0,,,0.0
2021-08-18,,,,,-0.12185557744578235,,,,,,-0.04444642834389534,,,,,,,-0.08458843658101212,,,,,,,-0.10859412689687176,,,,-0.12614813262923574,-0.12625203074481106,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,0.1886581517505208,,,0.044134874124986734,0.06758758872798842,,0.14569117157824518,0.0047718303352708435,,0.19431105684027528,0.10935257863517234,,0.10878473140204048,0.08637452975103144,,0.02746962991598778,0.024862000456798983,,,-0.14142484304149816,,-0.053767690089806974,-0.0932582302587901,,-0.005659556985305625,-0.04863973084999784,,-0.0029267601317194414,-0.016418853192764926,,,-0.18343432747165833,,,-0.09485761225153289,,0.0,-0.04788266162822907,,0.0,-0.01603684569052377,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.16930341171131102,0.0,0.0,0.0,0.0,,,0.0
2021-08-19,,0.061194763379386785,0.11870890228364117,-0.08221966523310809,0.08086206880934,0.13838884369644222,,,,,,-0.1778572107208497,-0.039443487672675914,-0.05398463571898404,0.019891933542009577,-0.13786500462923224,0.0261554754341069,,,,,,,,-0.009969448692725202,-0.1823190006365184,,-0.1385218106725964,0.19905820152868792,0.07132184265201102,,,0.0,,,0.0,,0.0,0.0,0.0,0.03453334420572762,-0.04754265082492315,,0.009972190472664844,-0.06139629155323434,,-0.03894279582725024,-0.04150622736922738,,-0.00021970204461174703,-0.015939978447277126,,0.05364742921994159,0.06443881804063056,,-0.011643412832758493,-0.031391132322903026,,-0.057007728006855385,-0.03585424484728539,,-2.6043354383831208e-05,-0.015850249956382623,,,,,0.007798947260777345,0.052572716153935106,,0.0143524004530875,0.007219528959805599,,0.00539283157531667,-0.002316693796055591,,,-0.18345736514985966,,,-0.0949688603648644,,0.0,-0.047972600104916885,,0.0,-0.016053490881823396,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.00736128983917439,0.0,0.0,0.0,0.0,,,0.0
2021-08-20,,,-0.15392113545580266,,,,,,,,,,,,,,,,0.0876323801334109,,,,,,,,,-0.062473395884530714,0.030921285128344245,0.017827430063415584,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.16258147777865917,0.17515985058934458,,0.08817506807301823,0.0897067219800669,,-0.03574382572047863,0.01996719709955408,,,,,,,,,,,0.020716786665414544,0.05134598609604746,,0.06548933029838322,-0.1409734626182091,,0.02241583407492409,-0.06515891396930762,,0.0020309338765520657,-0.03550759128262326,,-0.11686946355874506,-0.012438739152871858,,,-0.18347271963190925,,,-0.09505966954526446,,0.0,-0.04805367896047996,,0.0,-0.01606955888428263,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.1268071449857313,0.0,0.0,0.0,0.0,,,0.0
2021-08-21,,,,,-0.08349419112435452,-0.06486023299056176,,0.0,0.0,0.0,,,,,,-0.013578774356795775,,-4.440892098500626e-16,0.0,2.220446049250313e-16,,,,,,-0.11057834740243389,,,0.07998319416214894,-0.1108673906469737,,,0.0,,,0.0,,,,,-0.031253186995036764,-0.18069650243326507,,-0.002872939437900679,-0.09537077295919316,,0.0,-0.04869456450145482,,-0.00581760077106297,-0.016357437015805054,,0.0018621700503320682,-0.17648340427147358,,-0.0017111160914938806,-0.09538957739308973,,0.0,-0.048805807187873085,,-0.014685017118622246,-0.016479937163949576,,-0.13149193998521247,-0.058600344660089454,,0.013045502876606774,-0.05181749608469344,,0.012332226018111792,-0.025834544291372663,,0.0022258186638490773,-0.011671724329029631,,,-0.18348295418937577,,,-0.0951338264989724,,,-0.048126796553597084,,0.0,-0.016085070734986884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.011443354024945784,0.0,0.0,0.0,0.0,,,0.0
2021-08-22,,,,,-0.1429736220512554,,,0.12213184961371093,0.1483109302524135,0.1756039881272662,,,,,,,,0.09699105575593059,0.007948026666235064,,,,,,-0.1911248540170194,,,0.15973827143462183,-0.029173265297715023,-0.05951923874294163,,,0.0,,,0.0,,,0.0,,-0.0857590294397601,-0.18164386431821977,,-0.037048695698429945,-0.09538809647841395,,-0.007103358711860075,-0.048705608813234824,,-0.0009176595409006172,-0.016363155035734267,,-0.15172593456683048,-0.17889608001625334,,-0.02432284661893913,-0.09540347635416213,,-0.0001956872106739782,-0.04880623213920021,,-9.384922936894746e-05,-0.016481585572485136,,,-0.1835019966256345,,-0.052403271326284306,-0.0954527349301979,,-0.00022126003852507292,-0.048515429251866915,,-0.011283574556610665,-0.016493617167172347,,,-0.18348977644390418,,,-0.09519440591648487,,,-0.048192755454597225,,0.0,-0.016100046636654097,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.011486250279083787,0.0,0.0,0.0,0.0,,,0.0
2021-08-23,,,,,,,,-0.05489877281777833,-0.010226499846573867,0.02572880578537906,,,,,,,,,,,,,,,,,,,-0.1427146519527085,,,,0.0,,,0.0,,,0.0,,,0.17892065610506136,,0.13669147970706108,0.12812764616189876,,0.0063583272752849584,0.08135290025663466,,0.011093233097281496,0.022423682842557913,,-0.0003572837111878169,,,,,,0.19762943106997977,,,0.050044079179155876,0.08726504496892118,,-0.029045762135959885,-0.12241329351351715,,,-0.072690573788036,,-0.03715929176688593,-0.041385308359082495,,0.0006680252656809937,-0.014617840742422672,,,-0.18349432426529266,,,-0.09524390780001224,,,-0.048252273511181665,,0.0,-0.016114505995149964,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.12304649634486764,0.0,0.0,0.0,0.0,,,0.0
2021-08-24,,-0.046373975185879046,-0.008153324240834925,0.013371790498877045,0.1926042458845525,0.10599651621524919,,,,,,,-0.09230632205264766,0.14343471712671696,,,,-0.14222387260812053,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,-0.007029068530480909,-0.17076058297061047,,0.0019819236628686454,-0.09539586514687759,,-0.03801426516623696,-0.048391328429176816,,-0.0018850867681377004,-0.016216870553002583,,-0.05653696308113809,-0.18295858688170874,,0.014280410200178117,-0.08864789192571254,,0.014604247290337602,-0.03542737124841355,,0.004645056754196686,-0.008872961477197072,,0.169526322336069,,,0.0834505109929522,0.11588542648682965,,-0.03297335099017462,0.04587087328439354,,-0.0331231235289019,0.003952085720752008,,,-0.18349735599143502,,,-0.0952843671780027,,,-0.048305993484505816,,0.0,-0.01612846745503571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,,0.01099359665894295,0.0,0.0,0.0,0.0,,,0.0
2021-08-25,,,,,,0.14711769456297907,,0.0526688102089361,,,,,,,-0.14153813927132874,,0.11122202079317156,,,,,,,,,0.03341881766580945,-0.09330728977558156,,,-0.1353878128964605,,,0.0,,,0.0,,,0.0,,-0.18586529763216264,-0.18260060087154062,,0.004166501888138496,-0.09424645326775516,,-0.03474300698313826,-0.04619856446693904,,0.0004383035196591223,-0.015280764404874692,,-0.06696225715122806,-0.13543781709907543,,-0.0017375900525490318,-0.08986493138939433,,-0.03710501491299767,-0.04871144336595745,,-2.006641024621114e-05,-0.016418206098231636,,-0.11090253404142503,-0.11391548917405692,,0.0042589130172572265,-0.07558963042799205,,-0.011929446089609774,-0.04428313007996387,,0.00023297013736733874,-0.015734146326952247,,,-0.18349937707340858,,,-0.0953174421208568,,,-0.04835449146620607,,0.0,-0.016141948933268147,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.020881451651224348,,,,,,,
2021-08-26,,,,,,,,,,,,,,,0.1050129159564217,,,-0.061593949421307026,-0.12781236855720723,,,,,,,-0.03450293614183775,,,0.08381276264143867,,,,0.0,,,0.0,,,0.0,,,,,0.04748483074039633,0.12040266896569674,,0.057728628489890355,0.04958805430223401,,0.013699766365727672,0.011474142395516473,,,0.1873536358480108,,0.04250623401063147,0.06501679389229809,,0.021371144320047275,0.02483567563739708,,0.01281015477805858,0.006493184722345502,,0.14138042069631807,0.03812103299318692,,-0.030451608136429775,0.02740318522312135,,0.02492084298777475,0.015763687740946608,,-0.012633119901215184,-0.0008533227346383399,,,-0.18350072443081988,,,-0.09534448459238642,,,-0.048398284251707224,,0.0,-0.016154967651159202,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.08976688047359971,,,,,,,
2021-08-27,,,,,,,,,,,,,,,,,,-0.18445158158581199,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,0.1715999686388252,0.19852163842107107,,0.012071106676642351,0.1171606257113067,,0.08503043556256928,0.07434793604288448,,0.018976404019183324,0.023907136707335574,,0.08065369555268354,0.14062700980034037,,-0.02402346587174864,0.09397222293246021,,0.0965054230190161,0.08092914760797254,,0.012795764454742509,0.03784960004308102,,,,,0.005586393707062154,0.12838361663301945,,-0.07005004669771286,0.03602598539043611,,0.0016367834486901156,0.0012347263352097126,,,-0.18350162265550674,,,-0.09536659764747235,,,-0.04843783581645633,,0.0,-0.01616754016471078,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.12158067187152,,,,,,,
2021-08-28,,,,,,,,0.0,0.0,0.0,,,,,,-0.12343370419731103,,4.440892098500626e-16,3.774758283725532e-15,0.0,,,,,,0.16467608452918991,-0.12011177939313644,0.004662266623441047,,,,,0.0,,,0.0,,,0.0,,-0.1299004607578017,-0.15465183290180573,,,-0.08596736070589228,,0.0,-0.04608447362007417,,0.0001143566915251526,-0.01606188600666625,,,-0.1397333427986922,,-0.13469817983568588,-0.08004000331855954,,0.0,-0.04491129075430922,,-0.00024923891151329425,-0.0160544405793549,,-0.04054114002955955,-0.15842346278611752,,0.009754252717791623,-0.08550953359287794,,-0.03896955307216454,-0.042825709488090946,,-0.0035947502336468595,-0.014952789618101536,,,-0.18350222146592665,,,-0.09538468171666459,,,-0.0484735630183013,,0.0,-0.016179682393408168,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0096675782900838,,,,,,,
2021-08-29,,,-0.02700687794588086,,,,-0.05127899517213963,0.06736317600508102,0.07021818812291114,0.057735572592518825,,,,,0.06889917769624376,0.07785395122284267,-0.02683729216547648,0.0628663082395815,0.06761655113212117,-0.08388571246072507,,-0.1647992125894543,,,,,,,,,,,0.0,,,0.0,,,0.0,,0.00587465407513843,-0.1654422840799361,,0.011116530509218903,-0.0878471894731212,,-0.00279104509401229,-0.04635779538398577,,0.00011892981787919865,-0.016077663308593726,,-0.016693170746930663,-0.15694455620645997,,0.00877065309018854,-0.0832429851705011,,0.00024362228502039507,-0.04531063204477681,,-0.0012540445321024274,-0.01607047568259512,,-0.1602449104258702,-0.17412039700420168,,-0.10703040758938087,-0.09091412407607713,,-0.040298423336010525,-0.04545608171996651,,-0.009322954144377671,-0.015533497379833783,,,-0.1835026206701893,,,-0.09539947213337518,,,-0.04850584062998875,,0.0,-0.016191409647575594,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.009769975808847753,,,,,,,
2021-08-30,,,,,,,-0.16402711080787735,0.13303600815789296,-0.10326026823726198,0.19185194294483043,,,,,0.126525095625738,,-0.07176408130182155,,,,,,,,,,,-0.0488080548643931,-0.048647667175029,,,,0.0,,,0.0,,,0.0,,0.03728186905281805,-0.11040085503710473,,-0.07999951649770543,-0.06049000928980719,,0.01272773608229083,-0.02789509211216168,,-0.002162695149275251,-0.008958749500608598,,0.11756692297981264,0.0015176335195004054,,-0.04364069102786916,-0.0052879120878114305,,0.01413315926671177,0.009576364430072815,,0.01627539405089662,0.009580554598362045,,-0.022541944013219406,-0.1831891323342092,,-0.062142366208937094,-0.09508895641152737,,-0.0016501746912793713,-0.048051863676644824,,-0.03212690091245318,-0.016202870047655415,,,-0.18350288680517168,,,-0.09541156960991315,,,-0.04853500578988057,,,-0.016202736654369665,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,0.049124541947974,,,,,,,
2021-08-31,,,,,,,-0.06950163764439554,-0.15133999431076428,-0.168892675849053,-0.12784292698348598,,,,,0.01604183014335625,0.08636358573412628,-0.011846336533791524,-0.039356364235096475,0.17477861001662442,0.035142065000093536,,,,,,,,-0.19781460336304135,,,,,0.0,,,0.0,,,0.0,,,-0.0624377885733125,,0.019938280026696953,-0.05262275693798424,,0.005806672669887991,-0.03336148639633396,,-0.012544857327610126,-0.013142991741657672,,,-0.09299510377744691,,0.004203791180271033,-0.06513289359326091,,-0.0036032674465356074,-0.04015982480148084,,-0.012212267410482758,-0.0153062855811682,,0.03476229333138714,,,0.19260969076729473,,,0.06806747078747444,0.08323328286707321,,0.015818062157693102,0.010588653491801603,,,-0.18350306422796336,,,-0.0954214650202817,,,-0.04856136194585081,,0.0,-0.01621367758249259,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,-0.026972341831629887,,,,,,,
2021-09-01,,,,,-0.08258327418852085,,0.017242104706094663,-0.18122992537547267,0.12421690201306346,,,,,,,,0.0902691922151706,0.01029690676034023,0.04117933110858307,-0.005339885713180115,,,,,,,,,,,,,,,,,,,,,,-0.1774031830507219,,-0.0029258365912063766,-0.09128304807087795,,-0.012046531208310784,-0.04739572749699594,,-9.36185274330592e-05,-0.016324065433076074,,,-0.18198885975466783,,-0.01767852230542266,-0.09471574820636641,,-0.00037678262058760126,-0.04713607977762424,,0.0014663605248130818,-0.014754411015070468,,,,,,,,0.13392801670623178,,,0.04909462712020818,0.06657312717464192,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.005284517031285629,,,,,,,
2021-09-02,,,,,,,,0.07578100688203349,-0.044524581650204564,0.08753221143016732,,-0.042967153825544946,0.06530065206618407,0.12039182525344216,-0.06668617278804267,,,-0.05095701878284309,-0.015954012142448293,0.029774747325303164,,-0.021684844367495737,0.05646380961591202,-0.021710015669243687,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07254462827906849,-0.11559054680717329,,-0.14119345863369015,-0.07715088080698518,,0.004116683344231653,-0.04062358967747426,,0.0013146173703775244,-0.013834397418235556,,-0.04102390099258102,-0.16655063210778687,,,-0.08982375607288506,,-0.0008792368989254395,-0.04798692312508557,,-3.187398015680465e-05,-0.016523514252686167,,0.012656915528289181,-6.0071772696845827e-05,,0.015146991979452462,-0.03926444008355656,,-0.07969146576611996,-0.029336706493218734,,-0.003359372467416022,-0.013038142033410693,,0.0,-0.11808261171450607,,0.0,-0.07733570247019228,,0.0,-0.04383966901829228,,0.0,-0.015702416817029552,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,,0.028783635741385982,,,,,,,
2021-09-03,,0.10527265479143089,0.1430301731856234,-0.0549544727823964,,-0.06772330953004646,-0.1436534937237609,-0.02602814909786577,-0.021418756208248402,-0.021880903412042296,,-0.04709712110582853,0.19490451858791258,0.15912769785260328,,,-0.11853003546018126,-0.11627735991894539,-0.029593986384417348,0.06249959780877634,,,-0.13918107138445468,,-0.12481223129244501,0.04141394534761256,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021361119458046307,-0.11495132627263915,,0.008417853099562667,-0.07500185299407303,,0.0006913701210138345,-0.04243623003337482,,0.00017684173867915653,-0.01542945660027728,,-0.06736679570978021,-0.1824271751901284,,-0.015091094306629471,-0.09472866066636376,,-0.0017971000175489582,-0.04880898977705106,,0.0002716554534716309,-0.016239070603670358,,-0.07537843076629103,-0.17958330846281034,,-0.08521239257567859,-0.08598660908456301,,0.004802856030788671,-0.03684533901605391,,-0.014975456692471467,-0.01046285908096456,,0.0,-0.14550659684959233,,0.0,-0.08117930126989326,,0.0,-0.04435848450289481,,0.0,-0.01573088688700197,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,0.0,,-0.013874311800826877,,,,,,,
2021-09-04,,,,,,0.1304126298839987,,0.0,0.0,0.0,,,,,0.1314017214662886,-0.06372127264455141,-0.06486577691078865,0.0,0.0,0.0,,-0.16175106454810062,,-0.06342460181124321,0.1520896323595824,,-0.13783355679913534,0.14377860411058996,-0.007377460628800958,-0.14467791644730466,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.16259587920071372,,-0.002159535300413129,-0.08609351743879634,,0.0,-0.04553092771708034,,-0.0021396554737946882,-0.015974367974838977,,,-0.09935084265009198,,0.008891766231785336,-0.06952503313060299,,0.0,-0.04149032913794315,,-3.1047190455768536e-05,-0.015703752983249775,,0.05754594451202322,-0.029775119874818845,,0.030858244960806358,-0.0317521843266978,,0.007257944380852033,-0.024632379170093865,,-0.008138291142173903,-0.01210424092265694,,0.0,-0.16017016824404884,,0.0,-0.08411926067044329,,0.0,-0.044818939192896035,,0.0,-0.01575833337932475,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.009603888527193183,,,,,,,
2021-09-05,,,,,,,,-0.181753191343361,0.009882316460573692,-0.1747388145442954,,,-0.06700198455481199,0.06834082932495256,,,,-0.08401945868317096,,0.05493342441303595,,,,,,,,0.016546795854879504,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16831449231523254,-0.17019123630515354,,,-0.08794641438813977,,-0.003653446452482667,-0.04586308524068361,,-0.002042226227651933,-0.015993189258330598,,-0.07486646192882429,-0.13637951979041252,,-0.16142005120449732,-0.07534469605386729,,-0.006963946703649748,-0.042285517072422896,,3.409065283288548e-05,-0.01573217494397583,,-0.029617550020477168,-0.18340997200587916,,-0.10216273116149321,-0.09528538876896886,,-0.05090223562267682,-0.04875782803771411,,-0.0005271573881934222,-0.0162202370007567,,0.0,-0.1687239518081861,,0.0,-0.08639954427669438,,0.0,-0.04522841303261804,,0.0,-0.015784796074012064,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.009703331762805245,,,,,,,
