,stocks_SP500_cumret_1d,stocks_SP500_skewness_5d,stocks_SP500_kurtosis_5d,stocks_SP500_cumret_5d,stocks_SP500_skewness_10d,stocks_SP500_kurtosis_10d,stocks_SP500_cumret_10d,stocks_SP500_skewness_20d,stocks_SP500_kurtosis_20d,stocks_SP500_cumret_20d,stocks_NASDAQ_cumret_1d,stocks_NASDAQ_skewness_5d,stocks_NASDAQ_kurtosis_5d,stocks_NASDAQ_cumret_5d,stocks_NASDAQ_skewness_10d,stocks_NASDAQ_kurtosis_10d,stocks_NASDAQ_cumret_10d,stocks_NASDAQ_skewness_20d,stocks_NASDAQ_kurtosis_20d,stocks_NASDAQ_cumret_20d,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,economic_PCE_Price_Index_cumret_1d,economic_PCE_Price_Index_skewness_5d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_cumret_5d,economic_PCE_Price_Index_skewness_10d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_cumret_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_jump_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_jump_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_jump_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_SP500_jump_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_jump_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_jump_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_jump_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,stocks_NASDAQ_jump_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_jump_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_jump_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_jump_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Ethereum_jump_60d,economic_PCE_Price_Index_realized_vol_5d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_jump_5d,economic_PCE_Price_Index_realized_vol_10d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_jump_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_jump_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,economic_PCE_Price_Index_jump_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_VIX_sign,stocks_DXY_sign,stocks_GOLD_sign,stocks_OIL_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Solana_sign,crypto_Polkadot_sign,crypto_Avalanche_sign,crypto_Polygon_sign,crypto_Chainlink_sign,economic_Unemployment_Rate_sign,economic_Nonfarm_Payrolls_sign,economic_Labor_Force_Participation_sign,economic_Initial_Claims_sign,economic_CPI_All_Items_sign,economic_CPI_Core_sign,economic_PCE_Core_sign,economic_Gross_Domestic_Product_sign,economic_Real_GDP_sign,economic_Potential_GDP_sign,economic_Federal_Funds_Rate_sign,economic_Treasury_10Y_sign,economic_Treasury_2Y_sign,economic_Treasury_3M_sign,economic_Money_Supply_M1_sign,economic_Money_Supply_M2_sign,economic_Consumer_Sentiment_sign,economic_Industrial_Production_sign,economic_Capacity_Utilization_sign,volatility_VIX_Index_sign,volatility_VIX_ETN_sign,volatility_Ultra_VIX_Short_Term_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,bull_market,bear_market,trend_strength,economic_Unemployment_Rate_sign_yoy_change,economic_Nonfarm_Payrolls_sign_yoy_change,economic_CPI_All_Items_sign_yoy_change,economic_CPI_Core_sign_yoy_change,economic_Real_GDP_sign_yoy_change,economic_Potential_GDP_sign_yoy_change,economic_Federal_Funds_Rate_sign_yoy_change
2016-10-03,,,,,,,,,,,,,-0.07720745394662709,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05466483456392346,-0.10198685107240102,,-0.03279819250073024,-0.058836566007766655,,-0.14667258629058588,-0.033522878980562054,,0.0027821205713649544,-0.011698667567332066,,-0.010736533026571848,-0.14568881607077433,,-0.04693347310871632,-0.0784323005969183,,-0.08112965070792222,-0.04096500195902042,,0.001323486533580276,-0.013954666186787867,,,,,,,,,,,,,,0.0,-0.1455064929156521,,0.0,-0.08116773134353039,,0.0,-0.04430836066264987,,0.0,-0.0157150954556593,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,,0.0,0.0,,-0.13868488607506235,,,,,,,
2016-10-04,,,,,,,,,,,0.009319476686201034,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.0637819920652285,,0.033269735514203536,-0.03099482185075464,,0.02494183088066504,-0.018449154723218508,,-0.013712448733032567,-0.005964072429922362,,,-0.15977411417347176,,0.005511137281428935,-0.08177947451987844,,0.0039880521510398115,-0.04171571383924688,,-0.02248989240153043,-0.014015011811957856,,,,,,,,,,,,,,0.0,-0.16017010947264276,,0.0,-0.08411034121144678,,0.0,-0.044774411290405824,,0.0,-0.01574310974382309,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016-10-05,,,,,,,,,,,,-0.19318598463066305,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09030986535154573,,0.033544983400356054,-0.01556234945539181,,-0.06361742563445583,-0.02121328562872382,,0.005385784875473032,-0.00828915069097469,,,0.11556945704386234,,0.03719671815870895,-0.011568703416175663,,-0.12267437911905621,-0.02118836515823186,,0.005193374970799525,-0.008976801219958808,,,,,,,,,,,,,,0.0,-0.1687239164432328,,0.0,-0.08639258431415475,,0.0,-0.045188781653905497,,0.0,-0.015770118166283376,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016-10-06,,,,-0.12199512639858534,,,,,,,,0.1930754005466051,,,,,,,0.18276116684834243,-0.05978512583082729,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009296238946069568,-0.18219408758003486,,-0.1198138455967721,-0.09466723807630018,,-0.01586458829607884,-0.048542840757308414,,0.00010544929276945503,-0.01644147283941033,,0.042513937532726365,-0.12199501291531922,,-0.13272507597040262,-0.07661445330140715,,0.002573601685582849,-0.041817278199862584,,0.0009231679327228459,-0.014509344973797744,,,,,,,,,,,,,,,-0.17396731663697895,,0.0,-0.08818184418728225,,0.0,-0.045557863646985775,,0.0,-0.015796159725351755,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.010437743973506164,,,,,,,
2016-10-07,,,,,,,,,,,,0.18632781608423765,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0378701972989437,-0.07362763709036846,,-0.05113365125294678,-0.054627885248293206,,0.012384930811793149,-0.03273911376326821,,0.0023509261910856782,-0.01164526495905005,,0.06508074863494473,-0.10053836866025201,,-0.13480786327310712,-0.062122276490938266,,0.008917475857706192,-0.03538362295028552,,0.0013284303849345758,-0.01246344636595742,,,,,,,,,,,,,,,-0.17727940527164265,,0.0,-0.08959649781638412,,0.0,-0.04588713232737718,,0.0,-0.01582127171696035,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.165164461466212,,,,,,,
2016-10-08,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,-0.03683596123481092,-0.17288258591851025,,-0.07219028463732491,-0.09424023506944723,,0.0,-0.04871807935885997,,-8.34235155854346e-05,-0.016528248355742403,,-0.026739372419635865,-0.1745926314489037,,-0.019104931587394014,-0.09508895223705549,,0.0,-0.048794216357360254,,-0.0010419270170131112,-0.016463606601557434,,,,,,,,,,,,,,,-0.17941129792380006,,0.0,-0.09072245327959716,,0.0,-0.04618130106360696,,0.0,-0.015845489818200997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.013857312294157986,,,,,,,
2016-10-09,,,,,,,,-0.011097071373124323,-0.0003140935899130781,0.0027387203591962006,,-0.1893491026637859,-0.1833562792982295,,,,,,-0.15762196824121377,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-0.1765879456428162,,,-0.09446568317497372,,-1.1827215238846556e-05,-0.04872687508476481,,-0.0018780204621349217,-0.01652830789672921,,-0.0528579051163246,-0.1776795156890978,,,-0.09515774550370237,,-0.004403251556347465,-0.048795745638860355,,-0.004195515211492418,-0.016465794183251337,,,,,,,,,,,,,,,-0.18080018591483737,,0.0,-0.09162338925675584,,0.0,-0.04644444607453335,,0.0,-0.01586884816953782,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.015813475935234078,,,,,,,
2016-10-10,,,0.04129958176539339,,,,,,,,,,,,-0.11896358671362339,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.04302502736333147,,,-0.1820719704224053,0.04756744552559233,,0.015508767884898855,-0.0060049472081800115,,-0.00032664281642491577,-0.0059441336748115026,,,,,-0.08739206075157036,0.18318429832269012,,0.03185500215997927,0.03039116290439048,,0.0057091065026300125,0.0009739247862463607,,,,,,,,,,,,,,,-0.1817121389848978,,0.0,-0.09234733662132566,,0.0,-0.04668010721975302,,0.0,-0.015891379452067866,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2016-10-11,,,-0.008939933763969288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,0.0,0.0,,,,,,,0.03264242752815827,,,0.038870086453527186,0.05964512572181002,,,,,,,,0.11125372703467029,,,0.05519154674690707,0.08758906157159063,,,,,,,,,,,,,,,-0.18231401701255534,,,-0.09293104783651773,,0.0,-0.046891370194777515,,0.0,-0.015913114960181662,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
2016-10-12,,,,,0.032415743223966675,-0.03930218548366027,-0.07820456202381143,0.05444014013195364,,,,0.13010917453187476,0.18319104515806073,-0.10935169320831384,-0.05703943813086032,-0.03239775344282014,0.11998166812520661,0.011516462931341342,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0197515101475092,-0.12857247369168756,,0.010215312952946087,-0.0760026568163712,,-0.041076141041987535,-0.043144532741864916,,0.0005208704302093192,-0.015578231902139361,,0.00022110218358362133,-0.17412638762919197,,-0.002675681225749016,-0.09516594567336512,,-0.054810785108304616,-0.048380367478907615,,0.0004762480299043137,-0.015670489724484482,,,,,,,,,,,,,,,-0.18271259660322015,,,-0.0934029807226121,,0.0,-0.04708093404252767,,0.0,-0.015934084669941506,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.10197308588632636,,,,,,,
2016-10-13,,,,,0.012952955209545536,0.028550960987377305,-0.01198977123632472,0.14637059616195236,,-0.15045627032385178,,,,,-0.1612309292050269,,,0.05683638936547153,,-0.07520469379021111,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,-0.0021014739503673052,-0.1776659733986291,,-0.001323281913609864,-0.08700003746128859,,-0.017382091024141122,-0.041144911092998226,,0.0017904120255827216,-0.012875355146318657,,-0.001123073209744696,-0.17447211805715912,,0.017663118740073758,-0.07854516082518082,,-0.00995653614890002,-0.0315021553518986,,0.004963811511692784,-0.00757206955204337,,,,,,,,,,,,,,,-0.18297713867004373,,,-0.09378538713192619,,0.0,-0.04725116697724974,,0.0,-0.015954317303471965,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,
2016-10-14,,0.013624100449777687,0.0017234435288895344,-0.02038800196819801,,,,0.010762482954060681,0.0038764990360988794,-0.013476077359722338,,0.016276917068640095,-0.020415274762572322,-0.01057660873635169,0.11010967533676386,0.05531561062876711,-0.13669030555435668,0.007312329594185263,-0.0004619697020856739,-0.009060249705726164,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0024464498526826084,-0.15075701568925892,,-0.03049153060406351,-0.08517618593700937,,0.00031691431149893923,-0.04667785879521924,,-0.002417500206361889,-0.016379326365769553,,0.0018282080883407215,-0.13046808367453955,,0.0040057336205994165,-0.08148403047203268,,0.00022783831091777174,-0.046496325762089064,,-0.006593649474744834,-0.016495209875700856,,,,,,,,,,,,,,,-0.18315297960250554,,,-0.09409580731573841,,0.0,-0.047404152835663016,,0.0,-0.015973840389637894,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,-0.0038454821167314135,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-15,,,,,0.13207231174725131,,,0.0,0.0,0.0,,,,,0.12178152806520615,,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,-0.13598572615829307,-0.1678051656519809,,-0.06658736373165619,-0.08929490482878355,,0.0,-0.04754377576303492,,-0.006349298030601469,-0.016471774596373834,,,-0.15568913647762517,,-0.06550563576412682,-0.08596717525024233,,0.0,-0.04720949813940889,,-0.009007665146135269,-0.016522969974803736,,,,,,,,,,,,,,,-0.18326997645283327,,,-0.09434815984332912,,0.0,-0.047541729958286316,,0.0,-0.015992680321252783,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.028666832195608727,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-16,,-0.06123381010115969,0.08999893462501607,,-0.007238677256456549,0.0038172220332597373,0.038629384493571006,,,,,0.010289207718689797,-0.011733122954454833,,0.05977964387914936,0.017806588505308474,-0.08923660498311259,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,-0.17339475684873706,,-0.003955490040182585,-0.09048185126074659,,-0.06286084802224978,-0.047667365288030394,,-0.0012029890038347535,-0.016473692377989124,,,-0.16605326523751218,,0.005933221890656704,-0.08784704364655105,,-0.05531653632795941,-0.0473666958074942,,-2.418010035232232e-05,-0.016523202670996495,,,,,,,,,,,,,,,-0.1833478721931583,,,-0.094553550080268,,0.0,-0.04766552391600032,,0.0,-0.016010862409057136,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.02611990416640031,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-17,,,,,0.014692453836460562,0.028068105512932595,-0.016699582487177067,-0.07077511597574948,,,,,,,-0.0014547165898605163,-0.001777210004173968,0.0015555392372343935,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.0695357038200799,-0.09558789278642121,,-0.0022098973406391442,-0.0701061267913019,,-0.04589542885148312,-0.03781411252267619,,-3.476553538384053e-06,-0.012712408711799239,,0.049589202448617975,-0.15527219332323583,,9.258297674108462e-05,-0.08777379181405165,,-0.08112357666300896,-0.04371181848383254,,0.00040326264110412957,-0.013669023010542736,,,,,,,,,,,,,,,-0.18339975735823633,,,-0.09472087883006286,,0.0,-0.047776975200456206,,0.0,-0.016028410932677928,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-18,,,,,,,,-0.07942704003676138,-0.06942232496208112,-0.05506538833408259,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,,,,0.12799819741609242,0.19964754614540903,,0.012864936085674517,0.055564888088755815,,0.010333268791740347,0.006037396758509006,,,,,0.15064027793618417,,,0.0725153208564282,0.09226438865761555,,0.015140469358510655,0.014845990580672597,,,,,,,,,,,,,,,-0.18343432734475318,,,-0.09485730646514356,,0.0,-0.04787736276869525,,0.0,-0.016045349188758884,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-19,,,,,0.059122179224352145,-0.02403966550861658,,,,,,-0.030474649244011887,-0.03704757927954383,0.05669534268840648,0.024590396641334333,0.00215025216423248,-0.05316226374996191,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.014817983016480962,-0.17402975809196553,,0.015423077271699226,-0.07639521780878566,,-0.08608878431039135,-0.037038167560275004,,0.0015111993583813987,-0.013540727098742655,,-0.004038440354307449,-0.1763431403308553,,0.0014605583542088851,-0.09531364596484682,,-0.06968360535830731,-0.0481619562537019,,4.509533093677298e-05,-0.016457138292950257,,,,,,,,,,,,,,,-0.18345736506528243,,,-0.09496861081742902,,0.0,-0.04796782415524703,,0.0,-0.016061699536459306,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-20,,,,,-0.01576435380929564,0.1986375743930282,,,,,,0.04157666373642788,0.006651330728542515,-0.14164281697481096,0.12702428047104775,,,,,,,,,,,,,,,,,,0.0,,,0.0,,0.0,0.0,0.0,0.046853058629954925,-0.09630388503796139,,-0.06054215164796117,-0.07825954088406473,,-0.09775447712900531,-0.04493953309987675,,0.0002487116440850201,-0.015679399815982986,,0.019204392413032956,-0.15096700556691156,,-0.08891089869924318,-0.09092460323397122,,-0.07554053377343539,-0.04794805077132536,,0.00016351992496010936,-0.016137512942124954,,,,,,,,,,,,,,,-0.18347271957553601,,,-0.09505946579797286,,0.0,-0.04804937272666854,,0.0,-0.01607748344047799,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,-0.1418584812702688,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-21,,0.02233364506555069,0.01341951586949719,-0.02151065676768804,,,,-0.0025057435102588954,-0.00041494360760974125,0.006732806293568316,,,,,,,,0.02932756800923042,-0.05670354575443359,,,,,,,,,,,,,,0.0,,,0.0,,,,,0.0013559473828590463,-0.17855746908458914,,,-0.09518343044809863,,-0.00016439889587349654,-0.04879843203377332,,-6.7302354800347075e-09,-0.016526756857482172,,0.005106772417392547,-0.13069475678195608,,,-0.06262640062151414,,0.01428008396483782,-0.03191544436187688,,0.00149991382882253,-0.012782230178087106,,,,,,,,,,,,,,,-0.18348295415179883,,,-0.09513366008225721,,,-0.04812291254473722,,0.0,-0.01609272151176433,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.028019654545648143,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-22,,,,,0.17283247092699172,,,-3.3306690738754696e-16,0.0,0.0,,,,,-0.07223994715468218,0.019623872925712327,,0.0,0.0,0.0,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,-0.16978187161843394,-0.18147865477305436,,-0.007577971894898838,-0.09540208390409066,,0.0,-0.04875332992029957,,-0.0012416401458358317,-0.016515525677140763,,-0.130103447582946,-0.15965811516677098,,-0.013261136722599653,-0.09377509853846988,,0.0,-0.04879057244030316,,-0.0017637503849905478,-0.01652012535424563,,,,,,,,,,,,,,,-0.183489776418855,,,-0.09519426994810298,,,-0.04818925121845985,,0.0,-0.016107433546061256,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.024977868649796342,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-23,,,,,,,,0.14185862792043968,0.1688888083840674,,,0.02923472372150715,,,,,,0.07108080900374958,0.046591607711497174,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,-0.1821596864164391,,-0.09259491561006172,-0.09541370592533283,,-0.011916568955753992,-0.04875875868970514,,-0.005945737231825343,-0.016516002764463633,,,-0.1684161688265191,,-0.14529269269883105,-0.09408744896430243,,-0.002790799179581027,-0.04879244900342328,,-0.013767328181951144,-0.016520451411491943,,,,,,,,,,,,,,,-0.18349432424859458,,,-0.09524379668060112,,,-0.04824911105660368,,0.0,-0.01612163856041615,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.019874551330948287,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-24,,,,,,,,0.1345406924671606,0.1902572955157762,,,0.08053120905101707,-0.10755996637796661,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,0.14916720769354175,0.1187742113893504,,0.0035971850825069485,0.022897223961757307,,0.0056962334565924255,-0.001943090080752774,,,,,,,,0.10495765154389902,0.14612974693637892,,0.019403569877770366,0.028881134272156883,,,,,,,,,,,,,,,-0.18349735598030315,,,-0.09528427634730341,,,-0.048303138777631816,,0.0,-0.016135354827783277,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-10-25,,,,,,,,-0.10862822560881391,-0.08395080624254248,,,,,,,,,,-0.09061138051808004,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,,,,0.13321975907980832,0.08197775156239784,,-0.011727946597953176,0.0016092755741470288,,0.0027165541213738376,-0.007576211461539861,,,0.1862812571765966,,0.12409248573085985,0.06841969320752783,,-0.0009174140337607772,0.010445160108163432,,0.00537530378315898,-0.0030092621588924118,,,,,,,,,,,,,,,-0.18349937706598773,,,-0.09531736786177969,,,-0.04835191398983718,,0.0,-0.01614859990983719,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,
2016-10-26,,,,,0.1887315375218619,,,-0.0737832407608272,-0.051096848624996194,,,,0.11029652515873245,,,,,-0.18678401624056684,,,,,,,,,,,,,,,0.0,,,0.0,,,0.0,,0.040502181759624056,-0.15314978248129107,,0.02454474147101182,-0.07163446661637407,,0.0014651149274971242,-0.04029456350522331,,0.0005535662187252655,-0.014869248949165637,,0.16545366310628973,0.008513249266173029,,0.12629013693599278,0.04966046451911432,,0.030243058878179685,0.0236384434134842,,0.00832286919643721,0.0031863311023625496,,,,,,,,,,,,,,,-0.1835007244258724,,,-0.09534442387304343,,,-0.04839595661877916,,0.0,-0.01616139068809852,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,0.0,0.0,,0.0,,,,,,,,,
