,crypto_Ethereum_cumret_1d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,crypto_Solana_sign
2019-05-19,,167.53691041523686,165.4690736037964,178.04019051625122,,135.77822625348531,,,,,155.43043666100806,179.90956201636726,112.7141861263953,110.2001295610061,77.80110437352701,113.84568904709941,60.67280319398285,66.65450055678636,
2019-05-20,,,170.29061615952847,,,,150.16669055278328,,132.2932652129061,197.9616362981149,158.43634818411556,179.9069154588628,112.99614528116632,109.59324810942579,77.89242621886376,112.77653579984997,60.649462655960626,66.26126420273732,
2019-05-21,,,,,,139.03505092029638,,113.66867314429929,131.64623587019685,193.35073104363605,149.30181702518536,180.03405087458515,114.78174090862903,110.07368778786658,78.0097300112247,112.8123305158363,60.64523640614755,66.50865359211159,
2019-05-22,,,,,,137.9119765600328,149.4591084653196,118.44516408928301,,190.14948942524288,140.91121297666712,169.3668812961183,113.800870023347,108.80045751300696,78.01532454897664,112.60822822575263,60.585645708251704,66.07718315291339,
2019-05-23,,169.25689243010217,168.84933404202175,,,134.41952597533026,149.29352795198315,,128.51047661910368,188.7044411218677,137.36187550945692,169.52270819092718,107.10420116894386,109.11788509021395,78.13376151535097,112.67323427938129,60.58155354635385,66.09102738334803,
2019-05-24,,,,,,,,122.85749856146792,129.26461236879862,183.1477587265075,,166.45751477430807,109.5759736057871,109.34396075939938,78.28092267272352,112.76085757176195,60.26951898669801,66.5159799069895,
2019-05-25,,,,,171.4431866652526,,,119.17045317830129,129.19905028702567,183.09332748928892,144.15492163280732,167.77174382693863,124.46932203189024,109.51898241230258,78.41427771597367,113.86730213756783,43.793174499414164,65.88919230373034,
2019-05-26,,,,,171.4734547754014,,,118.62228016491399,124.58550615774047,175.11140870685202,,180.75562801653234,124.59374076013677,109.7805847522682,76.11984034871634,100.4365948382543,43.53483261429531,65.56533922576592,
2019-05-27,,,,,,,,,125.9296034344199,176.4832791411473,,180.01885768332107,132.03591067887038,110.24205002386142,76.38951682965165,100.9052944113544,43.557262693184065,65.60238643940194,
2019-05-28,,,,178.61335564950983,171.01442673660745,,,121.82906146885092,125.18130665490904,174.42717583206053,134.351387882436,179.50393787227415,133.28333264607753,109.5060679095922,72.84131143690028,101.04079795286584,43.506120773552794,65.56670516575824,
2019-05-29,,170.66479555241926,,,,,,120.56149495570688,125.21241300043945,172.59992120523344,139.52259309788224,177.29581536066888,,103.04647049547633,71.10466512717892,100.6265871862998,43.53292843075208,65.54892054149447,
2019-05-30,,,,,,137.45708607137175,,127.66439522751318,,173.6193448262168,,,133.81085020571535,113.44343416572332,71.20501655976025,100.51609342579988,43.53713017331376,65.56506987036205,
2019-05-31,,,,,177.0282717961867,,,128.06637560949704,,176.79402619262504,136.7067526849536,188.90583159880697,134.477253479195,114.23819882465904,73.01425711469594,98.7366963736282,43.382434626602326,65.31639020117152,
2019-06-01,,,,,169.88385272269286,,,127.74957646848067,,177.24348527551157,137.56916206109028,190.45303867746185,137.8246028554274,113.60156774805819,61.16054910304766,98.4998156422537,50.063550315881045,65.22877714640242,
2019-06-02,,,,,,137.37130705332626,156.15397862748736,,,171.02326964618427,137.85266383016784,189.04609815236736,130.54590416881243,113.33989533893877,61.45965530633608,98.58135007631985,50.02030235456017,65.5749700391367,
2019-06-03,,,,,,,,,,,,,,,61.26735782973094,102.18331169837565,48.04009541183329,65.70542149495536,
2019-06-04,,,160.58597705994154,168.57154621880235,,,,,,,138.08345722878997,187.37696548010544,131.57137349916445,112.20302983070103,73.46771297272407,102.11582675430957,47.94975102507771,65.25026005968246,
2019-06-05,,,,,,133.48751836136395,,131.55797935290124,,,139.7551271278533,189.30792208538168,136.0498001023239,110.94708341462054,73.5153326612609,101.63351704643149,47.94495952432149,65.55820289007194,
2019-06-06,,,157.0193196311724,,173.02803859841558,141.213660288243,165.3989574707033,,,,140.37476955475069,187.9381699800755,136.25634771329632,109.64334302082254,76.4286086845773,96.872744143555,48.1488373210722,65.72783042234983,
2019-06-07,,172.5432342102729,153.96276517071163,175.97556152999337,,142.72236508994084,166.40275833296926,136.27152022758003,,,140.91305010599902,186.19609757910138,133.93638363396508,109.94398008106143,76.85345924515084,97.56881606041652,48.16752467335157,65.7346094442225,
2019-06-08,,179.19295558032613,,,,153.78885651568305,174.27018384700926,,,,,174.2009564315514,133.68717298067324,109.15642637481129,94.85911078737391,97.10375372791405,48.16189974930976,65.5671850851578,
2019-06-09,,,,,170.6209763578124,141.6719724267833,173.0515409907111,141.36642231610898,,,143.71373085480144,,133.01293688837876,114.15540385497735,95.3759184238281,96.6956388369131,47.942930149994275,65.1868861017268,
2019-06-10,,,,,,,171.8699048789805,,,,,,134.19832900114682,,98.28890242450584,97.88806991944112,40.317454138211744,47.8415749144158,
2019-06-11,,,,,,134.31817781127177,171.8374882076887,,,,142.65165367180575,174.05072398213005,133.93135333438698,114.07075872069979,98.33158818239676,98.81177599040714,40.37016287326393,48.227908401434235,
2019-06-12,,,,,,,,143.6806194916042,,,,181.17740874750817,134.5305622591317,119.34189986971515,99.92968505732529,99.561231970914,40.35773881593712,48.23830513221473,
2019-06-13,,,153.69908852218532,173.21166504729945,,,,,133.5842960266488,,142.62640753317507,178.46757941089894,138.140276281321,118.93249881859795,96.088004500873,93.20135822165774,38.11703723407733,44.10877806217921,
2019-06-14,,,,,,,,,146.41543666889072,,,177.68208515338242,139.9332172202112,117.47467276593491,94.52005195168944,78.01141592866448,30.426315233302454,29.29862101680058,
2019-06-15,,,,,,139.4393418639911,171.38467314603562,,,,146.01752497071564,179.75921340503652,137.11572573566568,118.57779281309202,95.38737253796813,78.42065067179576,30.33939093512574,29.49837435845582,
2019-06-16,,186.42198165570264,,173.90489635696895,,141.19521731053456,172.16464858480018,,151.02677523400726,,141.41485165051938,173.91079977078448,128.83022753315942,111.66469850631377,87.58362192969926,63.45335774924129,28.24400093550748,24.9269160945256,
2019-06-17,,,,,,,181.70865034535808,,153.18940432134036,,,174.899483398659,128.81083450011798,97.1595506913694,87.07940803802869,63.77423871433733,28.144562467608463,25.04353603016846,
2019-06-18,,,,,,,185.42136813771535,,,,,,118.73426300974728,104.86243634291796,85.61912640574306,61.75925210842866,25.123183537389544,19.660765732463798,
2019-06-19,,,,,,,,,,,139.32380991515956,169.82070957947164,126.35075437459781,105.3422933200596,85.43937401526068,61.98850836024443,25.10546707710592,19.720868373141826,
2019-06-20,,186.58439682396607,156.2525617178144,,,,,145.4742405311555,,,137.9957444290544,163.64123746566813,130.4453529969524,103.99279924239424,85.77932507353688,61.99597426716738,25.12253297039731,19.719347359056787,
2019-06-21,,,,,,,,,159.65420741452226,,,,,,95.06514773607616,85.34465091869495,25.88625955276956,23.928743909917742,
2019-06-22,,,,,166.29149582480943,,185.74042966812522,,,,137.16929824615815,162.9366163968641,128.40478481112876,103.68447152422587,95.76330026234048,84.73538751373921,25.93979857745945,23.747283723737613,
2019-06-23,,,,,170.44032621835981,,188.12918390980636,,,,147.09679408177428,165.7278879557802,128.08102754227966,102.68798684875927,99.08357175259246,84.30989989032659,26.01078102023701,23.671772251498233,
2019-06-24,,186.85387811332222,,171.16709459693374,,,184.04020943191796,,,,144.47768760234624,159.34554905105483,127.8290225265505,103.16270608654531,100.30482282328683,84.2813606722682,27.327405088438088,23.67176563726235,
2019-06-25,,,,175.7246438420413,172.16267353846297,140.93791590216617,183.76544469853923,145.50747125312466,159.38547768189355,170.5564883048963,144.1118208076626,160.35679688272165,127.9450291928796,103.00108119296132,100.277805764767,84.7943261417139,27.245841859044162,23.739480937049265,
2019-06-26,,,,180.34997216788759,,,,,,179.67578904008138,,169.91734788248178,129.6504235627029,105.18110104137904,101.8115298873649,84.74620476646454,27.407559918815817,23.789880242809772,
2019-06-27,,,,,,,,,,,,,,,,,37.931431613106795,59.49409974361269,
2019-06-28,,188.95155146240572,160.80667481625719,,,,,150.14988752489927,161.9932005143253,,145.0242631706661,170.05248018902822,119.20112635472641,103.96993205312842,102.00625873717564,84.297865375973,37.94133320416873,59.3302694777305,
2019-06-29,,189.13723866222762,171.2210950539444,,172.68626213802813,142.00643984629448,184.59274930772236,,,,141.0678735479937,169.68820370176064,119.32793665608644,104.2755765233404,102.32275833960193,84.50752877576178,37.770024865234625,59.37727827847561,
2019-06-30,,,,,,,,158.76926483375908,,,147.87708363679914,181.76358645404193,124.30044902532191,115.76070414008781,107.47306176978367,91.86781254029177,39.39800768415302,62.04174855141734,
2019-07-01,,186.93505558617358,170.38369106138336,,170.25191967316937,,,157.85452764769695,162.05358541557237,173.26894668099203,142.27152283338245,180.69791807161346,124.74873453216122,116.37264370581875,106.4773204319199,92.58132535566068,31.882712101174903,62.12090124040177,
2019-07-02,,,,,164.91374605781712,142.31840540559446,,157.84102125977412,162.48127795775176,,,167.00174274429162,121.66869756184448,117.34058020518938,106.54158497488224,92.86375721149399,31.86691793996234,62.10624897042284,
2019-07-03,,,,,160.26460757368338,145.8039157121321,,159.10670181145898,167.21850993092576,,141.96458803717198,165.24213633886677,117.98279255374915,107.34015575131379,106.6440283944174,92.3097350302727,31.492833927989544,61.60099686450261,
2019-07-04,,,,,,,,,,,139.23619578666975,171.55015801341054,115.88635250795845,107.821545725759,107.8424303022234,87.79074027686717,31.72186063014281,61.772064653758065,
2019-07-05,,,,,160.0120934618258,143.48918742994874,189.26598326600921,154.57794969082664,165.34466306352883,166.6192903160722,,172.17214284777415,115.82884583409565,107.91490107405919,101.99910995039323,88.33298036713786,31.893870709196825,61.819823475590205,
2019-07-06,,196.67880516751106,167.7815569555897,,159.32739464488392,,,148.8475920140887,165.2772461172557,166.7436896271437,137.92077795914366,156.03944154170998,114.75143505913591,108.30233566497658,101.26083609506198,88.7425929063787,31.710351952493976,61.81566453895928,
2019-07-07,,196.03395983858562,,,160.05050967090168,,,148.119773872111,169.1381210108613,,,,122.88284518656091,112.61619373618666,99.06886581279343,88.67674130070672,31.640194275051336,61.574028600430374,
2019-07-08,,198.952233973096,,,152.57936478455915,,,157.3276887211235,,,135.48337469626986,156.8238966909957,123.39986475158,113.37619176439557,98.87700267097365,88.45478002469275,31.630298702975885,61.65459346721745,
2019-07-09,,,,,,,,157.23408499557044,171.8429005136283,173.07252081716612,,156.40602114237473,123.18922251559079,113.0889978130947,79.82505928148451,88.60119166409103,31.508336349255895,61.760795864580665,
2019-07-10,,,,,,,,164.8020018752849,,,,,128.1823709149337,120.45424475249114,80.16432635582636,89.39620751880456,32.084831651817915,61.93500366170229,
2019-07-11,,,,,,,,162.74505618465065,,,,162.25729473059437,138.44612361888232,124.24330037357005,77.07086244267526,88.73949837373914,32.26346505505985,62.20719093210704,
2019-07-12,,,,,,154.63041445104963,,155.32770832540464,,,141.55808622531953,162.83224059031173,137.04345204266707,120.04669587964428,76.49372742923435,88.15094968179363,32.31769517336622,62.34780217794791,
2019-07-13,,,,,,162.3717278609681,,156.22390804192167,,178.81065046073772,141.23913405175892,163.944937013327,137.22497062909903,119.82210881886435,74.0334143873199,87.1633190855201,33.58340582984643,62.348264388550525,
2019-07-14,,,,,,,,155.52287859864862,,,,,,,93.60574446308888,,35.36002316164632,79.91802113520886,
2019-07-15,,,,,143.71981371701966,162.30850468339779,182.56061193638573,152.42420558732226,169.4047916905185,179.61683637817308,140.87788911290684,162.51201442359587,130.33790952788883,113.12403696233446,93.68313692422217,87.24839897603933,35.75731332359894,79.9221395138045,
2019-07-16,,,,,,,,157.05973879651435,,,140.90029219332197,166.6442130953966,135.38358520752672,119.6817810824448,92.62007091174887,94.15371083772693,37.579958980758796,82.35645118328624,
2019-07-17,,,170.35838438599004,178.2190614675598,141.89058195600506,153.27660446820136,182.47747066218176,,,,143.24406360434702,179.79003212474947,134.22745349771,123.17508857814636,93.46540670702765,93.91514643203497,37.44946319195568,81.96644298124046,
2019-07-18,,,,,,,180.9199339979456,156.66447309714195,174.8201324162497,179.40130003626118,150.80027004083863,172.89877414673924,136.26475325958023,122.6196953199282,93.4609300916458,93.32226962914531,38.341908024910516,81.87981102586527,
2019-07-19,,,,,138.42201604697695,151.61874179143595,173.20332039400984,158.0646890889131,171.32803831427734,184.09495597320796,,175.0228911994832,136.2356586836411,122.91792216376444,93.62152844673636,93.50220964546905,38.38120316101243,81.85894259078175,
2019-07-20,,202.19309456376374,174.26156212663824,,,,,,,,150.15919699534425,175.14628750360154,136.52783127717413,121.94202448966949,92.55092496646789,93.57721833162987,38.28320687048526,81.65765297149088,
2019-07-21,,,,,,,,155.9265749264593,165.92590128255597,182.7191664254872,,174.35649449645905,135.73802851592512,117.87333954413772,91.26756848632068,93.79365182536044,38.01488898467461,81.70774545399459,
2019-07-22,,,,,147.47378817901014,,,156.3210034452621,173.0412128370553,184.1370242146995,151.07698197355316,173.83108087760192,126.50685826712514,117.88459250925729,83.90734718230924,93.5359038014837,38.016097355357864,81.88761982813591,
2019-07-23,,,,,147.52571494680177,157.22573840917707,172.47168780629679,149.91732414473412,174.2794730176074,,,174.20128508951413,119.43752048231562,117.8390854469652,83.99992314392487,75.74444388634492,37.87464154664725,81.90426588358211,
2019-07-24,,,,,,,,,,,148.30385752841917,173.73546060606165,,118.0498499563414,77.9687500688028,76.01856239446636,36.487888815324176,81.81037594055066,
2019-07-25,,,174.40053086357278,,147.55279055732944,156.68822705256872,168.78005543473716,149.40633073830395,170.66556777737057,175.17942636734733,,172.74292149915436,118.83666285827155,118.99969455182115,74.35116847089097,76.2257043095638,36.819111731824805,81.83442874005925,
2019-07-26,,,176.58077505442506,,,,,149.64616664822026,162.61774183640335,171.78341700628926,147.64588562416043,173.88392945503674,,119.32201834889202,74.35535149519677,76.22303927948883,36.87310633569296,82.23285102933244,
2019-07-27,,,,,143.9271523435612,,,145.0648145449302,163.44013007989471,,,,118.40681947964384,119.26362967770726,74.6193479129947,75.63686474031971,26.976090499125892,63.990256655825064,
2019-07-28,,,,,,,,142.34942901350675,162.97331693752136,163.761251668197,147.4718828629981,172.48707766846167,,117.53353446031574,74.69076646718305,75.14626559342217,26.96673975475221,64.20474769480086,
2019-07-29,,197.45299419771573,169.10546248328794,,,,,136.58997649396363,161.26679274470882,162.67139677204906,145.60984735397122,173.32152312671715,118.53253505914316,118.89316943474068,72.77710735014224,75.76781802711575,27.077290056872155,64.27465853432152,
2019-07-30,,196.1355579132902,163.81749331023025,,,,,146.97007918755983,,162.83534684206066,146.1011024124785,173.68568834256712,124.04236776988284,119.22773445448611,66.65284473617545,75.94651365933551,24.735149365380586,62.022941922492436,
2019-07-31,,,,,,,,,,,,,131.00526423190263,109.47719012266693,66.77525985621446,63.72754133521473,24.77056413768695,61.824151237227554,
2019-08-01,,,,,,,,145.64200524645275,161.38793278829715,168.11041685344628,,165.38518305293928,133.40706758039087,109.63760528346695,66.30737833194605,63.77536491495036,24.77188952896777,61.852466388286906,
2019-08-02,,,,,,,,147.01269765007393,162.09795193158945,167.97367206998152,146.11709238424038,167.1271155530257,134.01975039555464,109.63908822091585,66.33077667286344,63.799807323399584,25.127739353865774,62.01123955911798,
2019-08-03,,,,,143.534064986589,156.4765440476053,166.14751074291664,141.38865909956576,,,139.8705241743604,165.59866078074123,123.77804106239012,109.7452869581125,,63.895194589993224,24.64034688517234,61.956521902306584,
2019-08-04,,189.15724667248483,,180.59762574574506,137.85961026240636,155.7571606372453,,132.01925211890014,159.51785031152377,,139.78487707178292,151.08119495665483,122.3113986316029,109.52582385116618,65.40026514040808,63.059161016803856,24.56237172469159,61.965603989857854,
2019-08-05,,,,,,,,,,,,,133.52540198231438,124.44030085121192,,64.54387851454177,24.683510997575894,61.755070383501845,
2019-08-06,,,,,,,,,,,,,141.6551099228792,129.90987751750168,66.23486478303454,64.07960516706233,24.566910488091985,61.78609294103118,
2019-08-07,,,168.28485976896272,175.7583376516727,,,173.16084529655623,,,,136.44891585067725,152.27431579649254,140.8917921496138,128.57284750254675,77.13336880597224,63.50885713641639,24.570244343003687,61.84024209680238,
2019-08-08,,,,,143.58362433631763,,,130.7267076431386,,,136.28287728133452,150.59769275864508,143.20861956968352,127.52740187182906,76.61853044793261,63.22273308617996,24.654443865709602,61.82760592449552,
2019-08-09,,187.67240825823933,172.68683807032414,,,,,,,,144.8992412744186,163.51420367555698,152.75424081070562,132.90474005779745,77.04742638805645,64.18684791170162,23.875205694339822,61.56978329381493,
2019-08-10,,,,,,,,137.01282697026923,167.3452107358143,166.35022659386786,,158.6081175144533,143.70636318167516,127.89769912058004,77.04170874368319,61.632198714337726,23.34181653505809,61.05719400634852,
2019-08-11,,,,,,,,,169.74567059234374,,,,147.90902495808186,138.63900681605824,76.69036284682505,60.53406753210194,23.360678897230578,60.98431612121955,
2019-08-12,,,,,,158.9816527275802,,131.8840981465556,164.87649055008404,164.21877309693733,130.8058512232469,158.34964961155302,147.63215195268185,139.07884569293935,76.64625995964356,60.673819608065436,21.93376641600816,61.019273508549254,
2019-08-13,,195.33246287156297,170.9587089075871,176.71676908982369,,,,,,,131.0495788673509,158.25190991148958,140.68585153183898,139.20201676250966,76.58116832637582,60.84100395237477,17.799622766909597,29.840003102038935,
2019-08-14,,,171.78256094833273,,,,,,,,,,,,,,20.424975785611053,38.38779191837331,
2019-08-15,,,172.14535572442745,,,,,132.69338766267123,154.6442235468541,165.27168615810345,130.06670807189462,156.7236880910321,139.02162514532264,139.14103223150042,76.59010072706756,60.763294413315435,15.496795029544064,27.93577471343116,
2019-08-16,,,,,,166.86126495416497,170.22125000445055,146.92188838840588,,,141.78893627111236,158.4710789273582,138.93655718777765,135.08664731407595,49.087647597886495,46.21157797840903,15.277758510736849,27.773995313003685,
2019-08-17,,196.24203065241554,171.2432188128654,180.11029169986773,135.8998391127355,166.71108772342438,167.43601338782767,146.85330963687812,149.45738296604543,170.53066803452128,142.22137045788787,152.20818869553105,137.90492288412997,131.71552590931591,49.08572380522486,43.74295385417054,13.972656350220896,27.358426110851664,
2019-08-18,,,,,138.1083735297325,,,137.75538416254454,,,,163.22981906074418,141.64491939283198,136.24876405730413,49.18871222947085,46.52184748770762,14.123120876596895,27.610947242464906,
2019-08-19,,,,,,,,137.02329115941626,152.36807991792998,,,161.73657286735036,136.34533810539182,135.54956279631298,50.4237397239453,47.708676552897614,14.229134368148308,27.752349823860346,
2019-08-20,,,180.59590914838472,,140.48654454305432,,,134.47691349769588,144.61463722181946,,,165.9992451893991,136.30246998292955,135.31256265508605,50.178013579824324,47.71080128230189,15.60094616752684,27.660051897740555,
2019-08-21,,,180.52362112163937,,,,,,,,,165.24610054247063,135.69063334043628,134.61596388607617,51.56947316105115,48.11475013491175,15.583835734624243,27.736619123790828,
2019-08-22,,,178.55156511774103,,,162.96500564498947,,135.08920006120064,147.85568642556677,174.99320638175064,137.5341296585195,145.63618777683268,135.81994124737056,133.80063696961653,51.54930439633736,47.8265765589792,15.624473116066657,27.65524698457745,
2019-08-23,,202.03606369323387,182.58434306149334,,147.83827749822566,163.7010485491628,,134.5368847118991,146.41758094956364,174.99837554821758,139.23417548322223,144.4839674118527,135.7634448954308,132.96130027986507,51.54983165516619,47.37006220449091,15.624961686139486,27.64308307901146,
2019-08-24,,,177.01910887643623,,,,,136.53541364353933,145.32195927278383,179.31360828931656,149.94009324067372,143.26141679342956,,133.44685585041464,51.52722874964712,47.62615521774452,15.302602020050376,27.639678406678364,
2019-08-25,,,,179.75724008109387,,,,133.7011938866842,,,150.17438402737682,142.88533226063842,135.4885856383564,132.9996927390716,53.66829842781655,47.497861393235915,15.795814648019233,27.56663588006294,
2019-08-26,,,,,,165.3836615702381,,,156.8141991531506,,,141.71254241291356,135.345791737293,132.0302096639075,53.67030178356585,47.128799798605414,21.945604303413422,27.565436109583562,
2019-08-27,,,173.98078541299665,,,160.1571594823278,,133.74972186585316,151.91470446505102,173.39323400216833,157.4654777362003,143.3948418215958,135.3239846444507,132.36303400561906,53.655728827590934,47.519992009663866,22.214622355818175,27.635787749588275,
2019-08-28,,,,,,,,128.34902942554822,,,,,138.5926588028811,,58.26643119843884,67.11353922559927,22.60658391396429,29.47698961779881,
2019-08-29,,207.5692156403015,,180.44048158502616,,,,136.43426229465592,,167.2540908078771,157.18233330465978,143.68026409912608,146.22052424565666,133.44727930386284,57.92329486718214,66.96992900459944,23.751459920287818,29.398602448168866,
2019-08-30,,,,178.74564408684202,,,169.6039662999313,137.46806376900395,153.7055122561626,167.70256466110555,149.9801025693266,143.2847462756564,146.06970525509476,132.9761877822957,57.92742578174877,66.87573822488402,23.60781712112258,29.54926051653979,
2019-08-31,,,,173.44755215132957,,,,145.41561027679217,,167.2726465233066,145.17292462632858,152.57150344398872,140.92938371627972,132.3377177269937,58.63045732502644,66.82755579262503,23.699035595368624,29.40457265885408,
2019-09-01,,200.2495011298281,172.39321178683608,171.39867934181513,147.00383231603843,,,145.89584395325446,157.1760003356141,169.5871107577375,143.13294624458516,152.57823564255574,136.16994061022848,132.3419603062488,58.56071873569088,66.79904946666989,23.572211081175524,29.406118947938246,
2019-09-02,,,,,,,177.0100471909757,144.41565140827583,160.45638273897617,,,173.50434463719452,136.4694089424097,136.9597891121294,59.88542545738342,68.43507672793938,23.56914623687688,29.461215087357083,
2019-09-03,,,,,,166.09246250417712,,,,,,173.7109137026689,135.3733412684061,136.8061905250221,,68.7746945081328,23.577951904409137,29.42425895965463,
2019-09-04,,,171.786956194278,,141.38020850898266,168.28671976385013,172.1704335548066,,,,,172.91094610631208,135.46371401995745,136.75241672897954,59.83937226019831,68.36283900993853,23.331395208073754,29.40701872343205,
2019-09-05,,,,,147.4247378517786,156.40773219021992,,146.73470259940532,,164.35888578837236,137.3621025700583,173.48865846322764,135.63483713234712,136.54916599795425,59.84138576855448,67.45121384933556,23.734030274468353,29.549221631597412,
2019-09-06,,196.45830091923006,,,,,,,,,140.4096428071835,171.6030571963836,125.91171240145131,123.64740345964084,59.95681936847195,67.37933298098623,23.71510897978961,29.455079633676874,
2019-09-07,,203.70528656886563,,,,,,148.09382234514516,158.78587933605772,161.72013822673895,140.32465992071016,,125.2425495025048,,59.23973624881559,75.58758794499774,24.311178943341417,30.008912807558747,
2019-09-08,,,,,,163.79067306870954,,,,,140.51324216116123,173.76268842823006,126.89783361627198,116.30133288443221,46.580909684416234,75.66410146381834,24.37189014617485,30.021062869952498,
2019-09-09,,,,,143.48343782745354,159.51498520181116,164.83813786214066,,,,141.66846140996162,173.84509395864353,124.88610054966993,116.1476398808679,47.16746143408406,75.41988597152496,24.810676947372592,30.063557223232635,
2019-09-10,,203.77089504150746,,173.17455283333226,,,,155.59975328259847,,,138.93463589315468,171.69156985355957,111.56282408802367,116.68457145352617,51.06291522390517,75.47632993811696,24.809496048991956,30.12084862608115,
2019-09-11,,,,,143.46793048445602,159.48966674753044,156.37858286026776,161.78693969845042,163.00228360104006,,145.84990269287496,173.10511509160395,108.85807509061583,108.5534719346452,51.489737262152005,73.66431875486822,24.780641976811655,30.19424453584696,
2019-09-12,,,,,,,,161.72834358991585,156.41673652725677,160.6017518125829,,161.3665994228054,104.98490133255598,107.94749986374572,50.333984284989164,73.67479157218334,43.97660557941908,30.134208682666813,
2019-09-13,,,,,146.1503370838597,164.59936528067377,,,159.96849940079562,,,161.06672685741938,104.56500079790723,84.47937934828995,50.335453764248406,73.74869565493763,41.85145894935741,17.024587133955066,
2019-09-14,,203.3736169107963,,,,,,158.20400327132145,161.4522201888283,,,,107.32045385899589,108.79835162218974,51.802378609385556,76.69650826935677,51.88847350710496,17.449937845283177,
2019-09-15,,196.32996800925153,,,,,,158.16329447936138,151.44234657022068,,147.76107272813627,162.5271242359814,103.05328404997394,108.95313085418057,51.75994205087528,76.63770669601871,51.92329537565362,17.4269756856709,
2019-09-16,,,,,142.511853389279,,,158.34048315114845,160.69287281413003,,147.41261760027123,170.1292744295773,105.27088811571747,114.45208285066757,51.64418555802449,77.52746068058549,51.93252499266815,17.646502947800734,
2019-09-17,,,,,,,156.5813356666513,,,,,,108.89718775043826,,66.32503168472684,83.86509855572481,52.89740770629029,19.684821647181746,
2019-09-18,,,171.42371745131143,176.8448358454117,141.25868745739987,166.5034348459286,147.1141573354768,158.22988556134297,166.8289224589698,,152.21820865224086,169.96275274401611,102.06120393315494,114.10476217914034,65.8043182904825,84.16108484122834,52.51799841392446,19.602395329097444,
2019-09-19,,,,178.58845365240396,,,,,,,153.3450196987041,167.56902697019194,102.96583442183203,114.26156153260524,65.96775655885698,84.65662471712213,53.29929028946459,20.104021957650545,
2019-09-20,,,,179.6863728951456,,169.96385195582548,146.588597568274,,167.9213457256207,165.35383602108809,,,103.9475937758811,117.37278703510876,66.83589587576934,84.61734105881345,53.23381078692607,20.00642985587203,
2019-09-21,,,,,,166.08403886504522,142.7542877913078,158.0818398146847,166.58742319890726,156.00165971469522,158.80984153851534,166.89382045575692,104.23692665900369,117.46100284068295,65.9736387285679,84.57838540707434,53.07784833699512,20.069285047588547,
2019-09-22,,,,,,,148.3679465155872,,,,165.28539654731443,152.59289489987276,108.99763832870009,118.46114640303615,65.69945026361113,84.4035237323622,53.03267447240793,20.040843407585463,
2019-09-23,,188.33395520841293,,,,,,,,,,172.5295172317072,,135.64527061036554,74.93432042307462,91.59006895315073,53.69611883723777,20.98570094586748,
2019-09-25,,189.95406067242078,172.80676925502186,180.85895429511564,141.0881559464501,166.34624792876562,148.5743376558041,158.0443869137216,166.50358063807604,,167.20428419381315,169.63522663103404,108.87825429865742,135.83895271528291,74.94416809103369,91.56643109792341,53.6970980968971,20.974673094370615,
2019-09-26,,185.2662821035043,169.62633205773528,180.62707377960103,139.31998704339236,164.8454077720748,,149.6873898340967,166.4888181284887,147.81996159645897,166.08293759847356,168.90361810139086,108.77816519587749,136.67646648160917,73.11320947763933,91.88837854930058,52.44666204241337,20.959968043036064,
2019-09-27,,,,,138.4662049844909,164.01808531448557,149.19511761883538,149.6608104063362,166.3688223576329,147.85036288588827,163.34774124807234,171.2570145798165,108.83359237211006,136.32961803570166,73.10882827273055,90.99645743693027,52.9788731908287,21.00377246784991,
2019-09-28,,,,,136.38712570508892,162.69247545370814,140.71158473983814,149.8205753665954,165.28663960961495,,163.53949737119555,172.75336373489415,108.80556428318404,137.1359483642133,73.11210642372154,80.87001210338316,52.64158417441226,18.287821152064268,
2019-09-29,,,,,137.91935463722845,161.90162721673155,,140.64331301182725,166.04719395591172,,,174.1893553390194,103.92468151979241,137.8758833252778,69.72500319875053,80.93061031988097,52.42251361931676,18.287085675939384,
2019-09-30,,,,,144.47665467325737,,,140.97672884160434,158.14452545913517,,,179.28783239558172,98.97563215406139,137.39431373312257,70.21045698188708,80.53351396171794,53.012893747280486,18.804345909449808,
2019-10-01,,188.57728217691871,168.8375316557942,,143.70073144929864,149.1706448133658,136.32979476570273,136.7397449354063,156.03049842118796,,164.05518262952847,180.4626484289416,98.97737159606532,137.35409827672257,70.21552246319848,81.29036213122221,52.94638062203616,18.95814699470494,
2019-10-02,,,,,140.91579068599737,149.1106562089013,144.33870518118366,136.53531066355964,156.0098602170674,,167.0378961990218,179.69317536740036,98.91818111645702,137.36331996413224,69.51401753502944,80.97408105029221,53.026644422705736,18.828958265567234,
