,stocks_SP500_cumret_1d,stocks_SP500_skewness_5d,stocks_SP500_cumret_5d,stocks_SP500_skewness_10d,stocks_SP500_cumret_10d,stocks_SP500_skewness_20d,stocks_SP500_cumret_20d,stocks_NASDAQ_skewness_5d,stocks_NASDAQ_cumret_5d,stocks_NASDAQ_skewness_10d,stocks_NASDAQ_cumret_10d,stocks_NASDAQ_skewness_20d,stocks_NASDAQ_kurtosis_20d,stocks_NASDAQ_cumret_20d,crypto_Ethereum_cumret_5d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,economic_PCE_Price_Index_realized_vol_60d,trend_strength,economic_Unemployment_Rate_sign_yoy_change,economic_Nonfarm_Payrolls_sign_yoy_change,economic_CPI_All_Items_sign_yoy_change,economic_CPI_Core_sign_yoy_change,economic_Real_GDP_sign_yoy_change,economic_Potential_GDP_sign_yoy_change
2015-10-10,0.0,24.648723730901516,38.31460286895545,198.23193078184363,71.30855353243662,,,-160.80389956322801,28.913375128095687,131.83624752451772,78.01313478694833,,,,,,,,,,62.06981719681347,47.65075106786203,87.978733812617,55.04890430558446,,58.66935603005459,,60.895634305822966,48.745640866824786,28.49610298797448,74.79770860087105,36.24060654526649,,40.90730296305111,,44.19120729763314,,,,,,,,,,,,,,,,
2015-10-11,0.0,81.79418229387856,48.21358575274832,204.93832912151464,68.3926460302794,,,156.62584292564387,48.410025175295345,139.69439020683714,75.39020968862418,,,,,,,,,,51.690481862372486,41.05602446248856,89.38810334606231,51.388266026611184,,56.34659337398838,,59.295397759703874,30.51566192896579,24.52138843996505,75.59856330913365,33.456943669282154,,38.8389208280138,,42.58504891654399,,,,,,,,,,,,,,,,
2015-10-12,103.45513957195867,286.57327876089687,29.683799765862418,355.85715501975767,49.25954498969652,,,36.31423223435631,27.85032348874471,185.92788837254005,48.049791728651996,,,,,,,,,,43.14907999925934,33.658101440429945,79.6091544691061,46.66756262790391,,53.22832309665723,,57.12932795157614,16.851015499694835,20.011339977094394,60.41461590778279,30.151141411136408,,36.41369655483241,,40.75261650498588,,,,,,,,,,,,,,,,
2015-10-13,-555.8686410155756,-281.9828295950823,-13.353933692020735,253.51771973041667,39.13218322212184,,,-330.9025144249958,-8.33518589267367,90.29642530098555,32.76009964702028,,,,,,,,,,38.40220567126377,45.775268015495804,88.47176465059373,53.397484596061076,,57.896600305040415,,60.58562793997434,39.836124633105605,32.32125592184816,70.28643728021483,36.242775968213294,,40.0146836793517,,43.06795155781766,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-14,-383.6907935449973,-95.36349822641796,-28.368310737819442,245.80043984430014,32.14172686894699,,,-309.6358777736408,-27.97433860862316,109.9861578977458,27.725475373912616,,,,,,,,,,40.632647137123676,40.412076513478105,92.6963871435519,51.86135878244153,,57.772073772565506,,60.98132024934252,33.79920350136094,26.56797014211208,71.70541106984331,33.40002579317199,,38.41075315204322,,42.072096277996785,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-15,1196.6256140065773,189.4105038826894,12.232183074301012,166.87623814376119,27.142176767010046,,,286.85270756756165,23.071039606206995,177.95075339499607,32.264927021082144,,,,,,,,,,97.22671806710275,79.1342185132987,83.29490197977455,67.42009599608416,,64.31474795971309,,63.88043894249067,82.29200523133557,57.17046993302035,77.50832558534684,47.87403440961089,,45.31110617068938,,45.49280620495858,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-16,370.1066392464762,113.4451892895957,24.78958794735821,98.67124249199367,39.20061400828555,,,217.0317933978171,32.673333261618616,165.75296414083192,50.32563424946995,,,,,,,,,,98.67499991181347,64.7847919347432,80.31887858002604,61.025060697728904,,60.546932301569356,,61.427989115522585,82.1005068847322,46.784253094217846,71.19304302364567,43.13921478124361,,42.590410014725656,,43.73857767337121,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-17,0.0,131.44301555932927,21.27944266477505,198.83511763915646,27.365801976513026,,,248.31087219482532,27.90165977216429,273.75645917054527,34.603326408267435,,,,,,,,,,99.11880586083093,55.2422767823103,77.30368592624555,55.99067633334306,,57.68932767875621,,59.73362003155085,82.55163046914316,39.78117755101589,68.24977805224076,39.515474615617116,,40.47887881646467,,42.40972725025628,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-18,0.0,162.54159320202518,40.139594959476504,328.6816482207989,14.383133158232624,100.0,100.0,395.0297281474468,52.53601564137118,324.26117401097355,27.43392521397274,100.0,100.0,100.0,,,,,,,85.14182071944806,46.336872135433225,71.33764296553011,51.211024076674946,100.0,54.933863683769225,,58.105498284418,68.47084103276941,33.31373760163857,68.06638907241013,36.096938580898765,100.0,38.464652906568105,,41.15056787460845,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-19,21.95522119076279,241.17921504094136,53.90282074907591,334.70395650861036,13.711300757332786,101.17246443999058,98.75690014618536,408.2133759380584,71.47853740646916,328.2466886666846,27.001550493496758,98.9553966791313,329.44448884734425,113.36474965867396,,,,,,,73.30394767271322,38.29557656812803,71.38647310677433,46.60764074807784,100.28080687424826,52.19958488738933,,56.477973077259435,61.65622399741449,27.677466970050858,67.96960112006285,32.744359539749205,96.55040930611474,36.32851406525097,,39.74603536756749,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-20,-115.42148215408548,233.03353550641503,9.386173783345157,346.41082934215547,11.608438643383577,121.03233482184,72.49057608967264,-193.94173235108454,6.29537125048219,322.8614788930342,18.22671483376278,98.44724284359066,775.3883350705095,75.52137271069375,,,,,,,26.149866100341278,33.18072526419255,71.91393791277696,43.34943782882503,89.28275412886451,50.26782313866044,,55.38868085303539,29.172399546227723,30.043207433336022,71.00137252194189,33.33006566234396,85.08290427288891,36.50547415744966,,39.796400146469814,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-21,-474.1886027985732,-256.68913936029116,-19.260048852220418,330.4183992659403,2.9692041691593585,115.80636637610905,62.38843807567318,-79.25292867429972,-27.038133642555316,286.94843109162747,3.4975733667023703,87.88040661709321,334.22039413136235,61.90485219918247,,,,,,,29.653521719260322,37.58849545947824,76.47291989462708,45.37330942960522,92.96742395319093,51.542830131702566,,56.31650953145709,39.44936626283103,33.02790078576805,77.0720027188001,35.84357432829532,89.8770979397331,38.22257700125773,,40.883017701818474,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-22,1338.4407502416484,236.1559811801457,26.152112447025527,246.76798012718066,25.46938700759121,120.44357185197264,65.33212540516004,221.14170747390247,19.210581705058054,195.87623726189565,29.24093770856933,84.66778310842766,272.75336528787915,60.65161165477985,,,,,,,98.21921705075088,82.77175821451233,99.67858055371667,68.03457589333928,95.90488960104395,62.216280786782654,,61.01875616517659,79.01844004560262,57.08953811178821,92.62469101624167,47.33896980682816,88.81687293594906,43.57577317104831,,43.1824560968764,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-23,890.3504719453643,72.10439243223817,56.360950034750424,153.7912287478247,51.8180296030385,92.07616666121451,79.51365757689447,58.452846848410246,82.6606293063416,144.9594706115948,83.9118783009921,85.77360372002461,-186.8793043407204,91.55488050149117,,,,,,,107.06279483558086,73.13311653775476,97.98856720779942,66.86464815998967,98.76537573467273,62.356941470508055,,60.995419644908836,109.71659429067566,68.01979245521257,105.36347085988204,58.94826567186067,102.94157138672952,51.721644896681276,,47.87674095219117,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-24,0.0,74.47644561517589,55.616027970852166,165.16792653699238,58.80848595621333,92.07616666121451,79.51365757689447,108.64699232360582,71.82976377011423,139.64870104653014,88.94650257409977,85.77360372002461,-186.8793043407204,91.55488050149117,,,,,,,107.39253239565143,65.80681735300719,92.8603846445928,62.11625286110872,98.76537573467273,59.736938649254746,,59.607525293457044,111.79653133998173,61.30803005042304,103.4199892937765,54.73150248114684,102.94157138672952,49.48656551936731,,46.716250225141884,,,,,,,,,,,,-0.0,-0.0,-0.0,,
2015-10-25,0.0,65.3334855195185,59.53218112446248,297.80580206875277,37.0071832756917,104.34678948129769,56.08288413813628,83.64548391094266,85.96755171127103,264.2143421317759,57.264403020168444,114.8556837817037,1283.975548916054,70.2554911425062,,,,,,,105.21634497273791,56.806360343470864,80.97533530602406,57.362077867297955,86.87319368149143,57.1674718250823,,58.25915440154337,105.4937735302272,52.96618561636869,93.5090415266737,50.52162915249362,97.66449154654771,47.30745663026721,,45.59701531376808,,,,,,,,,,,,,,,,
2015-10-26,-155.4210260211335,110.49775953482386,70.34769508051416,359.0835366211884,27.43260325385369,105.83136605943233,58.25440816519841,167.36356556064723,111.29217193663177,285.34035100441616,52.29356549812281,120.2147420354058,1681.2011830745448,80.52737885558035,,,,,,,93.94488488640064,50.65897910793225,82.12831769898453,54.2193689265167,85.96036643371868,55.49970018370455,,57.43361360554812,88.44530108369064,44.40096584132529,93.8928217043561,46.24111188695215,94.39247025684448,45.0899303051377,,44.460940598457874,,,,,,,,,,,,,,,,
2015-10-27,-207.56419929863713,269.8067728878112,17.89305625897466,363.520004084574,23.650994468631048,133.10005543601042,44.60167774436611,473.2375935572114,62.4903361263028,288.8536012257263,50.70893199158852,143.88135410264178,2577.0721931700245,66.94626902263991,,,,,,,63.71714286999871,44.45589130001434,83.700534664274,51.273544179875984,85.10332023415428,54.05429324325788,,56.775452260842115,83.05306278160197,37.760102144587705,94.25425864371158,42.740002411683186,93.37995281729842,43.25189819545193,,43.52943677078806,,,,,,,,,,,,,,,,
2015-10-28,955.3239703667114,273.4651262077907,20.097552042560007,217.15030307596243,41.056026411903396,127.97045467375166,48.46794980991114,466.7641204578521,35.5931125096246,175.78289646904418,73.39600472878575,120.444320715425,1098.8417873767598,79.12330234939888,,,,,,,67.76226015338752,61.461054149890145,92.09614139104723,57.73998563469905,87.87478606230574,56.73212680179164,,57.632737357650335,48.10827064470671,42.54416669158248,98.61902716738113,43.903130863902355,97.25570122081788,43.80340226686477,,43.74371691817293,,,,,,,,,,,,,,,,
2015-10-29,-36.513075498604486,278.3674459179345,18.858694309205127,221.43188062499718,39.990793461497546,130.19785960910332,46.94931213725472,377.390986353585,23.69882286623655,206.65394226008536,59.29128743686963,129.11134121217555,1127.8838087887784,67.71574977814828,,,,,,,68.12322779829287,53.48453432172976,92.47077552105493,53.504376150630506,88.09041175907795,54.45522091924184,,56.493109129738585,53.97499831399889,43.09046258009558,102.15233385170444,43.48816535716926,98.90138268268146,43.39957660844072,,43.50948908590309,,,,,,,,,,,,,,,,
2015-10-30,-391.3242032628232,257.8232995137419,5.58139545554889,211.75514963989644,34.96412625425684,128.73008117539018,40.71628710608405,380.6554361448857,12.257057399135418,209.23935138926097,60.96461527593837,130.43489480777612,1031.7591389164945,62.143051763281996,,,,,,,75.48690342769245,53.427750582293434,95.93199854134751,53.919205306497666,90.1906629042493,54.795274839310494,,56.75812642404596,58.01063069806243,38.893079825010325,101.32380408049546,41.80893905825825,100.17226955896503,42.62597917856243,,43.16864212516792,,,,,,,,,,,,,,,,
2015-10-31,0.0,234.25275425974465,10.854699262005568,231.91810131850818,43.603360728481064,128.73008117539018,40.71628710608405,395.81035145536254,10.663648411400557,252.12846738695447,75.69375674299879,130.43489480777612,1031.7591389164945,62.143051763281996,,,,,,,74.1642992552734,43.623903213976725,89.98737200155175,48.907091490912755,90.1906629042493,52.20337477988769,,55.51055040292672,58.09763507011554,31.758749073394384,93.57534578234305,37.962573152417434,100.17226955896503,40.624228881735455,,42.202031763978496,,,,,,,,,,,,,,,,
2015-11-01,0.0,214.84331500997916,17.89717678429913,322.3516684980864,19.218330377791727,131.75478686069619,39.068450173998905,376.5143024505354,13.216768874116166,417.92107703531724,46.988779816041294,133.37626227724047,1080.763409761631,59.81901396870122,,,,,,,71.4515398735909,35.61894610771915,68.36855355758553,44.33791248447633,90.3116144335019,49.724456462446945,,54.301454478876906,57.75524535913866,25.932370025245167,83.98036603429193,34.445222392250336,100.33686709403685,38.70739395380535,,41.26678542069701,,,,,,,,,,,,,,,,
