,crypto_Ethereum_cumret_5d,crypto_Ethereum_kurtosis_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d
2018-06-22,-140.95801091614402,313.8226919445244,-64.93121750585296,-371.4044252638727,44.148253932856626,-83.43175258489846,118.8086355467973,83.89452217558558,144.89834534478257,73.59751256461423,99.50497000919904,66.58039047480393,83.0593759291431,63.01182057141745
2018-06-23,-175.70903873308404,563.7652036409164,-6.291426514686014,-385.2399225877718,56.76779052272942,-92.25886532338919,113.40131304638604,77.55654727954375,142.90922639267524,69.34729220676128,97.41992794733422,64.39837303055631,80.57366856292862,62.21081108007055
2018-06-24,-317.6987386166525,621.7013475323354,-128.06731053336415,-395.52745555912446,61.32634505689577,-90.27210270073553,99.50170853712748,64.0614427424673,123.33696470649174,63.564555755097786,97.13881833382335,61.88754043139604,76.1383535081593,61.50263944820452
2018-06-25,-300.2203615250412,1438.8275169773087,-65.00258022847186,-388.1891723829067,69.69913090987919,-97.73011635840547,101.86413924989975,55.84099512073688,117.55972421152559,58.66468807773374,95.9101054477271,59.26734532356358,74.4668619135227,60.550149397590225
2018-06-26,-388.5795695363278,571.5930561479169,-144.6834855366513,-293.8820730791878,37.427241868528164,-117.9813621793987,103.35727055360644,53.94460373885725,122.91944708373386,57.74050978437476,97.81639297927714,59.087708825198035,75.20847289053533,60.66084392174128
2018-06-27,-101.5402568228559,520.6592585272643,-124.22931563852921,-312.41151034617883,30.09222558938069,-109.22661936667433,66.6409293343445,54.85007551203306,125.77270337940314,56.44907656518768,99.02912169715005,57.837017138797734,74.39278230209474,60.01157358951288
2018-06-28,-228.8675426101094,353.36583332332606,-207.26033341291995,-248.16670094092817,16.153539239962107,-122.97605380947286,64.27016132251869,49.27098533998799,120.45359860635489,53.25519935578493,99.75550034462165,56.274092595226165,74.73266563615097,59.57683798052369
2018-06-29,-95.31380613708687,375.9086329353227,-211.58198886644155,-270.3588495424893,5.019662977220499,-109.85150092462285,75.63020042925925,53.17037110463815,119.08986275677502,54.27242371888026,101.80792822116214,56.15514481600984,75.04216694498753,59.22655887827448
2018-06-30,-22.029441677190846,197.61915319767178,-165.08518963752456,-267.2347535596309,23.074218765406496,-50.71596771488953,87.00333284355284,52.8578523891122,129.08873545228013,55.47498338157195,91.9868386767597,56.80994011122904,75.66884666447997,59.22955375474219
2018-07-01,93.7720598182732,229.35800470559386,-151.02679090801166,-245.53452752200448,24.836567041197323,-56.15949350739618,64.14813623909579,43.955769820264265,129.53458600663066,50.18534570275951,91.58670418964263,54.051583881319466,75.48345431467216,58.254263069214495
2018-07-02,141.34888038518883,-331.7933448713426,20.39353974677915,-358.65925983158905,59.3281059161638,-15.414654113225998,70.62397179259446,43.627073884084226,95.31605029822782,50.78401357026521,89.8708819847656,54.634980468392435,71.35193237981066,58.34175482001711
2018-07-03,185.62533922924433,-443.37257878513554,-22.152526625422436,-387.51941715633626,75.19771413567288,-9.844556818597315,55.56029258815632,44.60095499662074,96.09186261557802,48.27085880143153,88.88024216346142,52.5899572642497,71.34260787308705,57.52475853470502
2018-07-04,136.31160671836034,-211.27690363101038,21.00274264382848,-608.248814891325,107.95245808512404,-37.05544080512736,54.4907537623361,36.43047604058261,91.43087747073317,43.73105390450163,80.49762031387888,50.14572960073506,70.7814333721141,56.626781891864674
2018-07-05,81.34459494836507,-207.51295853014113,30.38653004236409,-767.0370808348014,190.979943689109,-11.980742311518766,46.34445876526901,30.31760135069863,91.98586693762223,40.00938876329141,77.56646155493749,48.09141659741604,70.82352709356698,55.8443704320301
2018-07-06,85.14393603131201,-17.982283741188734,91.65678554496826,-745.8860866893878,190.0006662162879,-18.352735936508708,45.99280301187341,25.46360182465502,72.82227083382578,36.29088617281664,77.10798866095642,45.74415123769657,70.33850026518647,54.92468114048289
2018-07-07,66.32552450281364,-102.8331997547162,106.38941644994728,-744.600157916442,176.4691603957676,-6.1744547368275375,39.8634872569352,28.326348113412912,75.48449377219664,36.38574747482073,78.83746707588347,45.46525315059859,70.88095046311491,54.68635496781964
2018-07-08,102.80522447603487,-395.177002126378,147.7599484418061,-731.3552699338203,186.00426133632016,-20.593302122642683,29.825519176775245,26.573297187593685,59.22228393884351,33.67885336603539,77.12582727226493,43.341649524554384,70.87048449164571,53.78516986509515
2018-07-09,38.99770558153387,-376.067856787467,89.80911944293615,-675.6591883022259,178.76640122703284,-42.14603807348142,42.161191531913616,30.542679570055085,64.88263754020674,34.27095823625631,75.6773671962195,42.3985181600702,70.76642997918555,53.12324015394293
2018-07-10,-173.08489058132253,813.7806780457329,-46.9975899177353,-541.8968520446167,65.23193120223517,-73.40263019326039,86.19956393886751,61.27492120244623,96.51724045317985,54.61520897820098,83.93745419931784,51.95350893080073,71.80310686538216,55.5718043184505
2018-07-11,-117.45290158198003,738.1990302379367,-16.551543715224863,-580.5503283145423,64.7782361844848,-57.999478083730196,93.4317397173371,62.44233238783118,99.83559162240971,53.607361769034554,85.36684928221803,51.10886484153803,72.06381263821989,55.11605875183256
2018-07-12,-263.0623335757197,542.1777492599001,-100.78620098985755,-372.8589310694865,4.636228929066377,-27.824195796812333,80.27829907489667,53.26856108574478,93.74877629244757,50.4949196258669,69.9557402475114,49.90011313674286,70.72114282466713,54.63599124266844
2018-07-13,-234.89249340288154,738.1510209333958,-67.66692057778177,-363.9453817518941,7.309070749944248,-31.08684109594111,84.1686461938016,47.33774841896747,94.00915176974073,46.93935004234105,69.50691099320338,47.890512648533736,70.80660417004235,53.83063639200392
2018-07-14,-174.96222534922376,739.4945684693637,-69.6531954613421,-461.73732339321816,39.656648824217484,-16.83810069062274,87.17516253750475,39.85344332164212,93.82606306009392,42.9899843091384,68.1573383549406,45.74616355242995,70.72080056992412,52.98652674822043
2018-07-15,68.5875272324062,615.81599427609,-53.53290172298772,-471.42763480660824,31.35932361072575,-8.01104438725011,49.429253363292936,39.75043253999688,97.2270245786682,42.90469912608215,69.53287805570082,45.45537710953514,71.14415108999957,52.67725927256135
2018-07-16,144.8212504039099,338.94806726844655,14.020517655673222,-457.8434670452484,83.29830433475036,36.575303392968785,68.7348244615107,49.25744749581586,112.63507090656925,50.09410329386284,69.61028341417656,49.63099367159944,72.11155309357208,53.90476366469904
2018-07-17,300.06103952480714,306.7098038035917,18.954048465670844,-452.8403001697844,70.8937414790405,43.38183430845575,45.3554841017735,41.28275650288649,113.75960902897728,47.43869588280843,70.94572072547524,49.033826152207425,72.34012105319148,53.799297630251196
2018-07-18,199.99936172018448,-18.929571148535278,-17.87538488354099,-455.3066694212185,77.61302104045966,44.9535252540211,74.36200547661598,56.58468278278571,118.90173676754259,51.43326889035442,70.35066396828041,49.825005552053106,72.6781744287309,53.62719800792537
2018-07-19,145.61926702987864,2.8686093564543658,-15.03208936216224,-352.49227169328185,57.126086760053596,25.880605193309446,82.0734803727443,49.8098849718126,118.52615240655085,48.63816087579761,70.44434637469365,48.273966634697736,72.44368906310025,52.929923463976806
2018-07-20,3.7018579764509467,-403.22555698397696,37.03309279756136,-243.4839041832286,34.08820426098976,-3.448749109700137,90.69293098508459,47.07274276799831,95.67747166485141,48.4605191815582,70.58933880537485,48.23148535624096,72.69662703263495,52.69287326291222
2018-07-21,-75.96779502660041,-392.7925888708673,35.27290203193252,-289.12126542015335,28.909791347243214,6.479530983696664,70.25969868286698,46.23010297690949,95.38492191690015,46.45467124199987,71.42500446965079,47.03163520900489,71.61324168464283,52.195034362718864
2018-07-22,-169.29996502867493,-247.52945561127623,66.9875250997541,-261.04791838706467,49.311240827830005,-11.697846060795833,50.92906147710122,37.834570719957014,89.006740373383,42.10106424637502,68.60788239442962,44.7758914454959,68.76120024782256,51.336658913893885
2018-07-23,-125.23694524537143,-310.5641894938665,38.30000074122159,-270.84676722567576,53.98530427314223,-10.163998987557997,44.984857560385045,32.46448374771057,91.27519512818975,39.02190306059352,68.37025818872306,43.07328744143089,68.46485100902109,50.607707233709306
2018-07-24,40.40826228921027,-512.6886040337247,95.29994944998964,-215.65466925021502,23.23843209695641,8.87643590221673,72.54247274200048,50.88100854996714,102.0264527463671,47.42181573133539,73.2438351923428,46.88816761461422,69.58737426879252,51.62239157057266
2018-07-25,92.8284386104645,-442.32757288593723,49.45145709776167,-154.26862837337404,18.467412524323695,-1.4126029992061346,61.2852565258961,45.31588177000949,101.67772144066755,44.13394617847908,73.2610224483227,45.03651640977886,69.61657713583581,50.845100292312814
2018-07-26,6.793429377627737,-110.15114128893033,-35.437300993632036,-117.28345029626146,11.447560022099713,-7.412427499215031,62.005897637669435,39.66867289547299,87.15307876248181,41.208681638743606,73.64369132824156,43.39686578848336,69.54165187490379,50.123579110265645
2018-07-27,42.3422913642706,357.31325766596814,-65.03908280022816,-97.87348622671254,27.63869382233843,-15.950199916263402,62.12856682109128,33.65999676606176,79.3595149570552,37.76383419543616,72.02562342319355,41.51295190053449,66.53761010668818,49.38797637064762
2018-07-28,68.73757956389174,531.8576492404583,-28.944031633973044,-96.24113894318448,27.48945052616694,-16.204372291357373,58.8123916620218,27.942968936830976,73.09256656424307,34.352901420630474,72.03169714327498,39.55892658810182,63.81670659619827,48.57923347929493
2018-07-29,-52.8115290142433,564.4341215462276,-6.354063273521879,-148.9884688568198,40.687920537094996,-7.40182610047656,21.605636279346328,22.815339240456467,70.93451073930153,31.075853147099902,71.28547346880971,37.62882350892734,63.80243811470182,47.77704606023241
2018-07-30,-65.18536428422789,807.2591122560704,14.161256646127438,265.5137185888776,-30.811263764090757,17.71855267117769,24.210386298453216,22.476450590275483,64.37553913115637,29.84167116855627,59.548784492749505,36.549817010413165,63.503327910749654,47.15630896989162
2018-07-31,-132.14278221138946,1077.1012262861238,-64.21515693065054,288.58954776445216,-21.179611890945978,-10.017020890355383,44.50506585233345,33.361415995551944,72.83254083037572,35.60701817315227,62.655921832873794,39.070202109187704,64.20249307658668,47.54963781205417
2018-08-01,-216.20122919568146,988.227008178685,-89.0661078358055,298.5544788131397,-17.693491295622323,-7.641478705457148,37.33450557728212,27.746089847669968,75.32406647461876,33.373478098205304,61.990749042252936,38.13003133384017,64.20411076569722,47.10018695823822
2018-08-02,-242.91686463889332,987.7201441073352,-89.23021836413632,362.12197830569863,-12.200475557174993,-17.627135676345702,34.0192207582068,22.91383904136174,75.33996290996171,30.2403664031453,62.27795519947548,36.4617178503809,63.46647213080091,46.42292194173846
2018-08-03,-215.24516382288027,123.46187408085709,-137.32262837986343,337.3674272415177,-19.261143807238415,-14.544203766510552,42.941650656438526,29.515581842710027,49.40850588746955,30.902522029126512,62.578708532375146,35.67237760412509,63.18834653336346,45.83311276972183
2018-08-04,-226.89111415993756,-23.60157420615404,-149.62771227002395,460.87986616503633,13.611179032292373,-34.67137043363447,43.07899679995318,26.00507015577982,50.48327507956927,28.9444048626254,61.591859653003745,34.59180661600671,62.963983666716985,45.311130553209814
2018-08-05,-108.74561796650124,-153.26504687226176,-123.40459739517868,416.3359968911247,38.70963688220559,-54.97576536425657,36.948532641123684,25.998245310019136,53.45155196669186,28.189970575835314,53.4242422553576,33.48387626057321,63.02945663123953,44.654176031336185
2018-08-06,-66.94827398215291,25.21089641500967,-145.05451659981,509.94426569009033,124.19364303303695,-72.71416762393864,31.27651154518406,21.243168211460265,49.187700736521485,25.499619389413624,48.78356885546641,31.854528712489945,63.02843431327074,43.92543567427369
2018-08-07,-160.7751552374832,-59.68241595781071,-206.8071818638905,274.571272958629,105.5424766167769,-81.59436224989291,58.80081806228752,40.342313191228556,63.62752684982057,35.89859761830314,52.81662218098,36.873242334641255,64.17699332885076,45.14444472567056
2018-08-08,-313.43530488832096,-289.8825862216525,-270.83745146640774,181.92894450758845,61.74699692272891,-95.93700295625972,60.00651694103346,39.79296577955245,69.33089919812696,38.66943121736531,57.08405274481149,39.37470059426494,65.15489459523532,45.99454974048238
2018-08-09,-212.14236217869092,-383.12385501664846,-224.91223882330704,70.44244872209097,42.28783062362702,-72.94169022142214,75.99902660434759,51.79118370019823,80.610991464041,43.235034009493745,57.92953548992317,40.48084310275556,60.921557885619904,45.803006732928914
2018-08-10,-404.4254620991522,-286.4617082498859,-262.8921545561548,-62.75817341164115,54.32625031385101,-113.21304383565698,85.46511907647222,61.2551026177012,94.60805468248044,51.90894136121109,64.47075487805574,46.90752526647533,63.03640579080826,48.25462771438064
2018-08-11,-458.13884138510093,-311.33539431159164,-268.99661428877295,7.212090209093219,47.10241903624509,-123.92682533309784,79.85287603380333,50.13020480316579,94.93394836431554,47.02059134413445,64.85695735092415,44.94489223954823,62.01858729723203,47.77552850874072
2018-08-12,-341.5512248134116,-332.2782100485365,-257.3365286389065,-20.249276781012597,44.99894391679028,-119.9480260532764,81.71508952493602,45.633790442473824,95.98164001395988,44.127071648028135,64.98272450713229,43.08298484957508,61.66788031745335,46.99208882874232
2018-08-13,-430.33856704084474,-314.98783256740074,-381.02754284013054,-459.8635252833099,25.893787891176583,-179.40290111465956,100.87784990160502,61.9224317818985,109.4061004396256,55.73975256604247,66.17997205090161,51.456430955616675,62.165617948826366,50.634124991004924
2018-08-14,-531.78325052915,-314.8765800721304,-381.10527804733454,-434.9638963196876,23.74870624532098,-183.68864035694946,78.28285510876673,53.75133433874765,109.40064070207009,50.99956981886417,65.992517787842,48.957471926633,61.53245052425075,49.86262771153871
2018-08-15,-331.15338369338343,-324.7693437936393,-376.8293170215069,-434.99356296933706,12.752854968921715,-173.13279799073808,83.53556724648772,56.996241467095324,110.68156396494149,52.445308280049616,67.8925676101303,48.87390767456748,61.44916719494383,49.37705601051487
