series,VaR_95,CVaR_95,VaR_99,CVaR_99,sharpe_approx,max_drawdown
stocks_SP500_cumret_1d,-0.014624459537466638,-0.022655112877667347,-0.0282276829944202,-0.03647660607460288,0.03781076585701241,-0.2933661511862452
