,BTC-USD_price,ETH-USD_price,BNB-USD_price,ADA-USD_price,SOL-USD_price
2022-01-13,42591.5703125,3248.28857421875,475.0291137695313,1.2331609725952148,146.01004028320312
2022-01-14,43099.69921875,3310.00146484375,489.867431640625,1.2909259796142578,146.15902709960938
2022-01-15,43177.3984375,3330.53076171875,494.9880676269531,1.2962629795074463,147.80117797851562
2022-01-16,43113.87890625,3350.921875,498.4279174804688,1.407251000404358,147.8565216064453
2022-01-17,42250.55078125,3212.304931640625,475.7098693847656,1.5941309928894043,139.92601013183594
2022-01-18,42375.6328125,3164.025146484375,472.0050659179688,1.4655410051345823,141.58718872070312
2022-01-19,41744.328125,3095.825927734375,462.8220825195313,1.34175705909729,135.79238891601562
2022-01-20,40680.41796875,3001.1201171875,440.0054321289063,1.2580549716949463,127.20528411865234
2022-01-21,36457.31640625,2557.931640625,383.0739135742188,1.1232329607009888,111.96605682373048
2022-01-22,35030.25,2405.18115234375,358.0961608886719,1.066715955734253,94.1783676147461
2022-01-23,36276.8046875,2535.0390625,383.9339599609375,1.122370958328247,99.5782241821289
2022-01-24,36654.328125,2440.352294921875,371.3689575195313,1.0665980577468872,91.65016174316406
2022-01-25,36954.00390625,2455.93505859375,384.6193542480469,1.043573975563049,94.72035217285156
2022-01-26,36852.12109375,2468.0302734375,375.7554626464844,1.0790469646453855,92.23804473876952
2022-01-27,37138.234375,2423.001220703125,390.0882873535156,1.0435329675674438,89.63249206542969
2022-01-28,37784.33203125,2547.092041015625,386.0843811035156,1.0506060123443604,91.31289672851562
2022-01-29,38138.1796875,2597.084716796875,389.1327819824219,1.0595699548721311,96.2234878540039
2022-01-30,37917.6015625,2603.466552734375,377.6129150390625,1.03747296333313,93.29767608642578
2022-01-31,38483.125,2688.27880859375,375.2773132324219,1.0523029565811155,99.73883819580078
2022-02-01,38743.2734375,2792.1171875,385.46380615234375,1.0886240005493164,109.9789810180664
2022-02-02,36952.984375,2682.85400390625,367.4716796875,1.028905987739563,101.8376007080078
2022-02-03,37154.6015625,2679.16259765625,370.8777465820313,1.0564440488815308,101.45903778076172
2022-02-04,41500.875,2983.5869140625,399.0296020507813,1.1356240510940552,112.17424774169922
2022-02-05,41441.1640625,3014.648193359375,414.2000122070313,1.1273449659347534,113.89430236816406
2022-02-06,42412.43359375,3057.47607421875,419.5455627441406,1.1445469856262207,115.2997589111328
2022-02-07,43840.28515625,3142.470703125,433.2292785644531,1.197306990623474,117.35514831542967
2022-02-08,44118.4453125,3122.608642578125,408.7767639160156,1.178719997406006,113.5954818725586
2022-02-09,44338.796875,3239.45703125,422.4655456542969,1.1948100328445437,114.01937866210938
2022-02-10,43565.11328125,3077.482177734375,415.1192321777344,1.1524779796600342,106.20280456542967
2022-02-11,42407.9375,2927.383544921875,400.4223937988281,1.080346941947937,96.3818817138672
2022-02-12,42244.46875,2917.36279296875,403.3897399902344,1.0581990480422974,95.91820526123048
2022-02-13,42197.515625,2883.46337890625,398.88677978515625,1.0458190441131592,93.24410247802734
2022-02-14,42586.91796875,2933.47900390625,403.6607971191406,1.050266981124878,96.43327331542967
2022-02-15,44575.203125,3179.877197265625,432.4093933105469,1.1075860261917114,104.87330627441406
2022-02-16,43961.859375,3127.830078125,427.9181213378906,1.0849809646606443,101.93289947509766
2022-02-17,40538.01171875,2881.48193359375,402.4500427246094,1.0198949575424194,93.4104232788086
2022-02-18,40030.9765625,2785.7275390625,399.5691833496094,0.9971129894256592,90.06546020507812
