,mean_car,median_car,std_car,min_car,max_car,positive_events,negative_events,total_events
crypto_Binance_Coin_realized_vol_60d,-0.033335386156026284,0.0017776794922769892,0.054986426276039176,-0.10586414775893145,0.024090050636700052,4.0,3.0,7.0
crypto_Binance_Coin_exp_vol_60d,0.002708644129195863,-0.0034569570359307897,0.017877786906184915,-0.012567665060170468,0.039595022063699026,2.0,5.0,7.0
crypto_Ripple_realized_vol_20d,0.03267898973216228,0.025475245585591725,0.031833549960854114,-0.007489608005917756,0.074669459430045,6.0,1.0,7.0
crypto_Ripple_exp_vol_20d,0.03642658217925848,-0.021500228960887647,0.09908866745187758,-0.0403695918199377,0.1783358185586013,3.0,4.0,7.0
crypto_Ripple_realized_vol_60d,0.0005447813755782939,0.0037228125329980656,0.01586288556494629,-0.01845183349749939,0.017903496695591502,4.0,3.0,7.0
crypto_Ripple_exp_vol_60d,0.003506492591526979,-0.009079024808286054,0.021356522984092113,-0.014045537324965073,0.03412958030812032,3.0,4.0,7.0
crypto_Cardano_realized_vol_5d,0.019130861487376045,0.02794482472923594,0.02435531309325041,-0.013978714042349228,0.057118469132915156,5.0,2.0,7.0
crypto_Cardano_exp_vol_5d,-0.049262275377604955,-0.05518758307551429,0.048348387230037704,-0.10106118127357688,0.05254848105007928,1.0,6.0,7.0
crypto_Cardano_realized_vol_10d,-0.015660913420236924,-0.01060723689362876,0.016685304442687787,-0.05036101464481489,0.002028163622007622,1.0,6.0,7.0
crypto_Cardano_exp_vol_10d,-0.025490092900872206,-0.028300635754813744,0.060700911399767854,-0.08985137226687304,0.10244574665521605,1.0,6.0,7.0
crypto_Cardano_realized_vol_20d,-0.008142780248518191,-0.00158951118926414,0.021981749643103697,-0.043011239884456126,0.023805366195771543,3.0,4.0,7.0
crypto_Cardano_exp_vol_20d,-0.028500053491908976,-0.03224262750904664,0.02131139929572138,-0.05571163442969213,0.012600651055212554,1.0,6.0,7.0
crypto_Cardano_realized_vol_60d,-0.023610517064665916,-0.00475715698172308,0.03194004485810747,-0.07948427769932813,0.0032111480363607946,1.0,6.0,7.0
crypto_Cardano_exp_vol_60d,-0.015723866831211818,-0.0175206099259523,0.004191794877931882,-0.019415692657920258,-0.007564625719327044,0.0,7.0,7.0
crypto_Solana_exp_vol_5d,-0.015315412702002955,-0.03406674321040509,0.07379686470117394,-0.10234179870717247,0.12069706229802471,1.0,5.0,6.0
crypto_Solana_realized_vol_10d,-0.028496421280965984,-0.039443810697682005,0.020989462314019356,-0.043619921274329364,0.014972347519922883,1.0,6.0,7.0
crypto_Solana_exp_vol_10d,0.0035206367520001615,-0.028857653987766865,0.0729771986250825,-0.05854509504336321,0.14717198229335013,2.0,5.0,7.0
crypto_Solana_realized_vol_20d,0.004095895988548125,0.003130375871689426,0.008214367437783256,-0.007652078108767109,0.01838493774116916,5.0,2.0,7.0
crypto_Solana_exp_vol_20d,-0.013821301409440712,-0.023718425929413603,0.02927798662774859,-0.03777625445949709,0.045686984406900874,2.0,5.0,7.0
crypto_Solana_realized_vol_60d,-0.02204707652809926,-0.022208167281843105,0.017867186486629317,-0.04096405164259165,9.052159043752492e-05,1.0,6.0,7.0
crypto_Solana_exp_vol_60d,-0.01075171031703787,-0.013391410465889684,0.00639193034489848,-0.015880590609580688,0.0007236804633368316,1.0,6.0,7.0
crypto_Polkadot_realized_vol_5d,0.020379324107279995,0.038270746698566116,0.08843515322413488,-0.11809474341187098,0.1256223307422889,4.0,2.0,6.0
crypto_Polkadot_exp_vol_5d,0.0087713622895135,0.001682474837460271,0.10122108999010695,-0.08988436371262325,0.15406039245593078,4.0,3.0,7.0
crypto_Polkadot_realized_vol_10d,-0.05195473787896744,0.018051580716560944,0.11533601921074783,-0.21108170214382577,0.06315528837922291,4.0,3.0,7.0
crypto_Polkadot_exp_vol_10d,0.004649874226994948,0.021227478519597033,0.056036296935449245,-0.061781932992381945,0.09216360003659073,4.0,3.0,7.0
crypto_Polkadot_realized_vol_20d,-0.003298695844862395,-0.008930187919020876,0.015687735264786666,-0.015579954786707827,0.02496614530531879,2.0,5.0,7.0
crypto_Polkadot_exp_vol_20d,-0.016377340129164388,-0.007176054138898476,0.023708219314589763,-0.043841726995909866,0.01862946378004013,2.0,5.0,7.0
crypto_Polkadot_realized_vol_60d,-0.022887469756752155,-0.0038626940881625023,0.037994500653727795,-0.07716960792216027,0.007253232016311204,3.0,4.0,7.0
crypto_Polkadot_exp_vol_60d,-0.007860792507807274,-0.005797357902366277,0.006402149759625977,-0.014321032675513354,0.002886582749537698,1.0,6.0,7.0
crypto_Avalanche_realized_vol_20d,0.017979987754778066,0.05212629923070618,0.05387818797966502,-0.07019928687293084,0.061798566442041736,4.0,3.0,7.0
crypto_Avalanche_exp_vol_20d,0.030314359528629913,0.07271558028426559,0.06698959640278965,-0.04470133459646567,0.08972669571217828,4.0,3.0,7.0
crypto_Avalanche_realized_vol_60d,-0.0006963641475239268,0.0004327488800256224,0.0062022241472775895,-0.011921919518350142,0.006195869419906243,4.0,3.0,7.0
crypto_Avalanche_exp_vol_60d,-0.005322733050316311,0.0032977472127363313,0.015242558660046361,-0.027605591843417914,0.008947683521313296,4.0,3.0,7.0
crypto_Polygon_realized_vol_20d,0.04895597542535959,0.001591815964809628,0.08377881396225724,-0.025380246840219896,0.1611281010403846,4.0,3.0,7.0
crypto_Polygon_realized_vol_60d,0.00015776585910306194,-0.003570634780434309,0.02152237176836286,-0.029828639151730802,0.027981146300427966,3.0,4.0,7.0
crypto_Polygon_exp_vol_60d,0.021478534082732,-0.006586207485582882,0.05059454527546468,-0.015873663849118726,0.09472180743323651,3.0,4.0,7.0
crypto_Chainlink_realized_vol_10d,0.0719014473244419,0.06892200592278483,0.06383568277490491,-0.004994415959988164,0.14599409849736297,6.0,1.0,7.0
crypto_Chainlink_exp_vol_10d,0.06116551267889083,0.08046714128352368,0.07423203454282284,-0.04834583039040505,0.1354168704326271,5.0,2.0,7.0
crypto_Chainlink_realized_vol_20d,0.014928542939241876,0.025015923896195127,0.03277805871777762,-0.04595765735972371,0.05202401811812364,5.0,2.0,7.0
crypto_Chainlink_exp_vol_20d,0.011981114661850228,0.0258931263997239,0.03517087042295053,-0.03778034120507826,0.055284307142766116,5.0,2.0,7.0
crypto_Chainlink_realized_vol_60d,-0.02752496568198093,-0.011661555223596888,0.03795731919372497,-0.07936294186700113,0.009493348108703656,2.0,5.0,7.0
crypto_Chainlink_exp_vol_60d,-0.00018124052432870363,-0.0042302577444567014,0.014076288166190535,-0.01612819161123572,0.024401549505923024,3.0,4.0,7.0
volatility_VIX_Index_realized_vol_5d,-0.014440076857315843,-0.04806460029171842,0.06873222034596874,-0.07166067846675968,0.07090074112036371,2.0,3.0,5.0
volatility_VIX_Index_exp_vol_5d,0.02617958813613444,-0.01622030435391071,0.12830940075283243,-0.08335512607770404,0.241057465076624,3.0,3.0,6.0
volatility_VIX_Index_realized_vol_10d,0.015465275281212448,0.06494789596725033,0.11073174248303237,-0.13916117152301455,0.14561196542552826,5.0,2.0,7.0
volatility_VIX_Index_exp_vol_10d,0.05921655280503784,0.03979021152094646,0.101533103111689,-0.03222983791093442,0.2191261393284728,3.0,3.0,6.0
volatility_VIX_Index_realized_vol_20d,0.056959549052517995,0.028769097979607167,0.051190121965031476,0.002551768265233307,0.1426448456670032,7.0,0.0,7.0
volatility_VIX_Index_exp_vol_20d,0.057404668006297725,0.06489302374297112,0.05891588564619504,-0.0032861289927167345,0.13008701641881124,5.0,2.0,7.0
volatility_VIX_Index_realized_vol_60d,0.015347325731095046,0.009825367825570471,0.010837743653510031,0.004697145698681131,0.03519314369759692,7.0,0.0,7.0
volatility_VIX_Index_exp_vol_60d,0.014409007920385557,0.008297065124285808,0.017033255760835572,-0.0002768505497974458,0.041586954713498984,6.0,1.0,7.0
volatility_VIX_ETN_realized_vol_5d,-0.022621155560991674,-0.02907679787424393,0.10699046129920692,-0.17483224801247357,0.1319109615019184,3.0,3.0,6.0
volatility_VIX_ETN_exp_vol_5d,-0.02321929761697356,-0.04551957068683226,0.0506194954532684,-0.0595677354031357,0.06770789380994185,2.0,4.0,6.0
volatility_VIX_ETN_realized_vol_10d,-0.009820597956067855,0.005951086207237284,0.08501043584959539,-0.1177477151072977,0.12132536923054998,4.0,3.0,7.0
volatility_VIX_ETN_exp_vol_10d,-0.020569382372977497,-0.023724374871015554,0.05084827395960144,-0.06515686941255412,0.07376688517640595,1.0,5.0,6.0
volatility_VIX_ETN_realized_vol_20d,0.025547035787628125,-0.004796521238892007,0.06904365671880743,-0.05914710382822261,0.12620572685350234,3.0,4.0,7.0
volatility_VIX_ETN_exp_vol_20d,0.03829784963287535,-0.020914975371539003,0.09990362644957733,-0.04163209048584167,0.1906289314229723,3.0,4.0,7.0
volatility_VIX_ETN_realized_vol_60d,0.0035219012621500456,0.004898600263006829,0.01991988315284159,-0.02192178916652638,0.04071495756526328,4.0,3.0,7.0
volatility_VIX_ETN_exp_vol_60d,-0.0017089877037241308,-0.015862368310853733,0.029265609541519855,-0.02743786161339011,0.0484025868066753,3.0,4.0,7.0
volatility_Ultra_VIX_Short_Term_realized_vol_5d,-0.00474090447132514,-0.027444585859212292,0.08503768612304556,-0.07811104945005819,0.14382414678678038,2.0,4.0,6.0
volatility_Ultra_VIX_Short_Term_exp_vol_5d,0.008661562681683742,-0.06619832819542314,0.1308846466068364,-0.07202632275001782,0.2481475495239851,2.0,4.0,6.0
volatility_Ultra_VIX_Short_Term_realized_vol_10d,-0.0009348332043500448,0.01219072469790413,0.09105576637229565,-0.11900945818489622,0.10078252129957327,4.0,3.0,7.0
volatility_Ultra_VIX_Short_Term_exp_vol_10d,0.004632979339273413,-0.035078440411046255,0.08420657671364237,-0.062375770710957776,0.13262600120507967,2.0,4.0,6.0
volatility_Ultra_VIX_Short_Term_realized_vol_20d,0.03616291819834937,-5.564117826136958e-05,0.07087254818502933,-0.03818874725527735,0.14624231685149472,3.0,4.0,7.0
volatility_Ultra_VIX_Short_Term_exp_vol_20d,0.011169283345592177,-0.008352127471897227,0.07061030619115723,-0.05778670296293437,0.12896768894821667,3.0,4.0,7.0
volatility_Ultra_VIX_Short_Term_realized_vol_60d,0.008761686885121788,0.0039481087665170795,0.020304938955760823,-0.006341064963436142,0.05218267001719868,4.0,3.0,7.0
volatility_Ultra_VIX_Short_Term_exp_vol_60d,0.006233794596388678,0.00865461012564242,0.034124713049872246,-0.02523847284809315,0.07078130028203107,4.0,3.0,7.0
fixed_income_Treasury_10Y_Yield_realized_vol_5d,-0.0014108795290097933,0.005148879045071528,0.0487348193262228,-0.07279962722192262,0.06391948606461752,3.0,2.0,5.0
fixed_income_Treasury_10Y_Yield_exp_vol_5d,0.006007155810789949,-0.07644882758221627,0.11529305506576236,-0.090774494079811,0.18314953257408745,3.0,4.0,7.0
fixed_income_Treasury_10Y_Yield_realized_vol_10d,-0.052034065284355994,-0.062188663705997786,0.08543087794233709,-0.1615142559885977,0.0921497178248032,1.0,6.0,7.0
fixed_income_Treasury_10Y_Yield_exp_vol_10d,-0.01345919769184674,-0.052785804182218676,0.08808141761564103,-0.07202069672496197,0.1760093877362015,2.0,5.0,7.0
fixed_income_Treasury_10Y_Yield_realized_vol_20d,0.0071358682376245226,-0.007687027163427671,0.04755350493969108,-0.027075309434504077,0.11359673496287555,1.0,6.0,7.0
fixed_income_Treasury_10Y_Yield_exp_vol_20d,-0.01300116370604917,-0.027155462391141624,0.06359158271417446,-0.05267858748683726,0.12738938698310986,1.0,6.0,7.0
fixed_income_Treasury_10Y_Yield_realized_vol_60d,-0.0069338051025589,-0.0013624083737398787,0.03416852533812541,-0.07698859839476017,0.03674972509589254,3.0,4.0,7.0
fixed_income_Treasury_10Y_Yield_exp_vol_60d,-0.014066016786821267,-0.02454492718114188,0.029082610353530363,-0.03614259616875424,0.046936950893982116,1.0,6.0,7.0
fixed_income_Treasury_5Y_Yield_realized_vol_5d,0.0450512629134117,0.05552782297958286,0.05198849445698106,-0.054309902036212665,0.10274585021998706,6.0,1.0,7.0
fixed_income_Treasury_5Y_Yield_exp_vol_5d,-0.032633733280435735,-0.0490322394408769,0.058456284626166484,-0.09961074798528805,0.05307366690802491,2.0,5.0,7.0
fixed_income_Treasury_5Y_Yield_realized_vol_10d,-0.05052751950672559,-0.043336983335991036,0.07611546078573941,-0.17382990140628304,0.05208462525035584,2.0,5.0,7.0
fixed_income_Treasury_5Y_Yield_exp_vol_10d,-0.036748274552583234,-0.06187287021896759,0.05076244907886972,-0.08347374636953853,0.06603717447126906,1.0,6.0,7.0
fixed_income_Treasury_5Y_Yield_realized_vol_20d,-5.244462915082737e-06,-0.0008035429866628738,0.0246624692315911,-0.024948575576790533,0.04985177183435091,2.0,5.0,7.0
fixed_income_Treasury_5Y_Yield_exp_vol_20d,-0.025942244804251356,-0.043796133439846424,0.042618240105684324,-0.06747578147099932,0.052639411552556574,2.0,5.0,7.0
fixed_income_Treasury_5Y_Yield_realized_vol_60d,-0.005612025630635041,-0.0005520292774725639,0.026824194495672415,-0.06343751138572637,0.02002572176621284,2.0,5.0,7.0
fixed_income_Treasury_5Y_Yield_exp_vol_60d,-0.01595801294634846,-0.02853989428166126,0.021394863460616392,-0.03525019906942473,0.017182032981303847,2.0,5.0,7.0
fixed_income_Treasury_30Y_Yield_realized_vol_5d,-0.018977818392961907,-0.01750836297926462,0.0025451714359808436,-0.02191672922035648,-0.01750836297926462,0.0,3.0,3.0
fixed_income_Treasury_30Y_Yield_exp_vol_5d,0.07817252147533674,-0.10111771344281112,0.26256997061710563,-0.10252175827558169,0.47708272926099615,2.0,3.0,5.0
fixed_income_Treasury_30Y_Yield_realized_vol_10d,0.0024600880656334445,-0.033577212736799006,0.08389879767822521,-0.08502128233250711,0.0986991811303807,3.0,4.0,7.0
fixed_income_Treasury_30Y_Yield_exp_vol_10d,0.034690290507482666,0.01491818463397774,0.1261634544941593,-0.08177968150651328,0.20452053133354062,3.0,3.0,6.0
fixed_income_Treasury_30Y_Yield_realized_vol_20d,0.01737633804628092,0.007215937648287745,0.04638859761567458,-0.025557656069274064,0.10039838197717482,4.0,3.0,7.0
fixed_income_Treasury_30Y_Yield_exp_vol_20d,0.0167824701253668,0.025594987089036965,0.0807092598767244,-0.06051306228844114,0.16295321683709652,4.0,3.0,7.0
fixed_income_Treasury_30Y_Yield_realized_vol_60d,0.0023154216128655094,-0.002457866752711163,0.021817247086509225,-0.031911875380916624,0.035498375287482516,3.0,4.0,7.0
fixed_income_Treasury_30Y_Yield_exp_vol_60d,-0.004003445392785143,-0.012869606282679528,0.031730570429417904,-0.03551503457356672,0.05256455671835013,3.0,4.0,7.0
fixed_income_Treasury_Bond_ETF_realized_vol_5d,0.06899937549900359,0.004549190460868948,0.13019515779522522,-0.048791861416560785,0.287424827278576,3.0,3.0,6.0
fixed_income_Treasury_Bond_ETF_exp_vol_5d,0.07972467031060844,-0.011019867221049681,0.1872888592664419,-0.08116590158537584,0.42020131183310594,3.0,4.0,7.0
fixed_income_Treasury_Bond_ETF_realized_vol_10d,0.019784732796749808,-0.008597584047505054,0.1079978585805378,-0.0656628177469492,0.24403290885983653,3.0,4.0,7.0
fixed_income_Treasury_Bond_ETF_exp_vol_10d,0.017244682908849517,-0.026836160359756243,0.10593622333214892,-0.08016645837145586,0.18045196455051865,3.0,4.0,7.0
fixed_income_Treasury_Bond_ETF_realized_vol_20d,0.022388332519714626,0.002062317852347809,0.03298064298010831,-0.0016639618458499667,0.08669329384873613,6.0,1.0,7.0
fixed_income_Treasury_Bond_ETF_exp_vol_20d,-0.001379887489133595,-0.015934391746777445,0.053163997278825016,-0.050643141930101915,0.09004199953612817,2.0,5.0,7.0
fixed_income_Treasury_Bond_ETF_realized_vol_60d,0.0009729167118722674,0.0011676813432866919,0.018971480858562224,-0.03350515963400287,0.024771453643519546,4.0,3.0,7.0
fixed_income_Treasury_Bond_ETF_exp_vol_60d,-0.0021392687874796554,-0.008229453066809162,0.02176589096843239,-0.023043120712307325,0.03856753885589767,2.0,5.0,7.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_5d,0.0195817423989111,-0.021490577294442956,0.07237735924744351,-0.05062891396493449,0.13032610077095844,3.0,4.0,7.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_5d,-0.029807195362962717,-0.021165389379273036,0.06293838787370507,-0.09667469343273302,0.052282241192304985,2.0,5.0,7.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_10d,-0.013701441004970632,-0.018273737878535583,0.055889195903804506,-0.0810680342985793,0.09417519420222999,2.0,5.0,7.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_10d,-0.02976124102429751,-0.04543442764763059,0.05925918607913501,-0.0737209556960608,0.09722866731595409,1.0,6.0,7.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_20d,0.009099362736122813,-0.001965074251734379,0.04564113782740758,-0.02832277583832919,0.10954693756091725,3.0,4.0,7.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_20d,-0.02295322721114036,-0.038952283116877706,0.050662484630885844,-0.0496796582894039,0.09021557056953493,1.0,6.0,7.0
fixed_income_Treasury_7_10Y_ETF_realized_vol_60d,-0.008165341833639055,-0.007172036063086163,0.023633565174921982,-0.052651980849068476,0.028616802704858765,1.0,6.0,7.0
fixed_income_Treasury_7_10Y_ETF_exp_vol_60d,-0.0199972432014067,-0.028572939714410724,0.026209004849389494,-0.041682599604012625,0.036634732474045445,1.0,6.0,7.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_5d,0.01696123403634674,-0.029905825737195895,0.0959904885700686,-0.07014479969354728,0.1555427903121699,2.0,5.0,7.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_5d,-0.033814569494786194,-0.10257518062422846,0.12446352194294526,-0.18160829133387613,0.12599864239217584,3.0,4.0,7.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_10d,-0.006773618169309147,-0.011084729486195675,0.0748252055302316,-0.0964637877093269,0.09118453653287587,2.0,5.0,7.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_10d,-0.01972299102636262,-0.056460146960716454,0.09098112076803296,-0.1276610262458699,0.10751521571036557,2.0,5.0,7.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_20d,-0.010803695312915721,-0.01921485024148135,0.038635269998939,-0.06158785845598287,0.036607309329561084,3.0,4.0,7.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_20d,-0.02262353299762246,-0.03779371019610664,0.057964283071307535,-0.10014432939024996,0.05573880467615121,2.0,5.0,7.0
fixed_income_Treasury_1_3Y_ETF_realized_vol_60d,-0.004820441381741874,-0.003976500648753599,0.015203035215920745,-0.02923413358484742,0.011916667428521866,3.0,4.0,7.0
fixed_income_Treasury_1_3Y_ETF_exp_vol_60d,-0.01702122460998833,-0.021759437662124872,0.024906906425413843,-0.05478633971766401,0.01378928796847545,2.0,5.0,7.0
fixed_income_Investment_Grade_Bonds_realized_vol_5d,0.02474251672155607,0.0007733742955227218,0.09905465841948685,-0.07131497624563139,0.16270199511356692,4.0,2.0,6.0
fixed_income_Investment_Grade_Bonds_exp_vol_5d,-0.027810633528683293,-0.08353355288353176,0.13013754327807295,-0.11525004596537466,0.23226822197234928,1.0,5.0,6.0
fixed_income_Investment_Grade_Bonds_realized_vol_10d,0.01972004039939523,-0.01162675451451993,0.053718848192873085,-0.031087611766708566,0.11156941609956854,3.0,4.0,7.0
fixed_income_Investment_Grade_Bonds_exp_vol_10d,0.006199119776593419,-0.06387838707382662,0.11485815259809234,-0.08654148760434088,0.21214260980266214,2.0,5.0,7.0
fixed_income_Investment_Grade_Bonds_realized_vol_20d,0.02160527064468987,0.007128154014462688,0.04815572714405859,-0.013236269356364145,0.1275343568461387,5.0,2.0,7.0
fixed_income_Investment_Grade_Bonds_exp_vol_20d,0.0027450822585002666,-0.036532215880152,0.0654721521578452,-0.04285440283896905,0.1351614653684294,3.0,4.0,7.0
fixed_income_Investment_Grade_Bonds_realized_vol_60d,0.01342990385987862,0.010900674109581622,0.013399584935448414,-0.001965952694503623,0.03727153813881973,6.0,1.0,7.0
fixed_income_Investment_Grade_Bonds_exp_vol_60d,0.0017042904502288393,-0.011328257956849188,0.023812668037163587,-0.013141911652788071,0.052157714353145375,3.0,4.0,7.0
fixed_income_High_Yield_Bonds_realized_vol_5d,-0.048614887694492195,-0.03835702207896924,0.07707784326766685,-0.1415519759973237,0.08393587673105914,1.0,6.0,7.0
fixed_income_High_Yield_Bonds_exp_vol_5d,0.007642911326649048,-0.0654534354678687,0.11158856344517339,-0.08696587072627307,0.17310870008114987,3.0,4.0,7.0
fixed_income_High_Yield_Bonds_realized_vol_10d,-0.056877742138545316,-0.03593181335382957,0.11972938249911122,-0.1935849406343572,0.13060789511490972,2.0,5.0,7.0
fixed_income_High_Yield_Bonds_exp_vol_10d,-0.008035234549553313,-0.056693576841472484,0.08113360426493568,-0.0706791645305298,0.13772791517151609,3.0,4.0,7.0
fixed_income_High_Yield_Bonds_realized_vol_20d,0.03507889541521877,0.004018980933224062,0.059706400522677915,-0.013507805641270604,0.12158615804947702,5.0,2.0,7.0
fixed_income_High_Yield_Bonds_exp_vol_20d,-0.0030829054207410617,-0.03040458026788065,0.04957751148364831,-0.03820771506077937,0.09596598721170939,3.0,4.0,7.0
fixed_income_High_Yield_Bonds_realized_vol_60d,0.02164255172340935,0.007521277736807655,0.03755300817763515,-0.006685418314819459,0.10096183827445102,6.0,1.0,7.0
fixed_income_High_Yield_Bonds_exp_vol_60d,0.021777087099984303,-0.00602886301334977,0.05292940700185841,-0.018087687180449057,0.13106116531877104,3.0,4.0,7.0
economic_Unemployment_Rate_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Nonfarm_Payrolls_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Labor_Force_Participation_sign,0.1217362660942907,0.11621033575621242,0.017579078802886585,0.1072006858926674,0.14732370697207053,4.0,0.0,4.0
economic_Initial_Claims_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_CPI_All_Items_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_CPI_Core_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_PCE_Price_Index_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_PCE_Core_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Treasury_10Y_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Treasury_2Y_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Treasury_3M_sign,0.08703319320071096,0.11621033575621242,0.08044489966856995,-0.031611605681651556,0.14732370697207053,3.0,1.0,4.0
economic_Money_Supply_M1_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Money_Supply_M2_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Consumer_Sentiment_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
economic_Industrial_Production_sign,0.09106669173910224,0.11621033575621242,0.07024871503672318,-0.031611605681651556,0.14732370697207053,4.0,1.0,5.0
high_vix_regime,0.04402457410594953,0.11621033575621242,0.1303334733027483,-0.1697679684425697,0.14732370697207053,4.0,1.0,5.0
stocks_SP500_kurtosis_10d,0.058680168165906044,0.04956071858362593,0.05745914669802919,0.0022660153786265846,0.13333322011774573,4.0,0.0,4.0
stocks_SP500_cumret_10d,0.0787534635030313,0.0787534635030313,0.15004307693776375,-0.027343013669756333,0.18484994067581895,1.0,1.0,2.0
stocks_SP500_kurtosis_20d,0.1440376451860855,0.23504741815743901,0.2591265635579418,-0.14831636902566825,0.3453818864264857,2.0,1.0,3.0
stocks_SP500_cumret_20d,0.22362089696416726,0.22362089696416726,0.04913225814096207,0.18887914405768502,0.2583626498706495,2.0,0.0,2.0
stocks_DJI_skewness_10d,0.19048566804758543,0.19048566804758543,0.00018994689748713208,0.19035135530830694,0.19061998078686393,2.0,0.0,2.0
stocks_DJI_kurtosis_10d,0.027036427183193174,-0.008069313796209676,0.12318177339507419,-0.07478171853066595,0.16396031387645515,1.0,2.0,3.0
stocks_DJI_kurtosis_20d,0.0118230082757295,-0.07777724464674551,0.29374975290077515,-0.2266925255016401,0.3399387949755741,1.0,2.0,3.0
stocks_NASDAQ_cumret_5d,0.17692919958180064,0.17692919958180064,,0.17692919958180064,0.17692919958180064,1.0,0.0,1.0
stocks_NASDAQ_skewness_10d,0.07453622871412255,0.0825479087186955,0.09877470228321059,-0.05003985585356863,0.18308895327266783,3.0,1.0,4.0
stocks_NASDAQ_cumret_10d,-0.051342100223547536,0.05485369965663012,0.25845920107912157,-0.34598295222043873,0.13710295189316601,2.0,1.0,3.0
stocks_NASDAQ_cumret_20d,0.11185742902450885,0.11185742902450885,0.034385403474683975,0.08754327705372433,0.13617158099529336,2.0,0.0,2.0
stocks_RUSSELL2000_kurtosis_5d,0.13511393860578014,0.13511393860578014,,0.13511393860578014,0.13511393860578014,1.0,0.0,1.0
stocks_SPY_ETF_kurtosis_10d,0.12795781294096661,0.10473773936496611,0.13352751763372048,-0.0044608189579020685,0.3068165919918363,3.0,1.0,4.0
stocks_SPY_ETF_cumret_10d,-0.058807912061108324,-0.018938026138200503,0.29209342305429997,-0.3687883030801882,0.2113025930350637,1.0,2.0,3.0
stocks_SPY_ETF_cumret_20d,0.22582644697375914,0.22582644697375914,0.06152603948733732,0.18232096723271163,0.26933192671480666,2.0,0.0,2.0
stocks_QQQ_ETF_kurtosis_5d,0.0029062894688107743,0.0029062894688107743,0.331583839901127,-0.23155889225715065,0.2373714711947722,1.0,1.0,2.0
stocks_QQQ_ETF_cumret_5d,0.13809575926964202,0.13809575926964202,,0.13809575926964202,0.13809575926964202,1.0,0.0,1.0
stocks_QQQ_ETF_skewness_10d,0.08594685678044481,0.08503516385512316,0.08149554637755402,0.005096711268090859,0.16862038814344205,4.0,0.0,4.0
stocks_QQQ_ETF_cumret_10d,-0.06200377861269261,0.0653318464541558,0.24910069638475138,-0.3490331497926179,0.09768996750038428,2.0,1.0,3.0
stocks_QQQ_ETF_skewness_20d,0.10859594035098115,0.09098468184891095,0.13453405175212285,-0.016265156853458862,0.25106829605749137,2.0,1.0,3.0
stocks_QQQ_ETF_cumret_20d,0.119693827684347,0.119693827684347,,0.119693827684347,0.119693827684347,1.0,0.0,1.0
stocks_IWM_ETF_kurtosis_5d,0.06342792274416387,0.06342792274416387,,0.06342792274416387,0.06342792274416387,1.0,0.0,1.0
stocks_VTI_ETF_cumret_10d,0.130199344984194,0.130199344984194,0.22077863139219767,-0.02591472241431414,0.28631341238270214,1.0,1.0,2.0
stocks_VTI_ETF_kurtosis_20d,0.0442775900713272,0.0442775900713272,0.2948432769381694,-0.1642080904389156,0.25276327058157,1.0,1.0,2.0
stocks_VTI_ETF_cumret_20d,0.24330008434714961,0.24330008434714961,0.07253024901277125,0.19201345342907017,0.29458671526522906,2.0,0.0,2.0
stocks_DXY_skewness_5d,0.20506289082970774,0.20506289082970774,,0.20506289082970774,0.20506289082970774,1.0,0.0,1.0
