regime,observations,mean,std,min,max,skewness,kurtosis
normal,1429,0.000387094026682999,0.007267595658101499,-0.0359255421085777,0.0249812809571866,-0.4839764298135177,2.6402562318084213
high_volatility,379,0.0002560433461883727,0.014033387802910793,-0.0616090618982309,0.0908948798330364,0.2572135136470178,6.297815912300326
low_volatility,46,-0.00035847860571660217,0.004575768239415427,-0.0140254415236455,0.0107342172462202,-0.19725759056010422,1.3449484862324548
