,stocks_SP500_cumret_1d,stocks_SP500_skewness_10d,stocks_SP500_kurtosis_10d,stocks_SP500_cumret_10d,stocks_SP500_skewness_20d,stocks_SP500_kurtosis_20d,stocks_SP500_cumret_20d,stocks_NASDAQ_skewness_10d,stocks_NASDAQ_kurtosis_10d,stocks_NASDAQ_cumret_10d,stocks_NASDAQ_skewness_20d,economic_PCE_Price_Index_skewness_5d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_cumret_5d,economic_PCE_Price_Index_skewness_10d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_cumret_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,economic_PCE_Price_Index_realized_vol_5d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_realized_vol_10d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_DXY_sign,stocks_GOLD_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Solana_sign,crypto_Polkadot_sign,crypto_Avalanche_sign,crypto_Polygon_sign,crypto_Chainlink_sign,economic_Unemployment_Rate_sign,economic_Nonfarm_Payrolls_sign,economic_Labor_Force_Participation_sign,economic_Initial_Claims_sign,economic_CPI_All_Items_sign,economic_CPI_Core_sign,economic_PCE_Core_sign,economic_Federal_Funds_Rate_sign,economic_Treasury_10Y_sign,economic_Treasury_2Y_sign,economic_Treasury_3M_sign,economic_Money_Supply_M1_sign,economic_Money_Supply_M2_sign,economic_Consumer_Sentiment_sign,economic_Industrial_Production_sign,volatility_VIX_ETN_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,bear_market,trend_strength
2022-05-03,-5.551115123125783e-17,0.11396409707024567,-0.0030476162556120536,-0.02734301366975611,0.04673084024056587,0.2143010890545941,0.13532680907530628,0.017896063051303035,0.07322669178478565,0.05485369965663023,0.024912732938935256,0.14732370697207053,0.0,0.14732370697207053,0.0,0.0,0.0,0.0,0.0,0.0,-0.22703453713551416,-0.04397029105991851,-0.011240698748809765,-0.03891809947825837,-0.0171301837011028,-0.02541687390416889,-0.006667575929337689,-0.012071723565255394,-0.2116217110869768,-0.0848677957969294,-0.011813657682963772,-0.061409645024065006,-0.03878848292152932,-0.0368722320862961,-0.010692518530436861,-0.01536989101314699,-0.01740033002981789,0.03914700274836,0.0052983848639973664,-0.003935323254210019,-0.013911941002592888,-0.011389781312937877,-0.05021505398846596,-0.0010233929334955072,0.14732370697207053,0.029081329146025264,-1.5041274126499982e-17,0.010340343258963325,0.0,0.0028718861217790076,2.0285913777385017e-06,7.504350929388517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14732370697207053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14732370697207053,-0.07196969806694875
