,stocks_SP500_cumret_1d,stocks_SP500_kurtosis_10d,stocks_SP500_cumret_10d,stocks_SP500_kurtosis_20d,stocks_SP500_cumret_20d,stocks_NASDAQ_cumret_5d,stocks_NASDAQ_skewness_10d,stocks_NASDAQ_cumret_10d,stocks_NASDAQ_cumret_20d,crypto_Ethereum_skewness_5d,crypto_Ethereum_kurtosis_5d,crypto_Ethereum_cumret_5d,crypto_Ethereum_skewness_10d,crypto_Ethereum_cumret_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,economic_PCE_Price_Index_skewness_5d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_cumret_5d,economic_PCE_Price_Index_skewness_10d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_cumret_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,economic_PCE_Price_Index_realized_vol_5d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_realized_vol_10d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_DXY_sign,stocks_GOLD_sign,stocks_OIL_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Solana_sign,crypto_Polkadot_sign,crypto_Avalanche_sign,crypto_Polygon_sign,crypto_Chainlink_sign,economic_Unemployment_Rate_sign,economic_Nonfarm_Payrolls_sign,economic_Labor_Force_Participation_sign,economic_Initial_Claims_sign,economic_CPI_All_Items_sign,economic_CPI_Core_sign,economic_PCE_Core_sign,economic_Treasury_10Y_sign,economic_Treasury_2Y_sign,economic_Money_Supply_M1_sign,economic_Money_Supply_M2_sign,economic_Consumer_Sentiment_sign,economic_Industrial_Production_sign,volatility_VIX_ETN_sign,volatility_Ultra_VIX_Short_Term_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,bull_market,trend_strength
2021-11-05,-4.163336342344337e-17,-0.027504860522447036,0.18484994067581917,0.1479801133524743,0.10444474750620045,0.17692919958180064,-0.004187900296431504,0.13710295189316601,0.03676038683633516,0.14182815531627252,0.10451052295509228,0.10644109571177013,0.027888231347795625,0.2904607417103546,0.004902411932620162,0.03664954795115104,0.0024804430694476895,0.1072006858926674,0.0,0.1072006858926674,0.0,0.0,0.0,0.0,0.0,0.0,-0.06889117467446203,-0.014165863999202888,-0.054529267419447656,-0.01171894098624974,-0.033999026916310966,-0.002691110035401052,-0.013197272779904772,-0.17806948039869488,0.10934670759719331,-0.033285764847241724,-0.021573242763318914,-0.012173112233216746,-0.035372492227538556,-0.0030102995965016277,-0.016218206687515287,0.013676286947457813,-0.039913397560122243,-0.02774311866351444,-0.025559533145160226,0.006238567682273405,-0.02294529822598903,-0.0016700047604444983,-0.00852428533800418,0.1072006858926674,0.006692049617070622,-1.2429626334712952e-17,0.005351839662464317,0.0,0.002057080880971389,7.596692660985811e-05,6.565715360452168e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1072006858926674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031057370427867034
