,stocks_SP500_cumret_1d,stocks_SP500_skewness_20d,stocks_NASDAQ_cumret_1d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_DXY_sign,stocks_GOLD_sign,stocks_OIL_sign,crypto_Bitcoin_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,economic_Unemployment_Rate_sign_yoy_change,economic_Nonfarm_Payrolls_sign_yoy_change,economic_CPI_All_Items_sign_yoy_change,economic_CPI_Core_sign_yoy_change,economic_Federal_Funds_Rate_sign_yoy_change
2015-12-18,5.551115123125783e-17,0.0931383100155147,-0.008860929291875985,0.0,0.0,0.0,0.0,0.0,0.136127599927574,0.10733538088199414,0.11624420113500597,0.04805399407259099,0.08620407665701593,0.044387247037515246,0.0565532667739878,0.1115399740040503,0.07036067759886712,0.09707804544411634,0.03169993255887238,0.046949991153983676,0.031493573672259814,0.03524334808123822,-0.0019887378120367893,-0.0014277164840933165,0.0,-0.0005339117483923669,0.0006143203710278265,-0.0015847142750567977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1849396027781547
