,stocks_SP500_cumret_1d,stocks_SP500_skewness_20d,stocks_NASDAQ_kurtosis_5d,stocks_NASDAQ_skewness_20d,crypto_Ethereum_kurtosis_20d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_VIX_sign,stocks_DXY_sign,stocks_GOLD_sign,stocks_OIL_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Chainlink_sign,volatility_VIX_Index_sign,volatility_VIX_ETN_sign,volatility_Ultra_VIX_Short_Term_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_High_Yield_Bonds_sign,bear_market,trend_strength,economic_Unemployment_Rate_sign_yoy_change,economic_Nonfarm_Payrolls_sign_yoy_change,economic_CPI_All_Items_sign_yoy_change,economic_CPI_Core_sign_yoy_change,economic_Federal_Funds_Rate_sign_yoy_change
2018-12-20,6.938893903907228e-18,-0.12142714897046081,-0.14270380256129944,-0.1608845391526008,0.01630044671480379,0.0,0.0,0.0,0.0,0.0,-0.05463173637513252,-0.008148112393689663,0.018213266926341933,0.0024778120370153728,-0.019961925837007476,0.008491333881537857,0.01120955893428201,0.010035613463828195,-0.04240882268176329,-0.061468429843559186,-0.030459017698179196,-0.02022560950472118,-0.013609497200125725,-0.014081911964293894,0.007384358825061969,-0.00030802855644229286,0.17562144653019834,0.06791203506760846,0.09996035176766137,-0.005335548714483579,-0.002550284402852862,0.0,-0.000694470175192391,0.0003189275999115862,-0.0002681120443204822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02464318353917294,0.1221213430101553,0.0,0.0,0.0,0.0,-0.02464318353917294
