,alpha,beta,residual_std,r_squared,n_observations
fixed_income_Treasury_1_3Y_ETF_cumret_5d,0.0,1.0,0.04632210050491919,0.1,9.0
fixed_income_Treasury_1_3Y_ETF_skewness_10d,0.0,1.0,0.04490726048038565,0.1,17.0
fixed_income_Treasury_1_3Y_ETF_kurtosis_10d,0.0,1.0,0.04474210847122174,0.1,20.0
fixed_income_Treasury_1_3Y_ETF_cumret_10d,0.0,1.0,0.05145934221919352,0.1,17.0
fixed_income_Treasury_1_3Y_ETF_skewness_20d,-0.01606222360160847,-0.1530412014730758,0.09702622029544808,0.041982924285174916,31.0
fixed_income_Treasury_1_3Y_ETF_kurtosis_20d,0.0,1.0,0.03918015872588579,0.1,26.0
fixed_income_Treasury_1_3Y_ETF_cumret_20d,0.0,1.0,0.04175189706263763,0.1,21.0
fixed_income_Investment_Grade_Bonds_cumret_1d,0.0,1.0,0.055829744430088986,0.1,9.0
fixed_income_Investment_Grade_Bonds_skewness_5d,0.0,1.0,0.05065279812877017,0.1,9.0
fixed_income_Investment_Grade_Bonds_kurtosis_5d,0.0,1.0,0.04553224915622392,0.1,10.0
fixed_income_Investment_Grade_Bonds_cumret_5d,0.0,1.0,0.054206504331673226,0.1,10.0
fixed_income_Investment_Grade_Bonds_skewness_10d,0.0,1.0,0.048818536858912596,0.1,21.0
fixed_income_Investment_Grade_Bonds_kurtosis_10d,0.0,1.0,0.04883936878842972,0.1,25.0
fixed_income_Investment_Grade_Bonds_cumret_10d,0.0,1.0,0.05776749471570431,0.1,16.0
fixed_income_Investment_Grade_Bonds_skewness_20d,0.0,1.0,0.04215812442327159,0.1,29.0
fixed_income_Investment_Grade_Bonds_kurtosis_20d,0.0,1.0,0.039866159688779504,0.1,25.0
fixed_income_Investment_Grade_Bonds_cumret_20d,0.0,1.0,0.045629257449408045,0.1,19.0
fixed_income_High_Yield_Bonds_cumret_1d,0.0,1.0,0.06061407029212983,0.1,3.0
fixed_income_High_Yield_Bonds_skewness_5d,0.0,1.0,0.04722650215198222,0.1,12.0
fixed_income_High_Yield_Bonds_kurtosis_5d,0.0,1.0,0.0463527027760074,0.1,11.0
fixed_income_High_Yield_Bonds_cumret_5d,0.0,1.0,0.05340563275835677,0.1,9.0
fixed_income_High_Yield_Bonds_skewness_10d,0.0,1.0,0.04862615449207337,0.1,20.0
fixed_income_High_Yield_Bonds_kurtosis_10d,0.0,1.0,0.04787870336730685,0.1,18.0
fixed_income_High_Yield_Bonds_cumret_10d,0.0,1.0,0.05614601177207929,0.1,16.0
fixed_income_High_Yield_Bonds_skewness_20d,-0.011747125033641503,0.12539476602115526,0.09254405224235654,0.03031478907148455,31.0
fixed_income_High_Yield_Bonds_kurtosis_20d,-0.03393435398927961,0.09683055816881411,0.09332705137355357,0.021429666513775758,26.0
fixed_income_High_Yield_Bonds_cumret_20d,0.0,1.0,0.04295065563144703,0.1,24.0
stocks_SP500_realized_vol_5d,0.03705884724872868,-0.058189786600944184,0.07777655792528705,0.009024264728054177,38.0
stocks_SP500_exp_vol_5d,-0.09862080847403507,0.14423588586020106,0.06268038682684433,0.08500563168019071,49.0
stocks_SP500_realized_vol_10d,0.0247257184866384,0.045005977235867335,0.08144928542983701,0.005371129126476637,44.0
stocks_SP500_exp_vol_10d,-0.02602043525532651,0.09098176301543853,0.056941729598460375,0.04287101982426833,49.0
stocks_SP500_realized_vol_20d,0.008542212619429534,0.09275280077119313,0.047275032044993975,0.06326358055498127,49.0
stocks_SP500_exp_vol_20d,-0.005136872752347908,0.05157205501601,0.03943371119791912,0.02913391595449555,49.0
stocks_SP500_realized_vol_60d,0.002875650361823896,0.019615466595919447,0.0170124806493115,0.022792642960511755,49.0
stocks_SP500_exp_vol_60d,-0.0004467012601938007,0.014151612742999009,0.01751751879898502,0.01132056619670574,49.0
stocks_DJI_realized_vol_5d,0.024323555955002706,0.06711105941984497,0.0770288524441952,0.012372014798219144,35.0
stocks_DJI_exp_vol_5d,-0.0983326942328738,0.03531464979260271,0.08674343117268396,0.0027267357431229877,43.0
stocks_DJI_realized_vol_10d,0.023274599072566488,0.1886323715853145,0.06854396426428175,0.11650663528813143,42.0
stocks_DJI_exp_vol_10d,-0.032566424576695556,0.11416961715610768,0.06765544966036369,0.04615027664792726,45.0
stocks_DJI_realized_vol_20d,0.019259279915040572,0.03133614110237715,0.06140533702087295,0.0045482566446237715,49.0
stocks_DJI_exp_vol_20d,-0.003522707110886809,0.06788464880722224,0.05692151606804875,0.023993218235176306,47.0
stocks_DJI_realized_vol_60d,0.004548850194049957,0.02171450347025701,0.019133580791420864,0.022097782251088494,49.0
stocks_DJI_exp_vol_60d,0.0025189360268427167,-0.005968886704741095,0.027561080788236547,0.0008222103062965891,49.0
stocks_NASDAQ_realized_vol_5d,0.021200426433822934,-0.014172311747615126,0.07037138159679514,0.0006043254680578869,30.0
stocks_NASDAQ_exp_vol_5d,-0.0859637088065125,0.11488459716559091,0.08856497130748561,0.026780335239108388,43.0
stocks_NASDAQ_realized_vol_10d,0.020708449197743745,0.04309222077879737,0.07676645148776466,0.005099961122099317,42.0
stocks_NASDAQ_exp_vol_10d,-0.038256330208427655,-0.08553485030426185,0.05912127813488191,0.03194579956082788,43.0
stocks_NASDAQ_realized_vol_20d,0.012562514898979646,0.09236016839686412,0.054177022497421706,0.04851617324110613,49.0
stocks_NASDAQ_exp_vol_20d,0.00650508653472808,0.06549573117944328,0.057244557220591685,0.022451323231006293,49.0
stocks_NASDAQ_realized_vol_60d,0.0023011773255372397,0.018456390108494872,0.01757255586689802,0.018986486651858314,49.0
stocks_NASDAQ_exp_vol_60d,0.0016668053254348032,0.009611916594130602,0.01920472394665178,0.00437567752882817,49.0
stocks_RUSSELL2000_realized_vol_5d,0.013255570303823879,-0.0017018150335029703,0.08595084562260427,6.364441893169648e-06,34.0
stocks_RUSSELL2000_exp_vol_5d,-0.10361990382791927,0.07925820761331959,0.08971159416589797,0.012998243040376445,45.0
stocks_RUSSELL2000_realized_vol_10d,0.0034131686524636468,0.07586471169141852,0.06962046087700116,0.02007946844914199,45.0
stocks_RUSSELL2000_exp_vol_10d,-0.04776622183223597,0.0389494714405613,0.05583193248933876,0.008236845422287864,46.0
stocks_RUSSELL2000_realized_vol_20d,-0.002210179445135229,0.14422854536609434,0.04988331612238295,0.12667836852259684,48.0
stocks_RUSSELL2000_exp_vol_20d,-0.015070174092793733,0.0710029082165677,0.043693408038670244,0.04381268240092939,48.0
stocks_RUSSELL2000_realized_vol_60d,0.0015158214945855317,0.017165940562117968,0.02155136073221573,0.011008404489143087,49.0
stocks_RUSSELL2000_exp_vol_60d,-0.0014827680273203857,-0.0014939364875385928,0.03222562264535932,3.770432939131929e-05,49.0
stocks_SPY_ETF_realized_vol_5d,0.038559833260999966,-0.040522451970137305,0.0735078092387921,0.004794393569385824,38.0
stocks_SPY_ETF_exp_vol_5d,-0.09911013454956422,0.14337145112235408,0.06757082016144544,0.07320435635603417,49.0
stocks_SPY_ETF_realized_vol_10d,0.014757012940656518,0.035204181176761246,0.08312376446900735,0.0031252648016451,44.0
stocks_SPY_ETF_exp_vol_10d,-0.025986946807342263,0.09257748468283536,0.05977726385623001,0.04038157273415577,49.0
stocks_SPY_ETF_realized_vol_20d,0.00828154345732069,0.09566875701274617,0.04825251644416232,0.06451811517742523,49.0
stocks_SPY_ETF_exp_vol_20d,-0.005059358911599306,0.052445828560756885,0.040931163779490694,0.027997989154226688,49.0
stocks_SPY_ETF_realized_vol_60d,0.0031358901715854955,0.021040172539222104,0.0167048902311293,0.02707913699102893,49.0
stocks_SPY_ETF_exp_vol_60d,-0.00044301134204098054,0.014917773789075866,0.0180081754834247,0.011896440363473704,49.0
stocks_QQQ_ETF_realized_vol_5d,0.02440672056239849,-0.022576625635785552,0.07409124920699148,0.0013191300746461243,30.0
stocks_QQQ_ETF_exp_vol_5d,-0.09886394601563735,-0.0015846379732811975,0.08290309151739218,5.974775143413602e-06,43.0
stocks_QQQ_ETF_realized_vol_10d,0.006963276788029665,0.0007421461155533251,0.08208726907756449,1.3800702363120365e-06,43.0
stocks_QQQ_ETF_exp_vol_10d,-0.03460648391790421,-0.04280373883428198,0.06924798860227889,0.006209397533556427,43.0
stocks_QQQ_ETF_realized_vol_20d,0.01563575940209022,0.059596627999009236,0.057947705510298465,0.018219285665007634,49.0
stocks_QQQ_ETF_exp_vol_20d,0.008956826051523193,0.029090500973614503,0.06502138024026108,0.0034995603592664626,49.0
stocks_QQQ_ETF_realized_vol_60d,0.0016965648991363943,0.015012829999295256,0.01973380861171257,0.01005221020632785,49.0
stocks_QQQ_ETF_exp_vol_60d,0.001989609721334487,0.00015466904189460288,0.020091487060351066,1.039748102504845e-06,49.0
stocks_IWM_ETF_realized_vol_5d,0.007257570292207926,-0.03919522634403853,0.08232353441261851,0.003884682131265693,34.0
stocks_IWM_ETF_exp_vol_5d,-0.10700099648712766,0.06880603773566915,0.08441270691712774,0.01108591106850254,45.0
stocks_IWM_ETF_realized_vol_10d,0.0023773657995649726,0.0649975058112904,0.06957873642743166,0.01483558052835765,45.0
stocks_IWM_ETF_exp_vol_10d,-0.04951644243311681,0.03542950232361035,0.052413226033770646,0.007737312031578125,46.0
stocks_IWM_ETF_realized_vol_20d,-0.0026983316303400783,0.14517925869018553,0.04974401904423612,0.12876534079902546,48.0
stocks_IWM_ETF_exp_vol_20d,-0.015944983590870536,0.0731661710203628,0.04331110743734076,0.04718118388319614,48.0
stocks_IWM_ETF_realized_vol_60d,0.0018484402580017075,0.01772909778724375,0.02179695534163413,0.011474021274172963,49.0
stocks_IWM_ETF_exp_vol_60d,-0.001376897403207878,-0.0031688881918488145,0.034329874334456216,0.00014946876574117862,49.0
stocks_VTI_ETF_realized_vol_5d,0.019853299811496014,-0.0752898965494994,0.07423765048853763,0.016570364330322884,38.0
stocks_VTI_ETF_exp_vol_5d,-0.10592926076260219,0.09796036934923383,0.08160445079809489,0.024659006479653578,49.0
stocks_VTI_ETF_realized_vol_10d,0.017214664257714427,0.09905369658614838,0.08028803955899423,0.02520966761989818,43.0
stocks_VTI_ETF_exp_vol_10d,-0.03135794393168742,0.07269450518261268,0.06573317552841565,0.021006784801111067,49.0
stocks_VTI_ETF_realized_vol_20d,0.004899481930335166,0.10478005584597114,0.0499162416450679,0.07175958664609328,49.0
stocks_VTI_ETF_exp_vol_20d,-0.008138421220465472,0.04628803991141295,0.042614171927686795,0.020280432739884446,49.0
stocks_VTI_ETF_realized_vol_60d,0.0024167062816325986,0.020124674780747864,0.01653604981235784,0.025327872211389546,49.0
stocks_VTI_ETF_exp_vol_60d,-0.0016561569090194465,0.01465440594225898,0.017835781544605876,0.0117053539598303,49.0
stocks_VIX_realized_vol_5d,0.01649315389412425,0.09671172230856707,0.06943925048128721,0.03136894115679845,35.0
stocks_VIX_exp_vol_5d,-0.11028505800068764,-0.08323788929870159,0.07496527017448301,0.019974680840206593,43.0
stocks_VIX_realized_vol_10d,0.004297862744163504,-0.09043351269740228,0.07558563807288464,0.0247152636531921,44.0
stocks_VIX_exp_vol_10d,-0.044717975465197,0.04280538495397157,0.0546950307613571,0.010444552269658347,45.0
stocks_VIX_realized_vol_20d,-0.0013520643222219922,0.0390301504241869,0.057664476236614616,0.007883858375867914,47.0
stocks_VIX_exp_vol_20d,-0.014844911223414603,0.054871879668678604,0.04298716245800896,0.027916696283533993,46.0
stocks_VIX_realized_vol_60d,-0.00013136261440333433,-0.03906520862455403,0.025701434863945043,0.03895431319210074,49.0
stocks_VIX_exp_vol_60d,-0.000791843712995174,-0.017757241294780728,0.026285313005901575,0.00794341208656768,49.0
stocks_DXY_realized_vol_5d,0.0,1.0,0.04191266947005738,0.1,23.0
stocks_DXY_exp_vol_5d,-0.1321721259115894,-0.00444926015160842,0.061414523369021805,8.143370948832107e-05,32.0
stocks_DXY_realized_vol_10d,0.026200384696476762,-0.018143005021649658,0.06907928194508868,0.0011749995784343659,41.0
stocks_DXY_exp_vol_10d,-0.03345228013740947,-0.09759878980802636,0.09032023517046621,0.018805007746805824,39.0
stocks_DXY_realized_vol_20d,0.01401108543801286,0.09488601250526651,0.060195008722312086,0.04203685485639164,47.0
stocks_DXY_exp_vol_20d,-0.0009056630739877243,0.07211319761942636,0.05409856299093944,0.030405998191499806,43.0
stocks_DXY_realized_vol_60d,0.011384673082536635,0.04874378944943917,0.024532018977988967,0.06477871634715526,49.0
stocks_DXY_exp_vol_60d,0.014621468806573789,0.08253076915612817,0.04159560030483276,0.06460665132477716,49.0
stocks_GOLD_realized_vol_5d,0.01850260120635119,-0.06685418842828378,0.08959413921406971,0.010841371974029346,28.0
stocks_GOLD_exp_vol_5d,-0.10609287310793492,0.022123162995933008,0.08314841737030325,0.0013014743392265604,35.0
stocks_GOLD_realized_vol_10d,4.242778339303931e-05,0.04375813115320772,0.08054168785511795,0.005209063127536995,37.0
stocks_GOLD_exp_vol_10d,-0.04657222189304624,-0.005526538959891713,0.06446634359972205,0.00012748372503557093,38.0
stocks_GOLD_realized_vol_20d,0.00927776343043585,-0.05849988525964949,0.06537851452692574,0.013909628744733005,47.0
stocks_GOLD_exp_vol_20d,-0.011139619381980234,-0.04633403306570195,0.05475692695263202,0.012433262965012348,42.0
stocks_GOLD_realized_vol_60d,0.00013893134559642248,-0.002997680863642395,0.030249323441997347,0.00017011671908573334,48.0
stocks_GOLD_exp_vol_60d,0.005592027793381243,-0.014167017419913237,0.033098030250134365,0.0031641541339008095,48.0
stocks_OIL_realized_vol_5d,-0.008350095252078709,0.007853839037697007,0.08612239101384297,0.00013789290632681972,29.0
stocks_OIL_exp_vol_5d,-0.09737724583178792,-0.08995076472453496,0.09128917360585778,0.01697161665602942,36.0
stocks_OIL_realized_vol_10d,0.00894912914483119,-0.09358115967364788,0.08702673718032997,0.020173746890673527,43.0
stocks_OIL_exp_vol_10d,-0.029624368642569704,0.007268771930181813,0.06396109574314525,0.0002336346163801517,39.0
stocks_OIL_realized_vol_20d,0.019104938877157616,-0.05570394348557532,0.06823412913590426,0.011752659582023317,48.0
stocks_OIL_exp_vol_20d,0.004995455379286946,0.043040471941953054,0.05763609414627094,0.009628706237399975,44.0
stocks_OIL_realized_vol_60d,0.009938566695824548,-0.03527194757792569,0.026034030841002993,0.03120010776634119,49.0
stocks_OIL_exp_vol_60d,0.011530340073388464,-0.04037028371539792,0.03947101173663112,0.01802248167537468,49.0
crypto_Bitcoin_realized_vol_5d,0.0066514464266282285,0.1296935952689724,0.08609025497150528,0.03754631867318248,31.0
crypto_Bitcoin_exp_vol_5d,-0.06490662976960086,0.010281150014952938,0.11620441348169142,0.00013592552267649438,40.0
crypto_Bitcoin_realized_vol_10d,0.017986563476612386,0.1143979821884781,0.07356674546542047,0.03982039664044501,40.0
crypto_Bitcoin_exp_vol_10d,-0.019425590133033743,0.09663083229241555,0.08258094334172518,0.023428652350371837,42.0
crypto_Bitcoin_realized_vol_20d,0.012018216448893183,0.11230003563521067,0.04193262940304406,0.1118291419965769,46.0
crypto_Bitcoin_exp_vol_20d,-0.0011152968762770808,0.1011818300705121,0.0532848455425298,0.05941116420492765,45.0
crypto_Bitcoin_realized_vol_60d,0.006172484031022755,0.0510456883311806,0.035813881151134874,0.03441530997077025,49.0
crypto_Bitcoin_exp_vol_60d,0.0023432466994992678,0.02266588796638291,0.02743128747242294,0.012041753552210155,48.0
crypto_Ethereum_realized_vol_5d,-0.011950808438993437,0.07595975371373322,0.08146401194270572,0.015362074782611201,33.0
crypto_Ethereum_exp_vol_5d,-0.11055132918526697,0.04026237879229815,0.08743328468669397,0.0039033142834251633,40.0
crypto_Ethereum_realized_vol_10d,0.00226508011219721,-0.077752420113903,0.060511214623448974,0.028634388868997496,41.0
crypto_Ethereum_exp_vol_10d,-0.04784730579613789,0.013862965164472267,0.06126044686556556,0.0009190084886649963,43.0
crypto_Ethereum_realized_vol_20d,-0.009486916022021605,0.06317584513606579,0.045440811420624304,0.034190726501163504,44.0
crypto_Ethereum_exp_vol_20d,-0.016357417358569104,0.02646235207808675,0.04560852966037929,0.005971341523276941,46.0
crypto_Ethereum_realized_vol_60d,0.004501262030528846,0.008032747062114274,0.034714617913513726,0.0009545322024282488,48.0
crypto_Ethereum_exp_vol_60d,-0.002487685910203737,0.042550033670519655,0.025109646253424964,0.04944765558828301,47.0
crypto_Binance_Coin_realized_vol_5d,0.03974729538880516,0.15183090643821923,0.07466723745438392,0.0589917301662396,39.0
crypto_Binance_Coin_exp_vol_5d,-0.08658240819916618,0.007907198927125192,0.10288133295771221,9.40574717596121e-05,43.0
crypto_Binance_Coin_realized_vol_10d,0.003644911815768327,0.10160469730987515,0.07843584278714183,0.027035175254585764,44.0
crypto_Binance_Coin_exp_vol_10d,-0.037354739289857636,0.15727646144152166,0.06664652430983818,0.08825606922153262,45.0
crypto_Binance_Coin_realized_vol_20d,-0.004069840729409161,0.0378550054459221,0.03726078074960944,0.018093022451780016,48.0
crypto_Binance_Coin_exp_vol_20d,-0.014582075269183111,0.03005815905080046,0.04833359738306707,0.006857034558508945,48.0
crypto_Binance_Coin_realized_vol_60d,-0.0011099958930691958,0.005634054917977468,0.0227689018964442,0.0010730937188148104,49.0
crypto_Binance_Coin_exp_vol_60d,-0.0030072548773453526,0.023648744011908175,0.02562236941586026,0.014725858734173869,49.0
crypto_Ripple_realized_vol_5d,0.0208044277988899,0.06441113273416951,0.08532231446699153,0.008583998045781693,32.0
crypto_Ripple_exp_vol_5d,-0.10502190608749726,0.042653017201570574,0.08997470797600318,0.004001336789708376,37.0
crypto_Ripple_realized_vol_10d,0.01603218862921934,0.043660357171356155,0.08221923639142378,0.004649713051681714,42.0
crypto_Ripple_exp_vol_10d,-0.030957196257076623,0.007133385133374055,0.08382305645430055,0.00013129913072074118,44.0
crypto_Ripple_realized_vol_20d,-0.01320069584061106,0.019390437824604097,0.052576724894792974,0.0023841302299150158,47.0
crypto_Ripple_exp_vol_20d,-0.016217862881463367,0.011287625353994909,0.043490659155508295,0.001177364057256547,46.0
crypto_Ripple_realized_vol_60d,-0.004337082091814315,-0.036062714365539185,0.02453285270993145,0.03597563874214038,48.0
crypto_Ripple_exp_vol_60d,-0.005591388206356259,-0.0005497396448780306,0.020301931829770112,1.26629143318846e-05,48.0
crypto_Cardano_realized_vol_5d,-0.012262737963648233,0.14475078782991868,0.08796253662329757,0.047269930348834865,35.0
crypto_Cardano_exp_vol_5d,-0.09794168023654638,0.10271932138462408,0.09643603688363248,0.020385840566060853,37.0
crypto_Cardano_realized_vol_10d,0.016822419157864758,-0.001124455860021973,0.0702002238016496,4.532486381103595e-06,40.0
crypto_Cardano_exp_vol_10d,-0.024627684574790188,0.13211490025379863,0.08092343550420833,0.04618794701610407,42.0
crypto_Cardano_realized_vol_20d,0.0074160303669510265,0.07808747119564591,0.061742923434663546,0.027335673690845552,47.0
crypto_Cardano_exp_vol_20d,-0.0009406935151887019,0.06639482893852473,0.05927886961936174,0.02136518917343866,46.0
crypto_Cardano_realized_vol_60d,-0.00044445671775231134,-0.00477845716622009,0.029914568149307513,0.00044047206060404687,48.0
crypto_Cardano_exp_vol_60d,0.002186423537424745,-0.007233095347045278,0.03279944395503345,0.0008391712578400545,48.0
crypto_Solana_realized_vol_5d,-0.0001747817108432624,0.05743824235657998,0.07959342742833618,0.00964456813107406,32.0
crypto_Solana_exp_vol_5d,-0.07402371803346494,0.04143052341556287,0.10881435550665632,0.0025020564309028437,41.0
crypto_Solana_realized_vol_10d,0.023743578704166157,-0.07867205504056841,0.06522927921083545,0.025781337844217656,41.0
crypto_Solana_exp_vol_10d,-0.03191163786484857,0.02707156603229196,0.06272284140533915,0.0031973398203775094,43.0
crypto_Solana_realized_vol_20d,-0.0010169360103506068,0.00818392914606459,0.04642625110110467,0.0005443955247654841,47.0
crypto_Solana_exp_vol_20d,-0.006150817307456548,0.03459442636016737,0.04783423147416257,0.009085014216927423,47.0
crypto_Solana_realized_vol_60d,0.003569847484920209,0.026237234644676182,0.02955726464691639,0.013636118317872925,49.0
crypto_Solana_exp_vol_60d,-0.00040829869299104706,-0.004065051352097808,0.030288379564079856,0.0003109887623596874,48.0
crypto_Polkadot_realized_vol_5d,0.007991868718633057,-0.003465993034432527,0.08333469040405175,2.8776516975859145e-05,34.0
crypto_Polkadot_exp_vol_5d,-0.09265870763498613,0.015313645773006866,0.09412477019486945,0.0004474563821376121,39.0
crypto_Polkadot_realized_vol_10d,0.01140668127310354,-0.06265923165938635,0.07109228740471478,0.012826415453172868,42.0
crypto_Polkadot_exp_vol_10d,-0.030602745819633716,0.02041672057042491,0.0671894230598674,0.0014888874139231678,43.0
crypto_Polkadot_realized_vol_20d,0.0019291201742880626,0.0847463843966659,0.04840263608880756,0.0518874439505137,48.0
crypto_Polkadot_exp_vol_20d,0.0005390849408304281,0.03660620189345066,0.059518143827942925,0.006490562919301834,48.0
crypto_Polkadot_realized_vol_60d,-0.0010156162961003463,0.019302983947190377,0.030940761338247757,0.006782305015014423,49.0
crypto_Polkadot_exp_vol_60d,0.001581182210189101,0.02842363534512422,0.026312720146300414,0.020061913389668118,49.0
crypto_Avalanche_realized_vol_5d,0.019918190054689665,0.14179711720680063,0.09029273345711875,0.042443383851953675,35.0
crypto_Avalanche_exp_vol_5d,-0.08461789102266072,0.16277196489332232,0.08549738085164245,0.06428251122793205,38.0
crypto_Avalanche_realized_vol_10d,0.008056448555975959,0.052754275486953925,0.04748193101692125,0.02144899824253854,41.0
crypto_Avalanche_exp_vol_10d,-0.025362379400250077,0.05172395590960334,0.07459410425936037,0.008562050058707582,43.0
crypto_Avalanche_realized_vol_20d,0.011751350316626994,0.036029446923592556,0.043499377592171935,0.012099305627341295,48.0
crypto_Avalanche_exp_vol_20d,-0.004119864136629068,6.827228256198915e-05,0.05683786765085967,2.5221795985075346e-08,46.0
crypto_Avalanche_realized_vol_60d,0.0026661729642802998,0.022792258555989518,0.025504054852864604,0.013818442519976215,49.0
crypto_Avalanche_exp_vol_60d,0.005167923860977997,0.03650198041730546,0.029849834130776857,0.025565117607291077,49.0
crypto_Polygon_realized_vol_5d,0.02720950254397767,0.13539146438668692,0.09835733002001554,0.028994209886419653,26.0
crypto_Polygon_exp_vol_5d,-0.06530878658498834,0.12901161469686734,0.11668039340482134,0.0201300928093624,42.0
crypto_Polygon_realized_vol_10d,0.019212536166240232,0.16960833876821543,0.0638444448263669,0.10823548929986537,39.0
crypto_Polygon_exp_vol_10d,-0.019332131016351062,0.12464452672350784,0.07863297103616493,0.04166611735374348,45.0
crypto_Polygon_realized_vol_20d,-0.0022900057334622635,0.09119371401766553,0.046619860439583015,0.06164033116821199,43.0
crypto_Polygon_exp_vol_20d,-0.011362675047334932,0.06589931382826585,0.03959185258455239,0.045745008429987966,45.0
crypto_Polygon_realized_vol_60d,0.006073179404872706,0.0032155501184763305,0.04163060270067961,0.00010357976305586103,46.0
crypto_Polygon_exp_vol_60d,-0.002329193735075139,0.010757298309696593,0.02004445405663243,0.004898682893099027,47.0
crypto_Chainlink_realized_vol_5d,-0.004120056964311169,0.16939011429529163,0.08323464100673968,0.0664544885041991,32.0
crypto_Chainlink_exp_vol_5d,-0.09281071530144712,0.06585776103598179,0.10374840584068691,0.006356037654441149,37.0
crypto_Chainlink_realized_vol_10d,0.016378223183505156,0.03774766338455973,0.06979164762955181,0.005328433368509411,42.0
crypto_Chainlink_exp_vol_10d,-0.020997939918106518,0.11873097549980326,0.08296694483711234,0.036243669903629816,42.0
crypto_Chainlink_realized_vol_20d,0.010503351901884922,0.09182051975375144,0.05480640020612632,0.04830715889599757,47.0
crypto_Chainlink_exp_vol_20d,0.0013481438943118557,0.07666951876495058,0.05572111931921779,0.03134505082506356,47.0
crypto_Chainlink_realized_vol_60d,0.002798959479535215,0.01802443175362034,0.026332378367918827,0.008153301524482237,49.0
crypto_Chainlink_exp_vol_60d,0.0004899897854077801,0.005358171119272772,0.02345803452352697,0.000900240514366546,48.0
volatility_VIX_Index_realized_vol_5d,0.00880473921394144,0.04482236611460115,0.07441776064636665,0.006242823165772515,36.0
volatility_VIX_Index_exp_vol_5d,-0.10879017046135732,-0.07452191794918421,0.07730544586856916,0.015130291819757002,43.0
volatility_VIX_Index_realized_vol_10d,0.008817003269352856,-0.05496038308404679,0.0779041947735539,0.008923443797235087,45.0
volatility_VIX_Index_exp_vol_10d,-0.03771233497271096,0.09723211802471025,0.06324897082019168,0.03998782009223756,46.0
volatility_VIX_Index_realized_vol_20d,-0.0021318357461037134,0.03476237866497624,0.05711156462651191,0.00638530158947892,47.0
volatility_VIX_Index_exp_vol_20d,-0.015953935948740738,0.04502486337807325,0.039362242717618644,0.022541452970103237,46.0
volatility_VIX_Index_realized_vol_60d,-0.00022204882492362198,-0.03925662757317362,0.025931446536950647,0.03865431924290419,49.0
volatility_VIX_Index_exp_vol_60d,-0.0008207197563220651,-0.018343460255211778,0.02620341746151731,0.008524610690581969,49.0
volatility_VIX_ETN_realized_vol_5d,0.005350693560475353,0.0668919545712366,0.06632001920049023,0.017880051471858005,32.0
volatility_VIX_ETN_exp_vol_5d,-0.08057919773965229,-0.0035916795208846618,0.11220902799174819,1.773793432857662e-05,42.0
volatility_VIX_ETN_realized_vol_10d,0.0213801950673328,0.003703103648888221,0.08747971332046613,3.2993060487207515e-05,43.0
volatility_VIX_ETN_exp_vol_10d,-0.030690873595198793,-0.009046312090256454,0.07929849721988226,0.00022701748969389257,43.0
volatility_VIX_ETN_realized_vol_20d,0.017746241412573454,0.09089330533277272,0.06518802349084903,0.03258533998985935,48.0
volatility_VIX_ETN_exp_vol_20d,-0.0018377560613826746,0.0378257639321793,0.06337527350771362,0.006212859754978428,45.0
volatility_VIX_ETN_realized_vol_60d,0.0038212122815871434,-0.04674212163776972,0.035574878679555486,0.029397956963590488,49.0
volatility_VIX_ETN_exp_vol_60d,0.006983986353159177,-0.02919772310379376,0.039596920076975864,0.009449261004853327,49.0
volatility_Ultra_VIX_Short_Term_realized_vol_5d,0.001906847823232319,0.037140934008763594,0.07061761455190017,0.004880141677373051,34.0
volatility_Ultra_VIX_Short_Term_exp_vol_5d,-0.08002041067398773,-0.018150860607977506,0.11723738348431939,0.0004119032209535245,44.0
volatility_Ultra_VIX_Short_Term_realized_vol_10d,0.021248282816268237,0.003173229008454404,0.08787994495999824,2.357550847531531e-05,44.0
volatility_Ultra_VIX_Short_Term_exp_vol_10d,-0.034570557581535544,0.024594662807812105,0.07536132930251437,0.0018549107627853223,43.0
volatility_Ultra_VIX_Short_Term_realized_vol_20d,0.016546560760752713,0.1139551063346366,0.06550909106481112,0.04981433464073448,48.0
volatility_Ultra_VIX_Short_Term_exp_vol_20d,0.0038993634236073067,0.029946187289623838,0.07044884293129579,0.0031244160108554464,47.0
volatility_Ultra_VIX_Short_Term_realized_vol_60d,0.003108361549517617,-0.038826638650816286,0.033830150611643066,0.022587876692190312,49.0
volatility_Ultra_VIX_Short_Term_exp_vol_60d,0.006077244361978264,-0.022315931126905372,0.037494379828123606,0.006176647748846853,49.0
fixed_income_Treasury_10Y_Yield_realized_vol_5d,0.02314255932167822,0.11335978595836092,0.09660790006716827,0.02569747229881625,31.0
fixed_income_Treasury_10Y_Yield_exp_vol_5d,-0.07090324174773895,-0.2016969797547546,0.10383809830240776,0.06480000010398868,40.0
fixed_income_Treasury_10Y_Yield_realized_vol_10d,0.02859887962536438,-0.053050880644501724,0.07193820805864083,0.009902122100095778,40.0
fixed_income_Treasury_10Y_Yield_exp_vol_10d,-0.01989625946411595,-0.09926145610677332,0.07080233128194736,0.03325373815508126,43.0
fixed_income_Treasury_10Y_Yield_realized_vol_20d,0.005934358038283366,0.006287953118192215,0.050757251547549447,0.00026738087423061607,47.0
