,stocks_SP500_cumret_1d,stocks_SP500_kurtosis_5d,stocks_NASDAQ_kurtosis_10d,crypto_Ethereum_skewness_20d,crypto_Ethereum_kurtosis_20d,crypto_Ethereum_cumret_20d,economic_PCE_Price_Index_skewness_5d,economic_PCE_Price_Index_kurtosis_5d,economic_PCE_Price_Index_cumret_5d,economic_PCE_Price_Index_skewness_10d,economic_PCE_Price_Index_kurtosis_10d,economic_PCE_Price_Index_cumret_10d,economic_PCE_Price_Index_skewness_20d,economic_PCE_Price_Index_kurtosis_20d,economic_PCE_Price_Index_cumret_20d,stocks_SP500_realized_vol_5d,stocks_SP500_exp_vol_5d,stocks_SP500_realized_vol_10d,stocks_SP500_exp_vol_10d,stocks_SP500_realized_vol_20d,stocks_SP500_exp_vol_20d,stocks_SP500_realized_vol_60d,stocks_SP500_exp_vol_60d,stocks_NASDAQ_realized_vol_5d,stocks_NASDAQ_exp_vol_5d,stocks_NASDAQ_realized_vol_10d,stocks_NASDAQ_exp_vol_10d,stocks_NASDAQ_realized_vol_20d,stocks_NASDAQ_exp_vol_20d,stocks_NASDAQ_realized_vol_60d,stocks_NASDAQ_exp_vol_60d,crypto_Ethereum_realized_vol_5d,crypto_Ethereum_exp_vol_5d,crypto_Ethereum_realized_vol_10d,crypto_Ethereum_exp_vol_10d,crypto_Ethereum_realized_vol_20d,crypto_Ethereum_exp_vol_20d,crypto_Ethereum_realized_vol_60d,crypto_Ethereum_exp_vol_60d,economic_PCE_Price_Index_realized_vol_5d,economic_PCE_Price_Index_exp_vol_5d,economic_PCE_Price_Index_realized_vol_10d,economic_PCE_Price_Index_exp_vol_10d,economic_PCE_Price_Index_realized_vol_20d,economic_PCE_Price_Index_exp_vol_20d,economic_PCE_Price_Index_realized_vol_60d,economic_PCE_Price_Index_exp_vol_60d,stocks_DJI_sign,stocks_RUSSELL2000_sign,stocks_SPY_ETF_sign,stocks_QQQ_ETF_sign,stocks_IWM_ETF_sign,stocks_VTI_ETF_sign,stocks_VIX_sign,stocks_DXY_sign,stocks_OIL_sign,crypto_Bitcoin_sign,crypto_Binance_Coin_sign,crypto_Ripple_sign,crypto_Cardano_sign,crypto_Polygon_sign,crypto_Chainlink_sign,economic_Unemployment_Rate_sign,economic_Nonfarm_Payrolls_sign,economic_Initial_Claims_sign,economic_CPI_All_Items_sign,economic_CPI_Core_sign,economic_PCE_Core_sign,economic_Federal_Funds_Rate_sign,economic_Treasury_10Y_sign,economic_Treasury_2Y_sign,economic_Treasury_3M_sign,economic_Money_Supply_M1_sign,economic_Money_Supply_M2_sign,economic_Consumer_Sentiment_sign,economic_Industrial_Production_sign,volatility_VIX_Index_sign,volatility_VIX_ETN_sign,volatility_Ultra_VIX_Short_Term_sign,fixed_income_Treasury_10Y_Yield_sign,fixed_income_Treasury_5Y_Yield_sign,fixed_income_Treasury_30Y_Yield_sign,fixed_income_Treasury_Bond_ETF_sign,fixed_income_Treasury_7_10Y_ETF_sign,fixed_income_Treasury_1_3Y_ETF_sign,fixed_income_Investment_Grade_Bonds_sign,fixed_income_High_Yield_Bonds_sign,bull_market
2019-08-01,-5.551115123125783e-17,,0.05071416558742711,-0.026493439626863374,0.05595445082819247,0.1841483427304045,,,,,,,,,,0.02989373633009726,0.04319436808874848,0.08204665018942682,0.07720844143868472,0.05058665175146834,0.08218050918632033,0.0272792845502816,0.03584372343041618,-0.07476727518107093,-0.05027053103156637,-0.013777572342387542,-0.008789567296065948,0.011338334874858049,0.015383695389915693,0.009482124996165346,0.007091827889386445,,-0.05601635957345488,-0.10372931940703391,-0.054918248665274984,-0.0029161466973209905,-0.03711664235153106,-0.0028393418071645175,-0.008913745342497146,,,,,,,0.05303661590695609,0.10314622669601368,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0
2019-08-02,-1.1102230246251565e-16,0.15609396094325545,,0.009634478546107307,0.15800350122994097,0.11088624867123072,0.19139706318407035,0.0,0.19139706318407035,0.0,0.0,0.0,0.0,0.0,0.0,-0.1654174486913196,-0.004562437396122207,-0.004287261547736579,0.06487873415101057,0.09091151482876822,0.09757798336903159,0.037758823029009715,0.0493507357468392,-0.10441987897473841,0.09705510690983407,0.02791612301136704,0.10360006363117105,0.11192107743419354,0.11775048828897641,-0.0115732011574463,0.050360462735845046,-0.017725610777495876,-0.14276451648722094,-0.169107949149166,-0.11287640769733852,0.0058870654527928955,-0.07364977138120332,-0.017570046721235404,-0.017016873279292345,0.19139706318407035,0.05559450689363918,-1.791005320472349e-17,0.013782504881167626,0.0,0.0027899724335350012,0.05295742652175229,0.10303027228069357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
