regime,observations,mean,std,min,max,skewness,kurtosis
normal,1428,0.0004152246565990138,0.007257128534237296,-0.0359255421085777,0.0249812809571866,-0.4859354343470746,2.666741780745987
high_volatility,382,0.00018495132944517254,0.014012863152805623,-0.0616090618982309,0.0908948798330364,0.2664561177109835,6.289161328197148
low_volatility,49,-0.00038905920502453926,0.004218113031319228,-0.0140254415236455,0.0101563148781058,-0.5570844611873832,1.6388281665520301
